,PseudoTime1,PseudoTime2
E905_707,0.88582,NA
E156_385,0.48181,NA
E410_384,0.48055,NA
E404_397,NA,0.49686
E320_520,0.65119,NA
E996_756,NA,0.9473
E324_733,0.91844,NA
E128_440,0.55082,NA
E649_789,NA,0.98871
E500_410,NA,0.51317
E957_704,NA,0.88206
E965_746,0.93476,NA
E971_770,NA,0.96487
E0_327,NA,0.40903
E614_151,NA,0.18821
E643_586,NA,0.734
E790_216,NA,0.26976
E192_306,NA,0.38269
E916_140,NA,0.1744
E92_652,0.81681,NA
E690_282,NA,0.35257
E169_348,NA,0.43538
E425_437,NA,0.54705
E964_313,NA,0.39147
E306_705,NA,0.88331
E837_685,0.85822,NA
E86_572,0.71644,NA
E503_388,0.48557,NA
E448_464,0.58093,NA
E948_490,NA,0.61355
E223_388,NA,0.48557
E7_440,0.55082,NA
E900_719,NA,0.90088
E577_685,NA,0.85822
E956_578,NA,0.72396
E263_426,NA,0.53325
E745_93,0.11543,NA
E476_69,0.08532,NA
E895_603,NA,0.75533
E349_506,NA,0.63363
E917_417,0.52196,NA
E462_623,NA,0.78043
E987_38,0.04642,NA
E117_625,0.78294,NA
E843_521,0.65245,NA
E728_227,NA,0.28356
E778_756,NA,0.9473
E989_76,NA,0.0941
E40_724,0.90715,NA
E146_584,NA,0.73149
E485_514,NA,0.64366
E282_338,0.42284,NA
E918_332,NA,0.41531
E832_166,0.20703,NA
E999_223,NA,0.27854
E942_124,NA,0.15433
E433_71,NA,0.08783
E619_159,NA,0.19824
E290_72,NA,0.08908
E603_233,0.29109,NA
E489_707,NA,0.88582
E8_178,0.22208,NA
E51_412,NA,0.51568
E220_201,NA,0.25094
E871_15,0.01757,NA
E445_105,0.13049,NA
E921_745,0.9335,NA
E305_576,0.72146,NA
E6_246,NA,0.3074
E55_131,NA,0.16311
E546_493,NA,0.61731
E811_617,NA,0.7729
E600_739,NA,0.92597
E961_193,0.2409,NA
E74_720,0.90213,NA
E411_448,NA,0.56085
E773_444,0.55583,NA
E578_323,NA,0.40402
E754_739,0.92597,NA
E946_317,NA,0.39649
E547_412,NA,0.51568
E185_425,NA,0.53199
E257_336,NA,0.42033
E676_97,0.12045,NA
E606_106,0.13174,NA
E198_261,0.32622,NA
E304_763,NA,0.95609
