SourceGENES,TargetGENES,Interaction,Edges
Gene  2 ,Gene  6 ,1,activation/repression
Gene  2 ,Gene  7 ,0.914981235757373,activation/repression
Gene  1 ,Gene  5 ,0.701885195528022,activation/repression
Gene  1 ,Gene  4 ,0.536282424491651,activation/repression
Gene  2 ,Gene  1 ,0.480856179441863,activation/repression
Gene  2 ,Gene  5 ,0.327752924277211,activation/repression
Gene  2 ,Gene  3 ,0.19433160181531,activation/repression
Gene  1 ,Gene  6 ,0.169830474650758,activation/repression
Gene  4 ,Gene  5 ,0.164839183264198,activation/repression
Gene  2 ,Gene  4 ,0.0750183470379608,activation/repression
Gene  7 ,Gene  6 ,1.98243382038925e-36,activation/repression
Gene  3 ,Gene  2 ,1.95014485552046e-36,activation/repression
Gene  3 ,Gene  7 ,1.23865823235965e-36,activation/repression
Gene  7 ,Gene  1 ,1.07036472381771e-36,activation/repression
Gene  5 ,Gene  4 ,5.71119984092735e-37,activation/repression
Gene  7 ,Gene  4 ,2.83355912939418e-37,activation/repression
Gene  6 ,Gene  4 ,5.56085079981314e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  3 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  5 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  5 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
