SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  3 ,Gene  7 ,0.254336523269036,activation/repression
Gene  2 ,Gene  6 ,0.232282010579101,activation/repression
Gene  2 ,Gene  7 ,0.156744651054052,activation/repression
Gene  2 ,Gene  1 ,0.124180529212931,activation/repression
Gene  1 ,Gene  5 ,0.0464267441466914,activation/repression
Gene  1 ,Gene  4 ,0.0417431456690323,activation/repression
Gene  4 ,Gene  5 ,3.62196965345328e-37,activation/repression
Gene  5 ,Gene  3 ,1.93464883581719e-37,activation/repression
Gene  4 ,Gene  3 ,1.63073535950987e-37,activation/repression
Gene  7 ,Gene  6 ,4.51655003838807e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  4 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  5 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  5 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
