_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-8.59471842152817,GO:0002521,M1,1,0,GO Biological Processes,19,leukocyte differentiation,19_GO:0032502 developmental process,-8.59471842152817,15.594511434511434,11.223978551091372,20836,481,25,9,36.0,9.6,12394|12606|14025|15900|16477|17260|18987|20230|20375,Runx1|Cebpa|Bcl11a|Irf8|Junb|Mef2c|Pou2f2|Satb1|Spi1,-4.3265384232166815,0,1,1,1,-8.59471842152817,64.11076923076922,
1,-5.637161041331258,GO:0001775,M1,1,0,GO Biological Processes,19,cell activation,19_GO:0032501 multicellular organismal process,-5.637161041331258,8.537157490396927,7.441184211793706,20836,781,25,8,32.0,9.32952303175248,14025|15405|15900|17260|18987|20230|20375|21413,Bcl11a|Hoxa9|Irf8|Mef2c|Pou2f2|Satb1|Spi1|Tcf4,-2.147132293403414,0,1,0,0,-8.59471842152817,64.11076923076922,
1,-5.265821566080533,GO:1903131,M1,1,0,GO Biological Processes,19,mononuclear cell differentiation,19_GO:0032502 developmental process,-5.265821566080533,12.822153846153844,8.168550796949015,20836,390,25,6,24.0,8.541662601625049,14025|15900|17260|18987|20230|20375,Bcl11a|Irf8|Mef2c|Pou2f2|Satb1|Spi1,-1.8427396077833025,0,1,0,0,-8.59471842152817,64.11076923076922,
1,-5.166457013713946,GO:0042113,M1,1,0,GO Biological Processes,19,B cell activation,19_GO:0002376 immune system process,-5.166457013713946,18.197379912663756,9.069700024702042,20836,229,25,5,20.0,8.0,14025|15900|17260|18987|20375,Bcl11a|Irf8|Mef2c|Pou2f2|Spi1,-1.8069520984425673,0,1,0,0,-8.59471842152817,64.11076923076922,
1,-4.867987284067539,GO:0002335,M1,1,0,GO Biological Processes,19,mature B cell differentiation,19_GO:0002376 immune system process,-4.867987284067539,64.11076923076922,13.67274497449512,20836,39,25,3,12.0,6.499230723708768,15900|18987|20375,Irf8|Pou2f2|Spi1,-1.622068919846305,0,1,0,0,-8.59471842152817,64.11076923076922,
1,-4.459797071400687,GO:0030183,M1,1,0,GO Biological Processes,19,B cell differentiation,19_GO:0002376 immune system process,-4.459797071400687,21.234140127388535,8.820436850573014,20836,157,25,4,16.0,7.332121111929343,14025|15900|18987|20375,Bcl11a|Irf8|Pou2f2|Spi1,-1.516543119911502,0,1,0,0,-8.59471842152817,64.11076923076922,
1,-4.393779877475348,GO:0046649,M1,1,0,GO Biological Processes,19,lymphocyte activation,19_GO:0002376 immune system process,-4.393779877475348,8.993956834532373,6.621943965036308,20836,556,25,6,24.0,8.541662601625049,14025|15900|17260|18987|20230|20375,Bcl11a|Irf8|Mef2c|Pou2f2|Satb1|Spi1,-1.4873277151814528,0,1,0,0,-8.59471842152817,64.11076923076922,
1,-4.34683777114196,GO:0030098,M1,1,0,GO Biological Processes,19,lymphocyte differentiation,19_GO:0002376 immune system process,-4.34683777114196,12.292625368731564,7.265573514166936,20836,339,25,5,20.0,8.0,14025|15900|18987|20230|20375,Bcl11a|Irf8|Pou2f2|Satb1|Spi1,-1.4588690145420782,0,1,0,0,-8.59471842152817,64.11076923076922,
1,-3.895828448910376,GO:0045321,M1,1,0,GO Biological Processes,19,leukocyte activation,19_GO:0002376 immune system process,-3.895828448910376,7.310877192982455,5.8167310654464,20836,684,25,6,24.0,8.541662601625049,14025|15900|17260|18987|20230|20375,Bcl11a|Irf8|Mef2c|Pou2f2|Satb1|Spi1,-1.090046448497844,0,1,0,0,-8.59471842152817,64.11076923076922,
1,-2.72314729177555,GO:0030217,M1,1,0,GO Biological Processes,19,T cell differentiation,19_GO:0002376 immune system process,-2.72314729177555,12.078840579710144,5.552143470479805,20836,207,25,3,12.0,6.499230723708768,14025|20230|20375,Bcl11a|Satb1|Spi1,-0.1953299829583059,0,1,0,0,-8.59471842152817,64.11076923076922,
