322,228,105,68,92,67,116,147,234,218,284,252,244,188,95,82,71,175
204,245,253,239,251,81,14,101,43,169,235,86,38,35,61,230,272,306
198,313,77,282,274,250,9,83,141,159,132,153,16,53,212,197,143,281
222,299,314,163,291,286,184,40,33,138,156,181,79,180,56,111,58,172
199,178,301,297,225,267,278,224,91,194,206,93,57,65,25,122,17,137
248,177,229,292,312,208,269,276,151,202,150,149,100,8,21,7,29,74
238,133,220,145,318,321,223,293,210,242,106,135,104,27,4,47,34,102
203,152,164,191,277,317,316,259,207,196,158,66,24,130,70,72,28,148
255,221,69,131,240,249,311,298,237,265,167,157,10,129,12,22,6,90
262,103,140,97,185,160,275,315,310,288,161,213,44,36,31,126,52,114
324,168,192,55,109,124,115,99,127,217,273,308,254,179,125,60,209,41
323,118,63,162,42,18,75,76,46,263,258,227,296,264,241,117,183,45
219,96,20,113,89,119,13,211,108,271,285,320,154,304,136,270,73,78
214,173,110,11,49,59,146,134,142,182,216,309,307,226,300,232,171,19
165,256,80,50,32,121,39,48,54,215,247,193,289,305,98,294,261,85
303,62,236,3,30,120,2,84,37,260,166,107,189,257,290,123,279,280
319,144,231,26,88,15,205,170,112,283,186,139,1,128,246,266,155,268
201,295,233,174,200,51,5,195,94,176,187,87,23,243,64,287,302,190
