322,228,105,68,92,66,117,147,234,218,284,253,244,188,94,83,71,174
204,245,252,239,251,77,14,100,44,169,235,86,38,35,61,231,272,306
197,313,76,282,274,250,9,82,140,159,132,153,17,53,212,198,143,281
222,299,314,163,291,286,185,39,33,137,157,181,79,180,56,113,57,172
199,177,301,297,224,267,278,225,91,193,206,95,59,67,25,123,16,139
248,178,229,292,312,207,269,276,151,202,150,149,102,8,21,7,29,74
238,133,220,146,318,321,223,293,210,241,106,135,104,27,4,47,34,103
203,152,166,191,277,317,316,258,208,196,158,65,24,130,69,72,28,148
256,221,70,131,240,249,311,298,237,265,167,156,10,128,12,22,6,90
262,101,141,97,186,160,275,315,310,288,161,213,43,36,31,126,52,114
324,168,192,55,109,124,116,99,127,217,273,308,254,179,125,60,209,41
323,118,63,162,42,18,78,81,46,263,259,227,296,264,242,115,183,45
219,96,20,111,89,120,13,211,108,270,285,320,154,304,136,271,73,75
214,173,110,11,49,58,145,134,142,182,216,309,307,226,300,232,171,19
165,255,80,50,32,121,40,48,54,215,247,194,289,305,98,294,261,85
303,62,236,3,30,119,2,84,37,260,164,107,190,257,290,122,279,280
319,144,230,26,88,15,205,170,112,283,184,138,1,129,246,266,155,268
201,295,233,175,200,51,5,195,93,176,187,87,23,243,64,287,302,189
