SourceGENES,TargetGENES,Interaction,Edges
Gene  12 ,Gene  9 ,1,activation/repression
Gene  12 ,Gene  6 ,0.944623394482843,activation/repression
Gene  12 ,Gene  8 ,0.812845856931064,activation/repression
Gene  5 ,Gene  3 ,0.604234323436035,activation/repression
Gene  12 ,Gene  7 ,0.595210865423171,activation/repression
Gene  12 ,Gene  1 ,0.497792702268458,activation/repression
Gene  12 ,Gene  10 ,0.478515626092272,activation/repression
Gene  12 ,Gene  11 ,0.455532270845928,activation/repression
Gene  12 ,Gene  5 ,0.357050147612228,activation/repression
Gene  11 ,Gene  6 ,0.313786643707872,activation/repression
Gene  12 ,Gene  14 ,0.277979808246711,activation/repression
Gene  5 ,Gene  4 ,0.275046403199766,activation/repression
Gene  12 ,Gene  13 ,0.272581556524662,activation/repression
Gene  13 ,Gene  12 ,0.269512482586567,activation/repression
Gene  13 ,Gene  9 ,0.259545389152137,activation/repression
Gene  12 ,Gene  18 ,0.241642548141048,activation/repression
Gene  12 ,Gene  17 ,0.241398648225438,activation/repression
Gene  12 ,Gene  3 ,0.23368755910501,activation/repression
Gene  5 ,Gene  2 ,0.231002492966119,activation/repression
Gene  12 ,Gene  16 ,0.227589921403969,activation/repression
Gene  11 ,Gene  14 ,0.220552370743531,activation/repression
Gene  13 ,Gene  8 ,0.211960159099082,activation/repression
Gene  12 ,Gene  2 ,0.210904884765154,activation/repression
Gene  11 ,Gene  15 ,0.20371240627784,activation/repression
Gene  11 ,Gene  9 ,0.185852155127337,activation/repression
Gene  11 ,Gene  8 ,0.178890154720208,activation/repression
Gene  13 ,Gene  11 ,0.172567578941364,activation/repression
Gene  12 ,Gene  4 ,0.167944612978579,activation/repression
Gene  11 ,Gene  7 ,0.155420764753813,activation/repression
Gene  13 ,Gene  7 ,0.14854273819983,activation/repression
Gene  13 ,Gene  1 ,0.148138737458273,activation/repression
Gene  11 ,Gene  16 ,0.145990771928902,activation/repression
Gene  12 ,Gene  15 ,0.145711001808592,activation/repression
Gene  11 ,Gene  10 ,0.120128677652812,activation/repression
Gene  11 ,Gene  1 ,0.119537959606986,activation/repression
Gene  13 ,Gene  10 ,0.11632093090495,activation/repression
Gene  11 ,Gene  13 ,0.075518996860409,activation/repression
Gene  11 ,Gene  17 ,0.0702306320468131,activation/repression
Gene  1 ,Gene  9 ,0.0597043304223796,activation/repression
Gene  1 ,Gene  8 ,0.0574336328686209,activation/repression
Gene  4 ,Gene  2 ,0.0548957962252206,activation/repression
Gene  13 ,Gene  6 ,0.0545980167280809,activation/repression
Gene  9 ,Gene  5 ,0.0489594826945006,activation/repression
Gene  4 ,Gene  3 ,0.0488382317906238,activation/repression
Gene  1 ,Gene  11 ,0.044665954633637,activation/repression
Gene  1 ,Gene  6 ,0.0422124806921305,activation/repression
Gene  13 ,Gene  5 ,0.0419225568135109,activation/repression
Gene  1 ,Gene  7 ,0.04078228189098,activation/repression
Gene  1 ,Gene  12 ,0.0399507834576997,activation/repression
Gene  1 ,Gene  10 ,0.0349244786700471,activation/repression
Gene  1 ,Gene  17 ,0.0331856016841048,activation/repression
Gene  9 ,Gene  4 ,0.0312430160143468,activation/repression
Gene  1 ,Gene  13 ,0.0293110603333872,activation/repression
Gene  9 ,Gene  3 ,0.0261725288338774,activation/repression
Gene  1 ,Gene  16 ,0.0256710297302043,activation/repression
Gene  1 ,Gene  15 ,0.0252059862888961,activation/repression
