,PseudoTime1,PseudoTime2
E876_107,0.10542,NA
E814_299,NA,0.29819
E386_795,NA,0.79618
E845_63,0.06124,NA
E120_188,0.18675,NA
E703_64,0.06225,NA
E870_379,NA,0.37851
E229_293,NA,0.29217
E868_947,0.9488,NA
E441_690,0.69076,NA
E450_897,NA,0.89859
E163_860,NA,0.86145
E333_402,NA,0.40161
E594_271,NA,0.27008
E973_644,NA,0.64458
E615_807,0.80823,NA
E639_438,NA,0.43775
E283_378,NA,0.37751
E121_305,0.30422,NA
E82_384,NA,0.38353
E381_872,NA,0.87349
E557_192,0.19076,NA
E114_864,NA,0.86546
E65_986,NA,0.98795
E140_577,0.57731,NA
E483_127,0.1255,NA
E111_26,0.0241,NA
E676_864,0.86546,NA
E239_700,NA,0.7008
E620_686,0.68675,NA
E160_901,NA,0.90261
E208_457,0.45683,NA
E953_417,NA,0.41667
E134_493,0.49297,NA
E915_67,0.06526,NA
E747_815,NA,0.81627
E107_482,NA,0.48193
E894_691,0.69177,NA
E999_526,NA,0.5261
E968_810,0.81124,NA
E370_987,0.98896,NA
E405_420,NA,0.41968
E167_668,NA,0.66867
E879_11,0.00904,NA
E555_538,NA,0.53815
E779_504,0.50402,NA
E736_482,0.48193,NA
E717_123,NA,0.12149
E750_723,NA,0.7239
E49_744,NA,0.74498
E109_101,NA,0.0994
E267_532,0.53213,NA
E275_587,NA,0.58735
E213_65,NA,0.06325
E678_171,NA,0.16968
E943_808,NA,0.80924
E232_556,0.55622,NA
E234_823,NA,0.8243
E320_426,0.4257,NA
E842_377,0.37651,NA
E725_53,NA,0.0512
E27_774,NA,0.7751
E559_31,NA,0.02912
E430_395,NA,0.39458
E942_70,NA,0.06827
E670_730,0.73092,NA
E906_851,NA,0.85241
E477_928,0.92972,NA
E187_508,0.50803,NA
E47_560,NA,0.56024
E326_469,NA,0.46888
E209_505,0.50502,NA
E707_673,NA,0.67369
E627_840,NA,0.84137
E832_531,0.53112,NA
E698_496,0.49598,NA
E424_881,0.88253,NA
E336_234,0.23293,NA
E348_409,NA,0.40863
E360_916,NA,0.91767
E485_663,NA,0.66365
E677_692,NA,0.69277
E685_653,NA,0.65361
E604_647,0.64759,NA
E183_443,0.44277,NA
E518_655,0.65562,NA
E137_935,0.93675,NA
E445_587,0.58735,NA
E682_280,NA,0.27912
E979_594,NA,0.59438
E575_52,NA,0.0502
E242_323,NA,0.32229
E216_153,NA,0.15161
E346_86,0.08434,NA
E610_30,0.02811,NA
E527_955,0.95683,NA
E375_463,NA,0.46285
E165_35,NA,0.03313
E138_173,NA,0.17169
E936_968,0.96988,NA
E95_970,NA,0.97189
E76_752,NA,0.75301
E6_873,NA,0.8745
