SourceGENES,TargetGENES,Interaction,Edges
Gene  1 ,Gene  6 ,1,activation/repression
Gene  5 ,Gene  3 ,0.978253198852468,activation/repression
Gene  4 ,Gene  2 ,0.740555623401244,activation/repression
Gene  3 ,Gene  2 ,0.588424749299139,activation/repression
Gene  4 ,Gene  3 ,0.566910467306863,activation/repression
Gene  3 ,Gene  1 ,0.365565373803855,activation/repression
Gene  7 ,Gene  5 ,0.165573114505648,activation/repression
Gene  5 ,Gene  4 ,0.162546825532233,activation/repression
Gene  3 ,Gene  7 ,0.109755177202948,activation/repression
Gene  7 ,Gene  4 ,0.0932605142628144,activation/repression
Gene  2 ,Gene  1 ,0.0417361512237016,activation/repression
Gene  3 ,Gene  5 ,0.032094037081042,activation/repression
Gene  2 ,Gene  6 ,0.0145481301361022,activation/repression
Gene  7 ,Gene  6 ,0.00809062480033411,activation/repression
Gene  2 ,Gene  7 ,0.00771304045922732,activation/repression
Gene  6 ,Gene  5 ,4.48483208126221e-37,activation/repression
Gene  6 ,Gene  7 ,2.83147177677777e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
