,0,1,2,3,4,5,6
0,1.1992968,0.19054177,0.031540614,0.019870842,0.017065533,0.020022262,0.026247403
1,1.2475063,0.28782347,0.02522468,0.012039786,0.016148178,0.0017713546,0.0032864602
2,1.3445433,0.4314649,0.0035974872,0.1082448,0.014646114,0.013409788,0.022514228
3,1.3835776,0.28691968,0.034104817,0.0069154687,0.0028952144,0.010278061,0.020316636
4,1.4896296,0.3459109,0.08513822,0.007724822,0.00093246275,0.003839676,0.03723518
5,1.415286,0.4637421,0.035578284,0.010789343,0.009759784,0.09471512,0.009531787
6,1.578558,0.31489468,0.009333082,0.023872728,0.00019308193,0.0020739522,0.018237574
7,1.1542745,0.66558766,0.0039921007,0.00673701,0.040001746,0.016315013,0.032684915
8,1.456375,0.45149258,0.0378741,0.0037371519,0.008925974,0.030313088,0.026215496
9,1.5648727,0.37678567,0.013919583,0.010851244,0.023807412,0.0076844366,0.015091435
10,1.5078181,0.4364187,0.0009385522,0.00379111,0.014899795,0.0042965193,0.0008927864
11,1.5494708,0.40538424,0.04739861,0.0150560755,0.026822712,0.0101645095,0.0019737983
12,1.5664777,0.42821908,0.00023036177,0.052861955,0.0055577466,0.0059245387,0.007173609
13,1.827747,0.328272,8.488039e-05,0.026342954,0.013735296,0.0012313967,0.003976177
14,1.3824949,0.6652575,0.0030220347,0.0023338157,0.0043635285,0.009482902,0.022125201
15,1.7575481,0.36053014,0.03243637,0.01746806,0.037105013,0.007195958,0.033152375
16,1.8142806,0.373846,0.016010426,0.034495194,0.0098357815,0.021615872,0.00943058
17,1.674654,0.44860664,0.017031241,0.0010508817,0.004682094,0.0021032628,0.05203278
18,1.511111,0.55530554,0.00011855247,0.014531933,0.05114703,0.008453026,0.019925581
19,2.2040381,0.04355632,0.0066204215,0.0074273525,0.07082906,0.0032469172,0.0005471277
20,1.7409717,0.4796836,0.0022824751,0.0021857223,0.0027583449,0.0059338342,0.014334111
21,2.267268,0.26642343,0.0041193697,0.0034483701,0.0084098065,0.008638649,0.0045057237
22,1.7040894,0.5961775,0.16745107,0.05380281,0.0581496,0.0018188254,0.00571791
23,1.6158421,0.6122878,0.011506111,0.00039160065,0.0012429698,0.0009839432,0.003683736
24,1.6572808,0.6830022,0.045652293,0.033704598,0.008015303,0.019753642,0.0134438295
25,1.9687523,0.5544498,0.0151413735,0.020330835,0.007108086,0.0040689306,0.0015358847
26,1.9700185,0.5718444,0.02592532,0.0022446762,0.0018417056,0.0069010966,0.02312769
27,1.3900421,0.88882846,0.0026173303,0.010708225,0.011205719,0.0045526987,0.008944885
28,1.7645748,0.6667594,0.008872553,0.030824447,0.0024693217,0.0099829715,0.0030054122
29,1.73588,0.69490486,0.028493743,0.023977933,0.04255802,0.009461327,0.04058458
30,1.8714775,0.6267575,0.007703405,0.011333037,0.006028157,0.029213704,0.096296206
31,1.4932966,0.8564248,0.038603872,0.009088188,0.11519737,0.065491505,0.0028224075
32,1.8500051,0.68745744,1.716413e-05,0.0012186725,0.09449848,0.0082929535,0.014053978
33,1.720013,0.7538997,0.00910004,0.00038432187,0.002509647,0.009927796,0.0029498572
34,1.6845067,0.77625227,0.04838174,0.013873936,0.008293935,0.001874241,0.012445611
