,PseudoTime1,PseudoTime2
E770_64,NA,0.07915
E892_548,NA,0.68719
E90_70,NA,0.08668
E51_260,NA,0.32538
E379_440,NA,0.55151
E964_744,NA,0.93342
E253_228,NA,0.28518
E104_396,0.49623,NA
E329_767,NA,0.96231
E994_134,0.16709,NA
E277_235,0.29397,NA
E449_55,NA,0.06784
E858_26,NA,0.03141
E8_83,0.10302,NA
E313_163,NA,0.20352
E846_244,0.30528,NA
E768_720,0.90327,NA
E350_30,0.03643,NA
E274_273,NA,0.34171
E14_245,NA,0.30653
E824_85,NA,0.10553
E64_638,NA,0.80025
E265_438,0.54899,NA
E49_582,0.7299,NA
E600_697,NA,0.87437
E876_774,NA,0.97111
E759_300,0.37563,NA
E227_599,0.75126,NA
E474_613,NA,0.76884
E276_409,0.51256,NA
E971_301,NA,0.37688
E176_63,NA,0.07789
E966_48,0.05905,NA
E795_481,0.60302,NA
E947_400,NA,0.50126
E5_434,0.54397,NA
E160_413,0.51759,NA
E739_407,NA,0.51005
E927_522,NA,0.65452
E43_108,NA,0.13442
E776_633,0.79397,NA
E959_63,NA,0.07789
E972_381,NA,0.47739
E205_105,0.13065,NA
E502_59,NA,0.07286
E952_772,0.96859,NA
E666_635,0.79648,NA
E656_398,0.49874,NA
E405_416,0.52136,NA
E375_159,0.19849,NA
E36_74,NA,0.09171
E343_7,NA,0.00754
E780_281,NA,0.35176
E355_525,0.65829,NA
E888_467,NA,0.58543
E223_372,NA,0.46608
E248_600,NA,0.75251
E712_51,NA,0.06281
E877_611,0.76633,NA
E913_401,0.50251,NA
E823_769,0.96482,NA
E658_62,0.07663,NA
E365_654,NA,0.82035
E169_662,NA,0.8304
E311_48,0.05905,NA
E988_72,NA,0.0892
E438_441,NA,0.55276
E784_713,NA,0.89447
E789_48,NA,0.05905
E170_261,0.32663,NA
E883_376,0.47111,NA
E71_548,NA,0.68719
E674_658,0.82538,NA
E25_17,0.0201,NA
E747_294,NA,0.36809
E451_688,NA,0.86307
E822_558,0.69975,NA
E885_611,0.76633,NA
E410_410,0.51382,NA
E800_242,NA,0.30276
E802_32,NA,0.03894
E910_229,NA,0.28643
E264_646,0.8103,NA
E547_553,NA,0.69347
E774_266,0.33291,NA
E233_88,0.1093,NA
E304_517,NA,0.64824
E371_163,NA,0.20352
E706_626,NA,0.78518
E412_585,0.73367,NA
E250_28,NA,0.03392
E381_259,0.32412,NA
E602_302,NA,0.37814
E214_673,NA,0.84422
E461_239,NA,0.29899
E688_433,NA,0.54271
E649_260,NA,0.32538
E334_740,0.92839,NA
E39_249,0.31156,NA
E577_522,NA,0.65452
E982_361,NA,0.45226
E165_367,NA,0.4598
E122_298,0.37312,NA
E539_424,NA,0.53141
E429_48,0.05905,NA
E423_611,0.76633,NA
E803_248,0.3103,NA
E989_661,NA,0.82915
E370_205,NA,0.25628
E806_749,0.9397,NA
E132_461,0.57789,NA
E874_297,0.37186,NA
E60_697,NA,0.87437
E699_258,0.32286,NA
E72_567,0.71106,NA
E786_330,0.41332,NA
E1_366,NA,0.45854
E606_690,0.86558,NA
E306_728,NA,0.91332
E551_257,NA,0.32161
E56_58,0.07161,NA
E270_522,0.65452,NA
E363_341,0.42714,NA
E416_633,NA,0.79397
E133_355,0.44472,NA
E284_274,0.34296,NA
E559_372,NA,0.46608
E808_184,0.2299,NA
E256_431,0.5402,NA
E744_476,0.59673,NA
E332_692,0.86809,NA
E574_614,0.7701,NA
E378_673,NA,0.84422
E320_151,0.18844,NA
E565_107,NA,0.13317
E730_13,NA,0.01508
E275_328,NA,0.4108
E130_697,NA,0.87437
E878_669,0.8392,NA
E325_246,NA,0.30779
E657_510,NA,0.63945
E540_659,NA,0.82663
E523_765,NA,0.9598
E985_478,0.59925,NA
E226_117,NA,0.14573
E296_208,NA,0.26005
E291_768,0.96357,NA
E973_60,NA,0.07412
E928_25,NA,0.03015
E222_267,0.33417,NA
E229_684,NA,0.85804
E997_303,0.3794,NA
E297_696,0.87312,NA
E946_316,NA,0.39573
E144_261,NA,0.32663
E112_148,NA,0.18467
E763_96,NA,0.11935
E968_272,0.34045,NA
E259_185,0.23116,NA
E22_480,NA,0.60176
E114_357,NA,0.44724
E83_409,0.51256,NA
E504_261,0.32663,NA
E466_265,0.33166,NA
E414_607,0.76131,NA
E720_364,0.45603,NA
E814_240,0.30025,NA
E829_474,NA,0.59422
E272_186,0.23241,NA
E749_387,NA,0.48492
E196_26,NA,0.03141
E302_425,NA,0.53266
E914_796,0.99874,NA
E592_271,0.3392,NA
E584_134,NA,0.16709
E855_262,0.32789,NA
E283_638,NA,0.80025
E852_497,0.62312,NA
E534_789,NA,0.98995
E41_45,0.05528,NA
E242_433,NA,0.54271
E767_378,NA,0.47362
E896_60,0.07412,NA
E704_425,NA,0.53266
E402_485,0.60804,NA
E373_425,0.53266,NA
E457_10,NA,0.01131
E299_93,NA,0.11558
E924_239,NA,0.29899
E787_331,0.41457,NA
E848_227,NA,0.28392
E0_466,NA,0.58417
E484_96,NA,0.11935
E82_154,NA,0.19221
E9_289,0.36181,NA
E308_791,NA,0.99246
E579_161,0.20101,NA
E161_319,0.3995,NA
E470_116,0.14447,NA
E263_668,NA,0.83794
E107_766,NA,0.96106
E497_77,0.09548,NA
E916_294,NA,0.36809
E87_596,0.74749,NA
E395_302,0.37814,NA
E80_688,0.86307,NA
E48_183,NA,0.22864
E394_508,0.63693,NA
E955_584,0.73241,NA
E632_685,0.8593,NA
E811_779,NA,0.97739
E392_296,NA,0.3706
E662_559,0.70101,NA
E52_572,NA,0.71734
E631_374,NA,0.46859
E29_16,0.01884,NA
E881_81,0.1005,NA
E902_128,0.15955,NA
E314_184,NA,0.2299
E978_16,NA,0.01884
E691_614,NA,0.7701
E91_683,0.85678,NA
E318_664,NA,0.83291
E35_242,NA,0.30276
E491_765,NA,0.9598
E984_601,0.75377,NA
E543_379,NA,0.47487
E201_399,0.5,NA
E34_406,NA,0.50879
E563_752,0.94347,NA
E849_140,0.17462,NA
E570_394,NA,0.49372
E467_453,0.56784,NA
E553_356,NA,0.44598
E541_108,NA,0.13442
E245_437,NA,0.54774
E293_142,0.17714,NA
E464_130,0.16206,NA
E912_525,0.65829,NA
E327_81,0.1005,NA
E557_505,0.63317,NA
E721_398,0.49874,NA
E904_242,0.30276,NA
E654_164,NA,0.20477
E11_135,0.16834,NA
E486_44,0.05402,NA
E94_7,0.00754,NA
E78_541,0.67839,NA
E224_624,0.78266,NA
E57_53,0.06533,NA
E289_239,0.29899,NA
E745_379,0.47487,NA
E895_429,NA,0.53769
E525_121,0.15075,NA
E953_185,0.23116,NA
E728_143,NA,0.17839
E139_743,NA,0.93216
E707_722,0.90578,NA
E97_17,0.0201,NA
E411_38,NA,0.04648
E689_655,NA,0.82161
E521_455,NA,0.57035
E33_262,0.32789,NA
E863_645,NA,0.80905
E827_613,0.76884,NA
E678_715,NA,0.89698
E179_140,0.17462,NA
E741_172,0.21482,NA
E748_186,0.23241,NA
E970_146,0.18216,NA
E560_711,NA,0.89196
E729_238,NA,0.29774
E488_638,NA,0.80025
E445_209,0.26131,NA
E865_539,NA,0.67588
E604_199,NA,0.24874
E703_228,NA,0.28518
E718_792,NA,0.99372
E755_256,NA,0.32035
E492_645,0.80905,NA
E756_503,0.63065,NA
E442_332,NA,0.41583
E178_673,0.84422,NA
E633_672,0.84296,NA
E20_225,0.28141,NA
E641_113,0.1407,NA
E55_254,NA,0.31784
E734_169,NA,0.21106
E535_710,0.8907,NA
E586_27,NA,0.03266
E660_663,0.83166,NA
E949_571,NA,0.71608
E993_627,NA,0.78643
E826_4,NA,0.00377
E369_359,NA,0.44975
E771_140,NA,0.17462
E324_499,0.62563,NA
E891_318,NA,0.39824
E13_259,0.32412,NA
E673_231,NA,0.28894
E146_144,NA,0.17965
E105_521,NA,0.65327
E230_358,0.44849,NA
E330_252,0.31533,NA
E427_108,0.13442,NA
E938_119,0.14824,NA
E432_515,0.64573,NA
E241_774,0.97111,NA
E516_135,0.16834,NA
E440_355,0.44472,NA
E40_714,0.89573,NA
E149_774,NA,0.97111
E617_598,NA,0.75
E360_600,0.75251,NA
E715_558,NA,0.69975
E919_481,NA,0.60302
E215_612,0.76759,NA
E711_273,0.34171,NA
E862_133,NA,0.16583
E779_331,NA,0.41457
E61_743,0.93216,NA
E828_50,0.06156,NA
E611_31,NA,0.03769
E963_633,0.79397,NA
E424_430,NA,0.53894
E505_96,NA,0.11935
E357_422,0.52889,NA
E456_730,NA,0.91583
E514_30,NA,0.03643
E166_787,0.98744,NA
E147_500,NA,0.62688
E239_658,0.82538,NA
E235_613,0.76884,NA
E792_316,NA,0.39573
E168_66,0.08166,NA
E621_648,0.81281,NA
E479_222,0.27764,NA
E208_489,0.61307,NA
E234_92,0.11432,NA
E696_720,0.90327,NA
E777_517,NA,0.64824
E216_617,0.77387,NA
E273_65,0.0804,NA
E69_220,NA,0.27513
E89_490,NA,0.61432
E890_549,0.68844,NA
E740_731,0.91709,NA
E434_627,0.78643,NA
E210_469,0.58794,NA
E232_464,NA,0.58166
E447_544,0.68216,NA
E623_115,NA,0.14322
E453_406,0.50879,NA
E18_349,0.43719,NA
E951_500,0.62688,NA
E607_380,NA,0.47613
E566_61,0.07538,NA
E620_51,0.06281,NA
E667_125,NA,0.15578
E618_44,0.05402,NA
E23_695,NA,0.87186
