,0,1,2,3,4,5
0,1.0040286,1.057049,1.0234632,0.11677297,0.015160429,0.10423558
1,1.0753201,1.0010287,1.0464585,0.11359188,0.010595804,0.13528329
2,1.2048599,1.1152567,1.06873,0.20540275,0.010766067,0.13814417
3,1.3106135,0.86710936,0.6476668,0.47933686,0.0025102284,0.30016172
4,1.3791354,0.7655276,0.7748274,0.27201602,0.0039144894,0.3409473
5,1.2146655,1.175609,1.1414007,0.41934854,0.008202825,0.3269484
6,1.5184429,1.2608075,1.0762259,0.18052304,0.028983295,0.6025673
7,1.5936829,1.0120486,0.46197054,0.5682057,0.12910122,0.5773747
8,1.268409,0.84293044,0.9950269,0.3984393,0.005500258,0.32980156
9,1.2733322,1.4350238,1.1076363,0.4876741,0.013522271,0.52792776
10,1.3777844,0.8929393,0.82229084,0.5169782,0.014912071,0.5649297
11,1.7170135,1.43153,0.8223463,0.57762754,0.02886563,0.54043996
12,1.9226615,1.416077,0.31875765,1.2054374,0.0028834825,0.59193766
13,1.7345806,1.1223865,0.94728863,0.5673317,0.007817679,0.5604254
14,2.190876,1.0204102,0.57248944,0.42711926,0.008964568,1.0035523
15,1.539931,1.3556381,0.66933703,0.962939,0.08869037,0.5128931
16,1.3461968,1.2433554,0.726764,1.0637903,0.00786842,0.5101397
17,1.5124116,1.0131367,0.91469204,0.9471132,0.035140753,0.5455373
18,1.712441,1.2715355,1.043915,0.60272473,0.036450226,0.8147887
19,1.5406435,0.65935814,0.2302417,0.0066284575,0.03343413,0.7545571
20,1.7146018,1.3065369,1.4993397,0.6938168,0.00067136076,0.6024438
21,1.6201345,1.0674497,0.1101353,0.003968563,0.0008417934,0.74780136
22,2.0426707,0.907206,0.0025792262,0.014436254,0.024274714,0.92926234
23,2.153729,0.9709434,0.00837194,0.007558871,0.003974379,0.85248184
24,1.5146817,1.0176847,0.01624808,0.0059600994,0.0023535509,1.0204517
25,1.7299539,0.9889962,0.75035995,0.46662053,0.015177369,1.1475669
26,2.076992,0.78893226,0.45507434,0.47960445,0.020897685,1.0636643
27,1.9278533,1.2110115,0.0011809763,0.016454864,0.00018014738,1.1378106
28,2.3766885,1.1709358,0.012635644,0.009060875,0.0137351025,1.0874505
29,1.9908357,1.0273873,0.0008934003,0.09264003,0.05319472,1.2318705
30,1.7362493,0.680942,1.1628565,0.47061366,0.011610619,0.83295804
31,2.4082975,1.0159731,0.017546816,0.04580182,0.010769312,1.2406448
32,1.9829061,0.948084,0.0069707115,0.0040788767,0.07042638,1.2132187
33,2.1758418,0.9586452,0.02417473,0.0063999263,0.035728205,1.3363479
34,2.0058036,0.8349421,0.01263217,0.007660812,0.00028371802,1.1233382
35,2.4583254,0.706812,0.11945478,0.0030433538,0.0107123405,0.9465377
36,1.6137178,1.2696819,0.8229077,1.3167346,0.0147179,0.9301305
37,2.1193566,0.9887192,0.010754085,0.04405631,0.0054800953,0.6736903
38,1.9533181,0.724528,0.00485393,0.0059561413,0.01835945,1.1169856
39,2.185477,0.56354034,0.56438947,0.38531002,0.12600198,0.9386021
40,2.3351202,0.59526724,0.01754108,0.004242992,0.0082280245,1.0913224
41,1.2842897,0.77801675,0.050792437,0.0054616863,0.006634586,1.1941584
42,1.7746049,0.8745766,0.9796063,0.55984056,0.013052437,1.2481565
43,2.3184032,1.2392644,0.007139462,0.0026969532,0.013777706,0.93771434
44,1.7917794,0.7632514,0.052900415,0.09030598,0.018849937,1.4011917
45,1.4723203,0.4386125,0.6772242,0.80535704,0.03270056,0.97116464
46,1.678468,0.51903033,0.019263677,0.0019410634,0.003579186,1.0609572
47,1.821731,1.020645,0.882077,0.6205388,0.007759669,1.3310479
48,1.6939495,0.5325941,0.021920674,0.09982443,0.008942617,1.2020329
49,1.8705039,0.51763976,0.0012565503,0.022270508,0.027252339,1.1880533
50,1.5540904,1.3093239,1.008836,1.1214039,0.053359795,1.2982829
51,1.9330513,1.0897584,1.3982146,1.1233295,0.010930947,0.55105716
52,1.9555876,0.41770607,0.004058189,0.031487864,0.027156336,1.2167866
53,1.481194,0.58376145,0.0052981796,0.009638415,0.0047669257,1.4284438
54,1.3379742,0.5361979,0.0029766771,0.003642156,0.0016037206,1.3892695
55,2.1094704,0.63617367,0.0019833783,0.037505724,0.02335515,1.592773
56,1.7708042,0.36700028,0.06692329,0.052961856,0.0039778976,1.3869216
57,1.4367782,0.40340662,0.24535038,0.68447095,0.020636577,1.3318357
58,1.7842928,0.9263224,0.6518503,1.5630949,0.10276684,1.0497949
59,2.0517364,0.4693029,0.03991269,0.011993146,0.023489349,1.458567
60,1.9855064,1.0391674,0.9914765,1.7477993,0.0019912005,0.8271503
61,1.9928453,1.0628918,1.1174173,1.6111343,0.0021026614,0.872115
62,2.340727,0.73570424,1.0100697,0.41436648,0.0053714477,1.1023171
63,1.5455067,0.3339195,0.4894285,0.0073232357,0.025541864,1.234999
64,2.0827246,0.734241,0.7372511,0.739701,0.13864079,1.2542102
65,2.3620565,0.44320545,0.0027945614,0.020026287,0.005702703,1.4753287
66,1.9249923,0.4567209,0.6003187,0.6821867,0.06695965,1.1900107
67,2.3557186,0.30552325,0.0025113067,0.043661904,0.00028009195,1.3713495
68,2.0641954,0.12319234,0.08041145,0.03562107,0.0106849475,1.4227983
69,1.5264922,0.034120504,0.021605242,0.004845632,0.0008261147,1.4872774
70,2.3815086,0.4602991,0.9765482,0.7755999,0.0065684346,0.9652634
71,2.3097281,0.057486422,0.08037461,0.002883637,0.0045947237,1.3304533
72,1.6978196,0.35684374,0.020985436,0.00040922879,0.0076319287,1.6148207
73,2.2302198,0.8087809,0.8714048,0.47831678,0.009790543,1.7173811
74,1.4372826,1.660336,0.0055935495,0.15871914,0.044514798,0.9974664
75,1.8554846,0.07538885,0.36297512,0.0033150215,0.0076799784,1.4827005
76,1.8879772,0.35333672,0.07409301,1.2688638,0.0278524,1.2486186
77,1.6060396,0.40031046,0.85060203,1.0683194,0.020913407,1.3724921
78,2.1557393,0.249212,0.019116167,0.002681734,0.0025033471,1.6427813
79,1.617613,0.74169487,1.2809566,1.1180962,0.005781221,1.2803103
80,1.9063534,1.335008,0.032698777,0.018001668,0.0035760459,0.5153883
81,1.9739721,0.5640116,0.23766938,0.03040953,0.005211709,1.8589646
82,1.8355017,0.6379826,1.0941954,0.98601544,0.010985903,1.4876918
83,2.0957606,0.38059458,0.005835526,0.0015484467,0.0017496676,1.7786971
84,2.3743272,0.23051654,0.3485305,1.0303166,0.008941216,1.4950367
85,2.0253735,0.5349575,0.8784196,0.24102314,0.10360138,1.5630243
86,1.8686174,1.0299224,1.6633726,0.9055787,0.0001874014,1.2173246
87,1.6414857,0.35060424,1.3578055,0.8153773,0.0032353967,1.0815635
88,2.1118624,1.3920062,0.0036012665,0.02353271,0.0076556397,0.55566484
89,1.867084,0.31135434,0.10464585,0.006067224,0.01451514,1.8793133
90,3.0702631,0.12614574,0.059171423,0.0045405785,0.0051807147,1.6117712
91,1.773298,0.07730662,0.1607695,0.039298993,0.0006481438,1.7356514
92,1.7706577,0.6310786,0.28396222,1.2880731,0.0051530916,1.8482151
93,1.8599137,0.3124667,0.34806696,0.9607876,0.0018319641,1.8732936
94,1.6266255,0.29000407,0.091175295,0.0017204992,0.01003239,1.838121
95,2.1789863,1.3311248,0.00021795357,0.038522083,0.010134872,0.47403717
96,2.029893,0.68152505,0.012748545,0.027756823,0.009659715,2.1885908
97,2.232498,0.046887673,0.5777871,0.16188097,0.0093347505,1.5018632
98,2.0130615,0.2731214,0.014759215,0.008480322,0.005032491,1.9862636
99,1.5021577,0.6476794,1.5962993,0.9690461,0.009044391,1.1414471
100,2.2109053,0.3327958,0.74931705,0.015390174,0.0076195453,1.5304393
101,1.4762825,0.39573154,0.4380961,1.320419,0.008281172,1.8691682
102,2.0530295,0.05677222,0.2649715,0.07246681,0.0023447427,1.7464178
103,2.1552286,0.49986663,1.4384533,1.1056167,0.030318007,0.972725
104,2.445524,0.18859102,0.8376931,0.28728572,0.016171098,1.4633542
105,1.9976263,0.23267376,0.15652339,0.0070859888,0.002434006,1.9349531
106,1.6705651,0.20553972,0.055300232,0.0023634483,0.009256786,1.9772687
107,2.1300676,0.094518125,0.3461708,0.008759424,0.010595248,1.8340373
108,1.9251281,0.091621675,0.2991819,1.212426,0.008916299,1.9922374
109,2.3818636,0.24197799,1.1446545,0.81115544,0.0022094082,1.5885183
110,1.7667042,0.30533242,1.0244762,1.0968261,0.0035334546,1.6085404
111,2.0930314,1.5295413,0.024591228,0.011783816,0.0087374775,0.6269957
112,2.0666018,0.5974151,1.6989292,1.0772966,0.040811226,0.98022264
113,2.8488955,1.526717,0.015064753,0.00082036556,0.03914858,0.71399194
114,1.7104515,0.103176884,0.007721156,0.005243775,0.009636807,2.1955366
115,2.3005638,0.27858663,1.0174843,1.1146821,0.02431781,1.5104852
116,1.7533455,0.076631576,0.04967905,0.051593874,0.012505809,2.1637912
117,1.9556003,0.022853598,0.46793833,0.032055885,0.03474101,1.9262364
118,2.2035139,0.1565737,1.0675595,0.89128137,0.0029466166,1.7358379
119,1.8830836,0.033701852,0.6980156,0.043552015,0.025568666,1.7516749
120,2.880767,0.057526868,0.60906035,0.002487911,0.0008307896,1.9085649
121,1.4842328,0.0010260569,0.012577955,0.010853923,0.0035197055,2.3562565
122,2.618567,0.14881183,0.7758316,0.07443603,0.011424876,1.7232423
123,1.8090432,0.11607485,0.9951392,0.0006273351,0.01751435,1.3650386
124,1.7581326,0.35201,0.009238851,0.014299399,0.03672094,2.4311872
125,1.7271365,0.785582,1.6852105,1.3375865,0.095184475,1.3415174
126,1.4288116,0.25357074,0.82181716,0.010758798,0.0123347165,1.5655214
127,1.9959006,0.0065187574,0.0313307,0.03605215,0.031523548,2.3958652
128,2.5665298,0.56528556,1.3877194,1.0403025,0.0038761527,1.4056933
129,1.4172723,0.45102656,1.7472377,0.43667027,0.029260917,1.22019
130,2.374426,0.043021563,0.49995866,0.5597479,0.002552811,2.1423407
131,1.9247451,0.056889046,0.0037039735,0.03584915,0.0050146864,2.430363
132,2.2776685,0.070540175,0.8091252,0.0057377117,0.018501924,1.975205
133,1.7248542,0.16271715,0.53009295,0.28518558,0.013081935,2.1427655
134,1.442203,0.0073523037,0.46342194,0.023189655,0.03450318,2.122886
135,2.2026582,0.31088224,1.3068569,0.35210255,0.00855562,1.6097051
136,1.9773707,0.02610879,0.19595237,0.028245123,0.02169228,2.378836
137,2.3626368,0.20227748,1.1272341,0.1920254,0.017922321,1.7590774
138,2.094437,0.15254211,1.278004,0.15562488,0.010646153,1.3008403
139,1.607106,0.57829833,1.6536957,1.1390712,0.022084855,1.5837191
140,2.0550687,0.051614866,1.2282935,0.34794977,0.043972082,1.7247125
141,1.8607972,1.6424327,0.008993912,0.029711941,0.017096233,0.5517104
142,1.7485926,0.019231716,1.0187532,0.0042925677,0.023597434,1.7608542
143,1.523312,0.34660614,0.60573596,0.0012793893,0.04266506,2.3015552
144,2.8556838,0.007969528,0.42175755,0.024396159,0.00019099047,2.4381256
145,1.9588366,0.6982321,1.6616812,1.6394018,0.040360633,0.9388242
146,1.8130285,0.036243837,1.0814621,0.017487507,0.007062154,1.770516
147,1.6258417,0.3037799,1.4518127,0.98317444,0.0010596238,1.6782098
148,1.6794078,0.2001786,1.4614291,0.92815864,0.03269747,1.6272206
149,2.1647232,0.043221198,0.65145135,0.062237933,0.03454989,2.2637982
150,1.8782692,0.3619448,1.3783208,0.38489407,0.011692614,1.8710914
151,1.7945082,0.00168794,1.3179165,0.42221826,0.006109569,1.5797747
152,1.6173953,0.064960726,1.1090918,0.0023481108,0.1110126,1.908661
153,1.6611593,0.15997496,1.4269806,0.39335242,0.06313646,1.4437176
154,2.0198357,0.1114136,0.6826448,0.25248957,0.018319532,2.3517866
155,1.9966825,0.3519464,0.9381902,1.5354639,0.0008654774,1.8100939
156,1.5143534,0.49398533,1.7183716,0.8022405,0.04105041,1.7171184
157,1.8178738,0.063339256,1.3135952,0.16650341,0.041499846,1.6215012
158,1.5476829,0.02015075,0.6685935,0.047156036,0.055899404,2.3089688
159,2.444979,1.2714341,0.048082646,0.0061115357,0.059468687,0.22900507
160,1.6773993,0.23342454,1.5717545,0.59963447,0.021319846,1.6913427
161,1.5061737,0.13399646,1.3618184,0.34237847,0.029988287,1.7604396
162,1.9853473,0.089446045,0.9758805,0.044304565,0.00081216445,2.175004
163,1.9969289,1.6081116,0.0072511514,0.0058597825,0.0043799574,0.49591383
164,1.8592917,1.4885689,0.004742042,0.0048580514,0.007115503,0.41045803
165,1.6064618,0.030383293,1.1422101,0.034176443,0.061193075,2.0845096
166,1.4983723,0.011523081,1.3537642,0.013171145,0.14352635,1.9948944
167,1.8053036,0.14106084,0.40647674,1.800952,0.015496925,2.0042522
168,1.9417322,0.3739638,1.4607843,0.024390575,0.010503731,1.790736
169,2.4128618,0.21113025,1.4808403,0.6219727,0.0034103603,1.7269871
170,2.28003,0.41328803,1.6107634,0.08661037,0.007965489,1.366325
171,1.8524141,0.09698619,1.3681117,0.21641444,0.0021370067,1.8226216
172,2.3134074,0.05394477,1.4600996,0.064103685,0.01082863,1.6626768
173,2.3884776,0.02597092,1.3835217,0.889874,0.0064404695,1.6914963
174,1.8088557,0.13434073,1.1439391,0.0010088605,0.016949343,2.245089
175,1.722689,0.0025183065,1.5054907,0.0045870813,0.006190448,1.6176236
176,2.1365993,0.0644952,1.514557,0.008018329,0.013125813,1.6919936
177,1.6726755,0.0100465035,1.3520521,0.256403,0.00022576019,2.093828
178,2.3972108,0.038330913,1.186597,0.22710681,0.0066065527,2.198544
179,2.2631195,0.12084203,1.6460072,0.639222,0.036158446,1.5477016
180,2.1335618,0.04270034,1.1302686,0.025574448,0.008227315,2.2963433
181,1.71223,0.00014620442,1.9920975,0.3604612,0.044174228,1.2504623
182,1.8909795,0.009052273,1.3253653,0.65418994,0.09735048,2.2078319
183,1.8570402,0.034727223,1.6023167,0.39604735,0.00030415945,1.8104794
184,1.730862,0.28106204,1.5845054,0.31522715,0.00022390323,1.9508023
185,2.22456,0.21131447,1.9766344,0.003596368,0.0051322468,1.3634099
186,1.7389392,0.13986607,1.6301817,0.15400417,0.057910908,2.0062256
187,2.148745,0.113025054,1.1264094,0.27320126,0.0036604097,2.9750674
188,1.8537251,0.13628648,1.730207,0.010946616,0.007456112,1.7457415
189,1.7556248,0.5501158,1.9238226,1.383571,0.038372833,1.4929103
190,1.46024,0.48646298,1.8471296,1.3558909,0.00069618365,1.6996993
191,1.7330878,0.051830407,1.841181,0.39990863,0.00037097433,1.7665367
192,1.9517058,0.008675207,1.6017925,0.9826776,0.00051282113,1.9676679
193,2.0428357,0.0011871665,1.5357562,1.3365439,0.0002712154,1.3737235
194,2.1230543,0.12099122,1.5026901,0.31491584,0.050089154,2.3904684
195,1.7935619,0.016800135,1.4980878,1.1764647,0.000114379574,1.8505743
196,2.0339317,0.0032188746,1.6915039,0.2449612,0.10051297,2.1306598
197,2.0558872,1.6244262,0.03765497,0.00506248,0.0007528889,0.31127426
198,2.0697339,0.023413008,1.5686076,0.383505,0.012596422,2.5168715
199,2.1727817,0.04068826,1.4431914,1.3428332,0.010646529,1.6088886
200,1.8602433,0.51788366,2.1788268,1.5326337,0.010656279,1.0132265
201,1.3868608,0.013258459,1.9941233,0.00209535,0.0124666095,2.55651
202,2.761943,0.027657896,1.821021,0.27350172,0.056845024,2.1340113
203,2.063222,0.06204937,1.825146,0.711811,0.0023160132,1.891714
204,1.4919887,0.05125213,2.022337,0.1759826,0.007242858,2.1742475
205,2.4650323,0.24130552,1.690112,0.050776727,0.036084346,2.3990307
206,2.09478,1.5180775,0.105933,0.00068542745,0.04052229,0.072868675
207,2.7661436,0.0900128,1.9953254,1.0196018,0.05758638,1.2800393
208,2.1787512,0.0027467536,1.8098128,0.0077086976,0.010944629,2.045824
209,2.1736662,1.5096105,0.036356475,0.02145411,0.03559035,0.02091558
210,2.4833438,0.079262994,2.0013676,0.042746253,0.0039614933,1.8616865
211,2.1101196,0.23260076,1.8916049,1.1409508,0.10849271,1.6862564
212,2.0419781,0.2279938,2.1206818,0.7012778,0.011188791,1.581025
213,1.4816061,0.082814574,1.4600786,1.1699743,0.0012500652,2.3766942
214,1.986394,0.013135961,1.5753694,1.3963138,0.03933261,1.6780562
215,1.9476234,1.4974093,0.012351324,0.007543724,0.008766333,0.07128991
216,2.035,0.0009529351,1.9380157,1.1331906,0.009355154,1.5109915
217,1.5035613,0.012417476,2.4307997,0.2133073,0.048733324,1.9950068
218,1.5955193,1.4560219,0.16605854,0.01866484,0.01737502,0.042775005
219,2.0531902,1.792693,0.0068631335,0.02631046,0.007996164,0.35655338
220,2.2329707,0.13691449,2.1311183,0.90120256,0.027652962,1.457478
221,1.9025751,0.04500716,1.9552169,0.21147028,0.028910538,2.265154
222,2.2842615,0.0030687584,1.3366542,1.4590293,0.009770123,1.9019147
223,1.9026103,0.012707829,1.49705,1.4536572,0.0031013514,1.6908693
224,1.8084688,0.014243866,1.9320581,0.81800437,0.013229239,2.154067
225,1.6604939,0.0100110015,1.8994284,0.9352151,0.0032696775,2.2717605
