,PseudoTime1,PseudoTime2
E727_721,0.72189,NA
E748_436,0.43574,NA
E816_72,NA,0.07028
E740_850,NA,0.85141
E638_917,NA,0.91867
E844_112,0.11044,NA
E603_324,0.32329,NA
E189_618,NA,0.61847
E234_818,NA,0.81928
E441_956,0.95783,NA
E966_934,NA,0.93574
E113_785,0.78614,NA
E327_137,NA,0.13554
E55_835,0.83635,NA
E818_566,NA,0.56627
E786_508,NA,0.50803
E668_463,0.46285,NA
E503_378,NA,0.37751
E741_782,NA,0.78313
E567_881,0.88253,NA
E859_942,0.94378,NA
E391_420,0.41968,NA
E641_88,0.08635,NA
E500_535,NA,0.53514
E39_545,NA,0.54518
E222_12,NA,0.01004
E123_195,0.19378,NA
E399_129,NA,0.12751
E650_520,0.52008,NA
E229_51,NA,0.0492
E192_113,0.11145,NA
E794_359,NA,0.35843
E504_773,0.7741,NA
E174_402,0.40161,NA
E263_323,0.32229,NA
E231_970,0.97189,NA
E797_998,NA,1.0
E517_311,0.31024,NA
E762_9,0.00703,NA
E896_815,0.81627,NA
E133_918,NA,0.91968
E22_317,NA,0.31627
E925_132,NA,0.13052
E501_724,NA,0.7249
E942_430,NA,0.42972
E262_760,NA,0.76104
E851_451,0.4508,NA
E142_637,0.63755,NA
E495_176,0.1747,NA
E32_127,NA,0.1255
E406_686,0.68675,NA
E680_908,0.90964,NA
E876_211,0.20984,NA
E250_223,0.22189,NA
E640_141,0.13956,NA
E675_577,0.57731,NA
E929_679,NA,0.67972
E298_836,0.83735,NA
E585_574,NA,0.5743
E418_617,NA,0.61747
E160_716,NA,0.71687
E769_272,0.27108,NA
E745_428,0.42771,NA
E552_306,0.30522,NA
E479_340,NA,0.33936
E128_602,NA,0.60241
E179_486,0.48594,NA
E358_938,0.93976,NA
E360_849,NA,0.8504
E204_39,NA,0.03715
E363_575,0.5753,NA
E485_884,NA,0.88554
E890_883,NA,0.88454
E535_338,NA,0.33735
E611_190,0.18876,NA
E661_364,0.36345,NA
E716_906,NA,0.90763
E388_343,0.34237,NA
E372_594,0.59438,NA
E525_35,0.03313,NA
E66_23,NA,0.02108
E595_957,0.95884,NA
E842_712,0.71285,NA
E717_538,NA,0.53815
E913_808,0.80924,NA
E260_578,NA,0.57831
E324_780,0.78112,NA
E597_140,0.13855,NA
E228_76,NA,0.0743
E497_613,NA,0.61345
E343_788,0.78916,NA
E900_600,0.6004,NA
E146_992,0.99398,NA
E369_304,NA,0.30321
E531_998,1.0,NA
E138_851,NA,0.85241
E98_815,0.81627,NA
E891_476,NA,0.4759
E902_497,0.49699,NA
E469_24,0.02209,NA
E777_770,0.77108,NA
E132_216,0.21486,NA
E599_614,0.61446,NA
E857_254,0.25301,NA
E458_267,0.26606,NA
E907_906,0.90763,NA
E92_507,NA,0.50703
E987_358,NA,0.35743
E78_378,0.37751,NA
E286_623,0.62349,NA
E227_422,0.42169,NA
E422_107,0.10542,NA
E88_331,0.33032,NA
E339_194,NA,0.19277
E822_662,NA,0.66265
E238_972,0.9739,NA
E785_471,0.47088,NA
E828_85,0.08333,NA
E997_187,NA,0.18574
E377_838,NA,0.83936
E454_573,0.57329,NA
E865_986,0.98795,NA
E932_180,NA,0.17871
E819_569,0.56928,NA
E2_598,NA,0.59839
E347_693,0.69378,NA
E464_791,0.79217,NA
E757_526,0.5261,NA
E904_548,0.54819,NA
E122_3,NA,0.001
E150_145,NA,0.14357
E708_111,NA,0.10944
E790_274,NA,0.27309
E289_509,0.50904,NA
E714_629,NA,0.62952
E407_918,NA,0.91968
E950_757,NA,0.75803
E371_980,0.98193,NA
E703_193,0.19177,NA
E667_107,0.10542,NA
E591_695,NA,0.69578
E4_103,0.10141,NA
E543_846,0.84739,NA
E800_76,NA,0.0743
E172_75,0.07329,NA
E940_557,0.55723,NA
E860_65,NA,0.06325
E558_348,0.34739,NA
E102_522,0.52209,NA
E384_592,0.59237,NA
E103_472,NA,0.47189
E457_803,NA,0.80422
E202_152,0.1506,NA
E411_697,NA,0.69779
E994_19,NA,0.01707
E735_834,NA,0.83534
E683_235,NA,0.23394
E90_607,NA,0.60743
E267_98,0.09639,NA
E271_862,0.86345,NA
E334_274,NA,0.27309
E993_172,0.17068,NA
E58_813,NA,0.81426
E903_256,NA,0.25502
E773_818,0.81928,NA
E685_970,NA,0.97189
E33_17,NA,0.01506
E814_635,NA,0.63554
E961_486,0.48594,NA
E731_610,NA,0.61044
E108_219,0.21787,NA
E188_278,NA,0.27711
E111_882,0.88353,NA
E885_730,NA,0.73092
E508_981,NA,0.98293
E895_399,NA,0.39859
E56_713,0.71386,NA
E162_900,NA,0.90161
E155_148,NA,0.14659
E312_613,NA,0.61345
E436_276,0.2751,NA
E869_449,0.4488,NA
E953_175,NA,0.17369
E383_405,0.40462,NA
E933_713,NA,0.71386
E837_228,0.22691,NA
E835_469,NA,0.46888
E958_646,NA,0.64659
E758_927,0.92871,NA
E928_503,0.50301,NA
E49_956,NA,0.95783
E118_61,NA,0.05924
E556_142,0.14056,NA
E322_630,NA,0.63052
E296_48,NA,0.04618
E408_471,0.47088,NA
E620_660,0.66064,NA
E999_991,NA,0.99297
E613_759,NA,0.76004
E666_89,NA,0.08735
E840_772,0.77309,NA
E783_34,NA,0.03213
E767_157,NA,0.15562
E168_923,0.9247,NA
E320_613,0.61345,NA
E89_202,NA,0.2008
E258_519,0.51908,NA
E607_382,0.38153,NA
E996_203,NA,0.20181
E981_567,NA,0.56727
E983_501,NA,0.501
E488_105,0.10341,NA
E490_904,0.90562,NA
E702_737,0.73795,NA
