303,122,130,23,142,94,264,128,297,312,188,284,137,126,24,91,207,53
321,150,301,201,125,100,185,6,184,285,231,176,25,36,5,32,236,279
240,293,182,273,171,115,43,18,178,249,74,191,51,238,77,199,157,243
288,250,310,136,275,257,267,7,144,214,156,72,20,39,98,19,92,237
251,95,314,311,208,289,222,139,155,266,215,66,65,104,40,17,46,99
271,73,217,299,258,123,167,216,173,282,192,168,135,57,170,56,37,124
302,82,148,159,315,286,218,195,211,272,221,140,101,76,93,30,47,52
254,119,86,127,290,319,313,204,283,281,134,103,97,64,38,45,62,34
265,49,151,55,209,189,318,274,239,287,205,183,129,114,44,81,80,107
244,88,117,235,196,143,213,316,317,242,180,131,105,116,90,113,89,69
322,111,154,12,152,164,277,35,220,296,227,278,260,163,22,10,78,58
324,27,223,16,112,13,165,75,172,262,268,270,309,206,232,21,59,29
234,31,109,153,68,33,3,108,174,304,245,323,181,259,219,229,141,96
269,1,85,28,160,110,187,2,203,307,233,263,295,83,247,202,177,120
320,294,42,79,121,4,210,48,133,253,200,84,226,261,147,298,106,102
255,60,67,41,138,11,145,9,193,306,212,246,169,224,300,15,276,225
256,186,149,63,54,26,87,14,166,291,175,197,194,179,241,308,132,248
280,292,158,61,228,146,70,8,162,252,71,190,50,118,161,198,305,230
