1.0417264,0.09983469,0.013103354,0.011493034,0.028908128,0.01,0.0077213254,0.0077602244,0.010040329
0.9872974,0.11530633,0.0013892375,0.004099805,0.013630248,0.0017477294,0.020697208,0.020761745,0.006991332
1.1045865,0.22019869,0.0076784315,0.003681243,0.03267791,0.0069390223,0.013994718,1.6374383e-05,0.0011544635
1.1135017,0.21625762,0.026584955,0.01632933,0.008850736,0.00043298,0.016143572,0.038892765,0.010821205
1.4264023,0.008228928,0.0041847597,0.3427278,0.052904833,6.705036e-05,0.48489448,0.21095118,0.51266974
1.3875623,0.15082134,0.0011267894,0.0073882616,0.003265587,0.004493981,0.007937519,0.012696378,0.00070245797
1.334438,0.47165495,0.0061547016,0.01738308,0.0020745925,0.012049843,0.005895121,0.0038903144,0.038941205
1.4789007,0.3139236,0.004537413,0.003123416,0.04105263,0.02422125,0.00044948023,0.014703732,0.020536462
1.1223276,0.68985236,0.00073287264,0.019719414,0.0004759154,0.0015624862,0.0024289219,0.05231735,0.07405466
1.524733,0.22563809,0.025626015,0.007329937,0.023343675,0.0012779534,0.0062963106,0.006723108,0.014728336
1.4523959,0.5218871,0.00076205883,0.008630775,0.01434259,0.030558558,0.015126901,0.009431682,0.023339918
2.0364554,0.032291453,0.021347908,0.00013061002,0.0012879056,0.0029733984,0.046501826,0.002007223,0.004685344
1.5706227,0.5394786,0.011758605,0.015032902,0.009496629,0.015021779,0.012694027,0.00769224,0.008792763
1.7115096,0.3973899,0.00048484423,0.0051894975,1.1367872e-06,0.010282857,0.0148683265,0.012121998,0.018780544
1.7351532,0.48542845,0.028353143,0.0036145465,0.037944645,0.024765607,0.011807803,0.0041599106,0.0066719404
1.8308394,0.3612764,0.0060941046,0.017037626,0.019940518,0.021579877,0.005006061,0.0030737347,0.010762326
1.7436508,0.48417705,0.012719462,0.0049408427,0.012687867,0.008834322,0.0010642796,0.013734384,0.021388732
1.6267605,0.66334695,0.048980527,0.0048907604,0.0020483606,0.0018435728,0.0035186864,0.00061000267,0.002459706
1.3548859,0.82403016,0.013144937,0.1571968,0.016558986,0.008417705,0.057729576,0.000556791,0.0026714557
1.7240987,0.7528533,0.046849653,0.022433238,0.028278342,0.012594117,0.054081567,0.059828375,0.0031344108
1.4582641,0.84529936,0.015564354,0.002357701,0.0052470453,0.009569154,0.048192706,0.010752228,0.006175917
1.9632353,0.5920664,0.009346316,0.05746421,0.0043731495,0.0062801642,0.029527923,0.023530573,0.07624297
1.8933476,0.71093357,0.005399863,0.013103351,0.022237403,0.022739356,0.018530581,0.013700253,0.053528693
