_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-3.3,WP447,Adipogenesis genes,M1,1,0
1,-2.5,GO:0007346,regulation of mitotic cell cycle,M1,1,0
1,-2.4,mmu05200,Pathways in cancer - Mus musculus (house mouse),M1,1,0
1,-3.1,GO:0002244,hematopoietic progenitor cell differentiation,M1,1,0
1,-5,GO:0050867,positive regulation of cell activation,M1,1,0
1,-5.6,GO:0060216,definitive hemopoiesis,M1,1,0
1,-3.6,GO:0001775,cell activation,M1,1,0
1,-3.2,GO:0006366,transcription by RNA polymerase II,M1,1,0
1,-2.1,GO:1901990,regulation of mitotic cell cycle phase transition,M1,1,0
1,-2.2,GO:0048598,embryonic morphogenesis,M1,1,0
1,-2.4,GO:0032103,positive regulation of response to external stimulus,M1,1,0
1,-4.7,GO:0030279,negative regulation of ossification,M1,1,0
1,-5,GO:0001892,embryonic placenta development,M1,1,0
1,-2.7,GO:0071363,cellular response to growth factor stimulus,M1,1,0
1,-5.7,GO:0032774,RNA biosynthetic process,M1,1,0
1,-3.4,GO:1903707,negative regulation of hemopoiesis,M1,1,0
1,-3.6,GO:0001503,ossification,M1,1,0
1,-2.2,GO:0050778,positive regulation of immune response,M1,1,0
1,-7.5,GO:0030851,granulocyte differentiation,M1,1,0
1,-2.1,GO:0030098,lymphocyte differentiation,M1,1,0
1,-3,GO:0048871,multicellular organismal homeostasis,M1,1,0
1,-3.9,GO:0045619,regulation of lymphocyte differentiation,M1,1,0
1,-3.4,R-MMU-983231,Factors involved in megakaryocyte development and platelet production,M1,1,0
1,-6.7,GO:0060215,primitive hemopoiesis,M1,1,0
1,-2.4,GO:0046649,lymphocyte activation,M1,1,0
1,-2.5,GO:0022407,regulation of cell-cell adhesion,M1,1,0
1,-2.7,GO:0048514,blood vessel morphogenesis,M1,1,0
1,-3.6,GO:0000902,cell morphogenesis,M1,1,0
1,-4.4,GO:0001568,blood vessel development,M1,1,0
1,-5.7,GO:0006351,DNA-templated transcription,M1,1,0
1,-2.9,GO:0002237,response to molecule of bacterial origin,M1,1,0
1,-8.6,GO:0002521,leukocyte differentiation,M1,1,0
1,-3.7,GO:0060348,bone development,M1,1,0
1,-5.7,GO:0097659,nucleic acid-templated transcription,M1,1,0
1,-3.8,GO:0030500,regulation of bone mineralization,M1,1,0
1,-2.4,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M1,1,0
1,-6.8,GO:1902105,regulation of leukocyte differentiation,M1,1,0
1,-3.2,GO:0045621,positive regulation of lymphocyte differentiation,M1,1,0
1,-6,GO:0050865,regulation of cell activation,M1,1,0
1,-6.3,GO:0002694,regulation of leukocyte activation,M1,1,0
1,-7.3,GO:0035162,embryonic hemopoiesis,M1,1,0
1,-10,GO:0030099,myeloid cell differentiation,M1,1,0
1,-3.5,GO:0045165,cell fate commitment,M1,1,0
1,-2.2,GO:0045765,regulation of angiogenesis,M1,1,0
1,-3.7,GO:0035239,tube morphogenesis,M1,1,0
1,-4.6,GO:0071559,response to transforming growth factor beta,M1,1,0
1,-8.4,GO:0045639,positive regulation of myeloid cell differentiation,M1,1,0
1,-3.9,GO:0031349,positive regulation of defense response,M1,1,0
1,-4,GO:0002763,positive regulation of myeloid leukocyte differentiation,M1,1,0
1,-11,GO:0045637,regulation of myeloid cell differentiation,M1,1,0
1,-3.5,GO:0002683,negative regulation of immune system process,M1,1,0
1,-2.9,GO:0051100,negative regulation of binding,M1,1,0
1,-3.4,GO:0071222,cellular response to lipopolysaccharide,M1,1,0
1,-2.2,GO:1901342,regulation of vasculature development,M1,1,0
1,-4.2,GO:0001890,placenta development,M1,1,0
1,-6,GO:0002761,regulation of myeloid leukocyte differentiation,M1,1,0
1,-3.1,GO:0045598,regulation of fat cell differentiation,M1,1,0
1,-2,GO:1903530,regulation of secretion by cell,M1,1,0
1,-3,GO:0048729,tissue morphogenesis,M1,1,0
