x1,x2,x3
-0.11195007804855114,-0.02655043390486112,0.018186793913538994
-0.09635375288295993,-0.021269414109818176,0.003941667557145673
-0.03459280924660537,-0.05997627689684608,0.04570675690753332
-0.0722633118234318,-0.008780216703004926,-0.005995637447140038
-0.07372395719770458,-0.01253960434288697,0.011670466264658383
-0.11409343768786477,-0.015847921551231315,0.018444930886965277
-0.151441276047218,0.02427005590842524,0.07067571316504313
-0.04510415860164886,-0.0015343670116057472,-0.0072126412077028945
-0.007756658784722471,-0.01177146970481848,0.02226115789381717
0.019754169355868118,0.020799495207246964,0.02479236426209967
-0.10984567033989685,-0.04541651542002305,0.002928933187716953
-0.145715721643456,0.0022621388525006815,0.043065248870458574
-0.08697513249986993,-0.031100721679637636,0.017921989450817574
-0.09893765714488571,-0.020206123960868565,0.0015791866954297583
-0.12424185818380773,-0.028461946015886485,0.0005959494684015638
-0.11954342408865488,0.021174821599997947,0.06185252055100905
-0.14586011936380325,0.026117787559549868,0.07422055362318156
0.019795034429954055,0.02057539008008581,0.024406311087338053
-0.08891619590023243,0.02177642699065182,0.05761155872882567
-0.08421223460276471,-0.011842836075611617,0.0015191696878681035
-0.09526685786975586,-0.026936594638382747,0.01751471998465016
-0.0564752741402071,-0.05210950899134208,0.03875360520220364
-0.11481943610152176,-0.016358762476702055,0.0174463926914681
-0.10629171269904461,-0.03352987838833012,-0.0011967516073543545
-0.1026812825012263,-0.022269332100595646,0.002571258912376478
-0.10572630125072559,0.019713248110340035,0.06270708678143273
-0.05650889407061888,-0.0030420289669191814,-0.00831183027005959
-0.11065485131196491,0.02466651326917999,0.06620691998442499
-0.10901473894113535,0.02324768569948165,0.06017403292072542
-0.05045589782056745,-0.0017813164788548991,-0.006148106347897367
-0.005978253624642854,-0.0036015792151672197,0.027689796295396613
-0.02299942776184063,-0.05078700964449911,0.039073802418317746
-0.038163805654989585,-0.06166799921075368,0.04645460051571027
-0.09975357060500023,-0.00986943738852033,-0.004835326637304006
-0.11760673107708382,-0.047087050913574804,-0.0010607368255741729
-0.12591346232648568,-0.012477029074495324,-0.002707151581386213
-0.07553447473030275,-0.005548794886388664,-0.007274745265372523
-0.07938383130670773,-0.040471183210958724,0.03121539986337206
-0.057364239595027504,-0.003858397366539292,-0.007022496432626152
-0.009002359967160553,-0.010985474400237612,0.029562773805218153
-0.025815730138084254,-0.06027154624213882,0.04056665984109201
-0.060719872574545385,-0.09684292454376807,0.0650325275032374
-0.05640754618489118,-0.07359959421516507,0.05514107618349749
-0.00360798692790952,8.373670460494907e-5,0.028667246652132616
-0.09603962130024907,-0.01636930854953502,-0.009032487247982094
-0.006106618416104118,-0.0063847654569389916,0.020830986696662983
-0.10356496390942305,0.024491940809588903,0.06578371727365709
-0.12523026331901715,-0.03980433929070344,0.02399308816243003
-0.02845093596452262,-0.0678732029522862,0.04921097163188355
-0.08388275193877015,-0.024651496112829876,0.018963217198179082
-0.019492879058395942,-0.045348999387467816,0.03358659518295612
-0.008054737601597963,-0.013771927408819462,0.022224257485838363
-0.1618384369972645,-0.0010619231797304829,0.034913750625086615
-0.00940411732472349,-0.015293762941230176,0.02629582009585369
-0.1280154493320894,0.028859913205597772,0.07561587940356425
-0.12572657054189712,-0.02143766362868744,0.0027395342546693464
-0.06172674890179553,-0.007786192976179846,-0.00501396032068433
-0.10900534983259696,-0.025946069214522468,-0.0027903153568044027
-0.09712584745123032,-0.03416348310078512,-0.0016891385041280394
-0.04427639115241348,-0.0012262198600640317,-0.007014080978530182
-0.0700343175279812,-0.006414915178694677,-0.008793590522509047
-0.09514540925898936,-0.029426903366955814,0.019535043527192163
-0.13020199383348577,-0.03542114438174842,0.01938455712122137
0.027080031290331076,0.02993617532600694,0.03477844576702663
-0.06347793444496573,-0.0027089258678076765,-0.010147066132998447
-0.10362705642800672,0.0236483096338579,0.06134027446904717
0.0005221385064418915,0.008126130028046295,0.0342678561559022
-0.12861646146721775,0.014995555688745693,0.05387992394464198
-0.003654324474571067,-0.000568507169692982,0.02380737929342528
-0.0719993638380701,-0.09017199407801818,0.06443099819589707
-0.041791309486579165,-0.0013173463312775404,-0.007027293406450414
0.024818807395465423,0.026583241420259376,0.03039118737761062
-0.021873474029510415,-0.0416142927502071,0.039591148540285004
-0.017798435527762297,-0.040223633567997186,0.03728231636092955
-0.11989979062406189,-0.0437925790177004,-0.0016860382774950902
-0.1371767982886237,0.024374267250633533,0.07165367497990188
-0.09596294264207712,-0.020122681713560093,0.0017417930927532358
0.020405018056868982,0.021852770895726795,0.026376375632681026
-0.10993782454894348,-0.004141621602126041,0.021462494044062905
-0.06882980302648181,-0.09121083206164524,0.024241618310102686
-0.09244074133627032,-0.006853695809495055,-0.012462343061569493
-0.12907446445424253,-0.05445760855078264,0.0021557664876372144
-0.12923181317667737,-0.022360159327004622,0.007145997780202111
0.02835003426767545,0.0317591393440165,0.03780546560662261
-0.10913747555009824,-0.021271511138349308,0.017772147715976516
-0.08237122724562958,-0.03399674927089384,0.023900440179450602
-0.04477278039186082,-0.072468516097516,0.05170196171977009
-0.09409421450332159,-0.016591620146692743,-0.007936769446432755
-0.05959488572715452,-0.06663772483533921,0.04775169713169156
-0.13149584596249214,-0.024602511489927245,0.003936562313116831
-0.0027211473514885554,0.0017231052804684722,0.026593744150608965
-0.11125965215098729,-0.03846797649682892,-0.0047175187743060225
-0.13588867520645215,-0.008230959526237284,0.033012874535266454
-0.053012717178361646,-0.005926924933545257,-0.006347491217320967
-0.018793578856786262,-0.042605532038808284,0.035587882997038786
-0.08986170561102028,-0.016064165407917885,0.0029201761335132985
-0.025961161389812616,-0.05798215601460032,0.03915827455575804
-0.11013329956698348,-0.003666556544704508,0.026301293904226943
-0.03968954560398185,-0.001936078580413281,-0.006221258356097591
-0.13402719210835704,0.008117099742539054,0.04221824630959242
-0.06945649862698228,-0.040704713065250434,0.002677324107291969
-0.11381216187084284,-0.02605251323152364,0.019950023733189878
-0.1351200539436752,0.005300407326054621,0.042916045216240276
-0.04271790277537299,-0.11072959965721653,0.03744757850558127
-0.08895326066906518,-0.05712419559721006,0.04193322357201378
-0.13688143974675168,-0.015862713866572543,-0.0015838043119126679
-0.10330548492186349,-0.03217532843010756,-0.004143358398178798
-0.08957286809804059,-0.022104150245902614,-0.0035869420343910097
-0.11416471245843783,0.023505958710327794,0.06256430873303075
-0.012248500085399447,-0.03089154208132954,0.026515047387188583
0.005377204819774871,0.01453458515627265,0.03526287595410278
-0.01930153081331399,-0.042968925372732426,0.035407451610357674
-0.055514812254293895,-0.0030215006545285337,-0.008058219000823794
0.022471874984972582,0.024232528535685215,0.029105820154494203
-0.09647054647565492,-0.026251810331175674,0.009063095758811384
-0.05726946608551706,-0.05063691774177775,0.03616244351249503
-0.10065498059728967,-0.02834575596814437,-0.0035907672181442305
-0.09842962182454193,-0.034644402667287105,0.0259208442925864
-0.11589396870204036,-0.013399816203506693,0.0035989928638156233
-0.19964103373737335,-0.004615995376701126,0.04224687814599945
0.004328960387366108,0.013588188021452811,0.034658025508867145
-0.12833475740881195,-0.04691517837402754,0.030235582314141432
-0.028920574800590387,-0.08163428284025526,0.031079803361793584
-0.12988300233271807,0.028085431468439725,0.0776947087454036
-0.005257493517263035,-0.0031588449735203356,0.023258009787952127
-0.06975914246602127,-0.03201613790222178,0.024227559728260243
-0.08012695764463383,-0.13682061075247506,0.04575149494725104
-0.05046103838693201,-0.11705128985964554,0.03438694556339443
-0.08100300835620969,-0.013556697202452504,0.012692184933524843
