TE	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	x58	x59	x60	x61	x62	x63	x64	x65	x66	x67	x68	x69	x70	x71	x72	x73	x74	x75	x76	x77	x78	x79	x80	x81	x82	x83	x84	x85	x86	x87	x88	x89	x90	x91	x92	x93	x94	x95	x96	x97	x98	x99	x100
x1	0	0.017410171970113526	0.026227139931948744	0.02485079904628879	0.031224877069897943	0.0028328044431406084	0.014959847569334057	0.04391628074441532	0.004707057521079916	0.003824215563796108	0.054697747505656265	0.0045045045045045045	0.01445571753364934	0.0035697353619845856	0.011643975228473677	0.01598421920625483	0.0	0.009274181836560076	0.01078742357031589	0.0	0.02661439782856776	0.0047387345710885685	0.00776793319430454	0.021970467347215025	0.0	0.03335837560148246	0.03349775828114768	0.0	0.0	0.0	0.020760347416291954	0.025654096535129636	0.008812636125351912	0.011312490320769046	0.024247405870104044	0.012578744370993596	0.02372200679155892	0.030915717560248402	0.01725259008359319	0.009090481109354693	0.010734950896351667	0.006264011902326354	0.0038150890526801443	0.0	0.03294496032079746	0.0	0.0045045045045045045	-0.001149047363623477	0.008074239866489091	0.0	0.0	0.0	0.0	0.008074239866489091	0.002868653368589214	0.0	0.021747949124309832	0.027969377245879733	0.0	0.0	0.0	0.0	0.0035697353619845856	0.019831724459623407	0.0	0.0045045045045045045	0.020652984237482686	0.0	0.01777387996216276	0.0	0.025954771973189572	0.026611977816289056	0.009009009009009009	0.0	0.0	0.04932797569219832	0.0	0.0	0.0	0.016148479732978182	0.0	0.0	0.0	0.0	0.0	0.0	0.007139470723969172	0.0	0.019681848876333577	0.0	0.0	0.0	0.03255760870827625	0.05753207196904808	0.0	0.007371235365307162	0.0	0.0	0.0035697353619845856	0.0
x2	0.041740870576625094	0	0.025684485566112608	0.016758650336806635	0.05243754318958994	0.018993803472008585	0.044507860846278134	0.04355217385003141	0.005516042232034339	0.011945959880383106	0.061544968557028186	0.0045045045045045045	0.0019081552508408155	0.010624772844213388	0.017981320253737276	0.016015173938077765	0.0	0.016168245289426723	0.020896777636824432	-0.0010191586250983022	0.026297555748530165	0.008424569816676119	0.017665018691722257	0.03433950585246203	0.0	0.032133782091371466	0.03041369038677132	0.001527188975478914	0.0	0.020231909159803184	0.022077830526024286	0.05878642130757634	0.005168143397664234	0.025067261229686576	0.028778170055707344	0.009009009009009009	0.013490142472890227	0.027889379349142648	0.003606433126265331	0.008748131799793772	0.01960872269179142	0.007449602301671682	0.0010216660989508435	0.011643975228473678	0.023803307867974112	0.0035697353619845856	0.016700534908285682	0.032874978869042	0.012578744370993596	0.0	0.0	0.0	0.0045045045045045045	0.024222719599467275	0.010816309487310037	0.0	0.015594384600310702	0.0320195413556942	0.0020829110441571643	0.0	0.0	0.0	0.0035697353619845856	0.014015321581496827	0.0	0.009847344526049986	0.021587753380002603	0.0	0.008874234247067353	0.0045045045045045045	0.02322087963244824	0.02712344297083816	0.009009009009009009	0.0	0.0	0.05622947915309094	0.0	0.0	0.0	0.013513513513513513	0.0	0.0	0.0	0.0	0.0	0.0	0.015213710590458262	0.0	0.005916911240920778	0.0	0.0	0.0	0.05207310383923097	0.05704694331732838	0.0	0.024373122367539066	0.0	0.0	0.0170832488754981	0.0
x3	0.035236459227010186	0.013197625512225012	0	0.03297649036066977	0.06398101480085439	0.03242024470377313	0.04987898025285071	0.06689244397520067	0.007792953177018364	0.04462930020692262	0.05859819989367593	0.009009009009009009	0.024649528593609877	0.03950281934637186	0.019891223196428606	0.014810405719303261	0.005834076851511689	0.015086621614791925	0.049467871509002254	0.023326109068479275	0.022490700095960367	0.011240153519688685	0.01872626744454632	0.06872341743835375	0.0	0.03210868439910526	0.033984168533798605	0.0005924198329589954	0.0	0.04552861346839906	0.003636733883142361	0.05594832924759507	0.006841371725548909	0.01463154921891669	0.025721170626346393	0.007139470723969171	0.004779467347782095	0.023707355900731718	0.013881753901538016	0.027491213094585132	0.035881269267467715	0.022794411135465507	0.00562125734899459	0.028727224103971778	0.021587753380002607	0.0	0.02197046734721502	0.014002264929509489	0.008074239866489091	0.0	0.019361741089123773	0.0	0.020913999338642037	0.012578744370993596	0.004669867561317251	0.0	0.003341037730000953	0.01138184212091723	0.02058679007899109	0.0	0.0	0.0	0.0	0.0163835600267679	0.0	0.026494494284402863	0.024222719599467275	0.0	0.02595669323719447	0.0045045045045045045	0.009429045903250678	-0.00037883068912109166	0.009009009009009009	0.0	0.0045045045045045045	0.033118257973475826	0.0	0.020233572505989533	0.0	0.007139470723969172	0.0	0.0	0.0	0.0	0.0	0.006164336923797761	0.019718215094962768	0.0	-0.001010146420299403	0.009009009009009009	0.0	0.0	0.007184235886900695	0.05109401578777519	0.0	0.00978329740458412	0.0045045045045045045	0.0	0.03731315448811688	0.0
x4	0.05245162067993868	0.0156365503095934	0.012984886131905014	0	0.036464124014399746	0.013462317932309304	0.08066008796314013	0.054686617240587064	0.029148951049893367	0.02550560132846278	0.038729270916229824	0.009009009009009009	0.036715893275129516	0.022253798538057756	0.04491606849460145	0.006798426912379852	0.004468381977363996	0.025637308741758638	0.0401277306857343	0.03931035485404016	0.0029918936893467895	0.011428356051304612	0.01910287092862418	0.05013825985238185	-0.0009347691425199184	0.015714175218507234	0.02132761895583007	0.0024107867745301755	0.0045045045045045045	0.033565387212189594	0.013503449612739051	0.038745879992376234	-0.0015484138654284533	0.0056194052092058055	0.02061480072087825	0.013513513513513513	0.008940684800915309	0.022010494171506172	0.015909826708855775	0.02353876376538813	0.04016315659127123	0.010290457364773	0.0018823536851210172	0.024222719599467275	0.02244546010059029	0.0	0.026474971851719525	0.021171282042512292	0.008074239866489091	0.0	0.021290499238538475	0.0	0.00969526226202586	0.020652984237482686	0.005819925040740119	0.0	-0.0010481087218324647	-0.003908386842455276	0.023361958738506397	0.0	0.0	0.0	0.0	0.005737636326539531	0.0	0.03230854212338922	0.019718215094962768	0.0	0.007680069345938894	0.0	0.0037260369701598043	0.011616487195903623	0.0045045045045045045	0.0	0.0045045045045045045	0.03891625424147236	0.0	0.014028870924540275	0.0	0.012578744370993596	0.0	0.0	0.0	0.0	0.0	0.007691525899276674	0.020652984237482686	0.0	0.00013432858796709574	0.0045045045045045045	0.0	0.0	0.01979852870181558	0.030265831705594822	0.0	0.014481794433886438	0.0045045045045045045	0.0	0.05346163422109506	0.0
x5	0.031057302351723635	0.011386101660154245	0.05063511285024083	0.02991253251740379	0	0.01946390589859364	0.03912001627227406	0.03386952815312568	0.01608091165489696	0.026056913718727568	0.05483725877881782	0.0045045045045045045	0.024135848918859466	0.02060332106835468	0.0045045045045045045	0.012180724224930238	0.010791931912462013	0.016135041444301317	0.042309792612186085	0.012040520976646873	0.005975813542201649	0.002686137562933324	0.021587753380002603	0.02894463793886734	0.0	0.036715349017808215	0.041005469393141356	0.0	0.0045045045045045045	0.019445971616366558	0.021827760002626217	0.04250562267758192	0.0045045045045045045	0.002291166647368999	0.02486766437439613	0.009009009009009009	0.013695528722240124	0.028178922772236825	0.009009009009009009	0.030295520522144893	0.032906586690969505	0.009623895378677963	0.0	0.012578744370993595	0.02363029976650828	0.0	0.019335501127750353	0.015080859496581433	0.016148479732978182	0.0	0.01501244476528367	0.0	0.013716609579403644	0.0170832488754981	0.005643387100973713	0.0	0.011346112375863616	0.02850420368748367	0.013999374530329418	0.0	0.0045045045045045045	0.0	0.0035697353619845856	0.018555279523224492	0.0	0.01667083177660742	0.012578744370993596	0.0	0.007158175273808247	0.0	0.022282498132471348	0.029053140390973325	0.0045045045045045045	0.0	0.0	0.06398463880127081	0.0	0.013263442990115441	0.0	0.009009009009009009	0.0045045045045045045	0.0	0.0	0.0119863245380346	0.0	0.0031870213947721706	0.010709206085953759	0.0	0.018761553313001566	0.009009009009009009	0.0045045045045045045	0.0	0.014371130855061906	0.06713873024981494	0.0	0.00834564901120753	0.0	0.0	0.030596762389011614	0.0
x6	0.020326681158303238	0.014806725014655485	0.00870274963560646	0.006050452542263256	0.02880325697847289	0	0.020186992048937966	0.02796213580885394	0.007228037426610285	0.010367599561435537	0.03663082928734805	0.009009009009009009	0.01593675521244415	0.005920081262699111	0.0186919099513227	8.511236366730931e-05	0.002218257616876811	6.668110115138458e-05	0.018228872349256936	0.0035077142508554192	0.030061922250147685	0.011432718162108474	0.005574509653515267	0.025922916676412028	0.0	0.04012654985751487	0.037645439896903346	-0.00038271396721241543	0.0045045045045045045	0.011311441673343857	0.023527957079570967	0.019215784784017552	0.011868941707187627	0.013082880603186683	0.03195849652807451	0.011643975228473677	0.018082637663290956	0.03405264194224616	0.0044633970618103095	0.0	0.01587474041448626	0.004797607730134568	0.0003509235407991399	0.0	0.0234205939007617	0.0	0.009009009009009009	-0.0008983716842342534	0.0035697353619845856	0.0	0.0	0.0	0.0045045045045045045	0.0	0.016206942832031866	0.0	0.028087373729895573	0.042896132182764696	0.004431483158350501	0.0	0.0	0.0	0.0035697353619845856	0.012610605182914222	0.0	0.00483423687340813	0.020652984237482686	0.0	0.02421103923540619	0.0	0.016815896942913282	0.041713668698588904	0.009009009009009009	0.0	0.0	0.04477309780124862	0.0	0.0	0.0	0.009009009009009009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012715386253830233	0.0	0.0	0.0	0.046107443039833655	0.024966604300070236	0.0	0.009686883655596504	0.0	0.0	0.006414407447195834	0.0
x7	0.0365263328967049	0.009567909882214015	0.03664165808905004	0.019210693652516948	0.04802166257229107	0.004600199766207768	0	0.05051620286413073	0.014093103431429421	0.017426951783560227	0.050729950943996696	0.0045045045045045045	0.03349587366464332	0.015391731159065416	0.007139470723969171	0.017764046686910832	0.008179068589301597	0.008254076544173518	0.028563908362617407	0.01151699674138463	0.006558153919043465	0.008465590871702495	0.0045045045045045045	0.026523044478519994	0.0	0.037874297605262626	0.035010473677438675	0.0	0.0045045045045045045	0.021409073038060222	0.01732325549812171	0.046560731240547375	0.0	0.022091889612195693	0.011942006311328994	0.009009009009009009	0.013993723751826784	0.016068073998928022	0.0045045045045045045	0.024856246875120464	0.0340307812971098	0.00835451236504825	0.0045045045045045045	0.012578744370993596	0.022103110791029366	-0.0009347691425199184	0.005821987614236839	0.028862633501348132	0.011643975228473677	0.0	0.00739352897276984	0.0	0.010687797549137243	0.009009009009009009	0.01667654468153973	0.0	0.03295789762672978	0.03582859097673812	0.01643985124827812	0.0	0.0045045045045045045	0.0041217905372920895	0.008074239866489091	0.015578863926424864	0.0	0.005299862351550564	0.012578744370993596	0.0	0.002426566516850028	0.0045045045045045045	0.01792849394612138	0.02153047242275431	0.009009009009009009	0.0	0.0	0.05302369248803716	0.0	0.0026349662194646677	0.0	0.0045045045045045045	0.0	0.0	0.0	0.009009009009009009	0.0	0.00034234930956092305	0.010709206085953759	0.0	0.006985677425756245	0.009009009009009009	0.0045045045045045045	0.0	0.020756244560929917	0.05801357576215343	0.0	0.011527352623886296	0.0	0.0	0.02290523648973494	0.0
x8	0.027811062476536356	0.002404624208816705	0.04080084486221972	0.017176025503852627	0.03782641041996525	0.018767842734166845	0.041874441921695114	0	0.024585590941457586	0.029257665907644947	0.05047834298912235	0.0045045045045045045	0.012313696569222711	0.01785984193298975	0.016148479732978182	0.009078274241853316	0.010892380771168775	0.014762801478713802	0.02646858996819514	0.0208180664938285	0.019711050630462346	0.005035391441068203	0.0045045045045045045	0.05372172600851165	0.0	0.025167319468868132	0.03705302006394434	0.0	0.0045045045045045045	0.019112706406506513	0.01825802464064163	0.0453807412162032	0.0045045045045045045	0.020652984237482686	0.019335501127750353	0.0045045045045045045	0.01843798040092979	0.022382775635308914	0.009009009009009009	0.019667043751494112	0.03312927283127462	0.01090760466896396	0.0045045045045045045	0.015213710590458262	0.004677512605970341	0.0	0.015765765765765768	0.026910141454003028	0.020652984237482686	0.0	0.017460242439956808	0.0	0.004887238064950452	0.024222719599467275	0.009958422591054611	0.0	0.013750708104161158	0.020342788057984326	0.010575936430961674	0.0	0.0	0.0037390765700796736	0.0035697353619845856	0.022685708636252626	0.0	0.023790290804549256	0.0170832488754981	0.0	0.021175345177037744	0.0	0.01924182501058416	0.013799548419900998	0.0045045045045045045	0.0	0.0	0.05523634524556843	0.0	0.007058741408666188	0.0	0.0045045045045045045	0.0	0.0	0.0	0.0	0.0	0.0029773155290255906	0.008074239866489091	0.0	0.01563712076097372	0.0	0.0	0.0	0.019810792946036125	0.07251100537568159	0.0	0.006587776538695939	0.0045045045045045045	0.0	0.03582633017028945	0.0
x9	0.04500712376654077	0.021934893230517588	0.029023607418775323	0.029891041467894442	0.02343514765341548	0.02913666394284066	0.021236463963038694	0.030011779235153337	0	0.02588329480380323	0.03923741315851644	0.009009009009009009	0.021806533795058557	0.00593464600873596	0.022051939447560707	0.016945200341756672	3.2690643191093316e-05	0.021610125492011887	0.026694348430586486	0.01337733302735221	0.029767173013221716	0.012353249096316797	0.024305473300744198	0.03493192568542103	0.0	0.044922232328111655	0.02762459932344218	0.0008835977990512622	0.0045045045045045045	0.023327524492501927	0.029901999869115306	0.03518616545734505	0.007550328523309781	0.02098411236820994	0.031150205319168806	0.015213710590458262	0.009609980012623141	0.03853492226165784	0.0027935007417425905	0.0035697353619845856	0.012886825646668683	0.0033312473810343385	-0.0023016623067384353	0.0035697353619845856	0.02805774184908055	0.0	0.009009009009009009	0.013117147788060902	0.011643975228473678	0.0	0.0	0.0	0.004746866434207805	0.011643975228473677	0.008688732596070276	0.0	0.0334569613784852	0.026468474744082517	0.00795607000186266	0.0	0.0	0.0	0.0035697353619845856	0.019460651734741596	0.0	0.022141016287621117	0.020652984237482686	0.0	0.04019776685470693	0.0045045045045045045	0.022374769491372213	0.032586041220058516	0.009009009009009009	0.0	0.0	0.05718212445733524	0.0	0.0	0.0	0.013513513513513513	0.0	0.0	0.0	0.0	0.0	0.0	0.015213710590458262	0.0	0.013134797985323394	0.0	0.0	0.0	0.03229276171143388	0.07235382445190489	0.0	0.001680883453636862	0.0	0.0	0.011853681094220258	0.0
x10	0.03128401475912275	0.02867699109196396	0.05963008021463268	0.021824729422683445	0.040394705938058925	0.017626536816715055	0.06615445138789335	0.05812875750931169	0.02826932914193864	0	0.041863466636831166	0.0045045045045045045	0.03200992240130877	0.02708610013612792	0.03751572056141703	0.0010775132458003935	0.006170942590351468	0.024090811641638975	0.03427502432040114	0.02397475870179495	0.033189295173071454	0.020401976154811804	0.02682119532488818	0.03814887923443501	-0.0018695382850398368	0.03582168731798249	0.03548472364577124	-9.153600112014811e-05	0.0045045045045045045	0.03599678190940152	0.019365801884627384	0.019129589080137795	0.0030451430835273297	0.013662807279257958	0.03394713632323113	0.016148479732978182	0.02239777448834916	0.044703300261233835	0.009929304572341015	0.027108499127372714	0.02080756119678636	0.0027167956829233343	0.0016367356591306256	0.019718215094962768	0.026188203564040707	0.0035697353619845856	0.018400731985230435	0.010246959474369701	0.007139470723969172	0.0	0.015395490278147633	0.0	0.007795223268571261	0.015213710590458262	0.011499226234981222	0.0	0.019803095125090563	0.018052897559872008	0.027277291099632776	0.0	0.0	0.0045045045045045045	0.0	0.015067976868779963	0.0	0.028967403866281143	0.029661993246491696	0.0	0.02023216820408434	0.0045045045045045045	0.020909263101043463	0.029465003354833402	0.0045045045045045045	0.0	0.0045045045045045045	0.06153321762815665	0.0	0.0068894002005711	0.0	0.0170832488754981	0.0	0.0	0.0	0.0045045045045045045	0.0	0.0	0.006204701581449252	0.0	0.01455903346040649	0.0	0.0	0.0	0.03396811374609457	0.0477052667527267	0.0	0.0038964292559420313	0.0	0.0	0.0433448479681003	0.0
