TE	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	x58	x59	x60	x61	x62	x63	x64	x65	x66	x67	x68	x69	x70	x71	x72	x73	x74	x75	x76	x77	x78	x79	x80	x81	x82	x83	x84	x85	x86	x87	x88	x89	x90	x91	x92	x93	x94	x95	x96	x97	x98	x99	x100
x1	0	0.02542468088482713	0.045990376919129335	0.036437699822894146	0.02752506263748399	0.018443535851616084	0.015216563265400832	0.06288045316913966	0.015979596688976243	0.04091927162039537	0.04395794600062627	0.04681166108189212	0.02054532646577112	0.007091554813070051	0.024061399479390986	0.014954563786816026	0.0	0.01206672052461602	0.0463462714616949	0.04410709981727681	0.030881198296105514	0.013221382424971694	0.020045419970733492	0.01815055154194767	0.011357529299890003	0.08337670212470946	0.06674709238293236	0.008020050337183796	-0.0005884438609257131	0.002058633649507678	0.05420152616696099	0.015064525865785248	0.013904803368061215	0.010857256250413939	0.04399903909831709	0.02491210131119553	0.03396077315948206	0.048278297178593756	0.0388612637284538	0.026791566637598054	0.01548653067769099	0.01415984576211852	0.016079265142321796	0.02561718415049971	0.053507829516605265	0.030852485715250465	0.03970937211109765	-0.0010409919641713632	0.0689382758207464	0.0	0.013422818791946308	0.0044742729306487695	0.0	0.012402663802382216	0.011352074822145623	0.0	0.018771771774906913	0.03283804775665518	0.008948545861297539	0.024700160584018586	0.013422818791946308	0.0044742729306487695	0.03938079240554224	0.03683980791288533	0.0	0.013743742259689311	0.07879725613113378	0.0	0.020523192843932274	0.00709155481307005	0.0263309232022868	0.037724129208307824	0.022203159963323896	0.0044742729306487695	0.0044742729306487695	0.08488218860186382	0.017897091722595078	0.022619756850981533	0.0	0.029674860193490846	0.025917142059778877	0.015111605150253846	0.0044742729306487695	0.003545777406535025	0.016968596198481335	0.0044742729306487695	0.010600880749044337	0.0044742729306487695	0.02298682663700236	0.0044742729306487695	0.0026172818824212805	0.012494323267832565	0.03306547902500745	0.06965391477407062	0.008948545861297539	0.02217684997950493	0.008020050337183794	0.021442869129130102	0.028724661311005078	0.0
x2	0.0601017702113611	0	0.03713370378976932	0.032412130453973696	0.08019285180605741	0.028359579979902506	0.04039790160529155	0.08902821720448285	0.023289719182519892	0.07906382326886335	0.052422482949965835	0.04681166108189212	0.0157884723952827	0.014340196216817024	0.04388922861373448	0.0156705336006825	0.0	0.02183139706816325	0.04781596551659046	0.07235235375850413	0.034957931430448085	0.030535386009627182	0.03575404412532895	0.05847545140150113	-0.0013086409412106403	0.08452361422638265	0.0807470141640406	0.02266058840479859	0.008948545861297539	0.022211463635727915	0.04792243461366553	0.03457563993001761	0.03550631086077641	0.050608946606172246	0.05694972912404549	0.02199486151949508	0.02244209766573582	0.0533842521881492	0.02712461211584784	0.05413393835541645	0.027523577481329286	0.016546085290335865	0.01921976072026176	0.05166607942963779	0.05679010048442186	0.04939322929366086	0.05951792507690161	0.03948404466057478	0.08139250533467007	0.021442869129130102	0.010048888358679361	0.0044742729306487695	0.017897091722595078	0.047703705135445126	0.031052068591364546	0.0	0.022322504664105344	0.029141161753321838	0.03309999610550865	0.03833492010314183	0.017897091722595078	0.013422818791946308	0.05487254297289298	0.015667350968051545	0.0	0.03913018346970073	0.07657449610688194	0.0	0.036481493955874765	0.010637332219605075	0.016269994434715225	0.033168734083949825	0.01772888703267513	0.0	0.0044742729306487695	0.06528510987537244	0.008948545861297539	0.018145483920332762	0.0044742729306487695	0.033768987707042716	0.029462919466313898	0.019585878080902615	0.0044742729306487695	0.0	0.021442869129130102	0.003165631989438129	0.05614763692698282	0.0044742729306487695	0.020775189298199534	0.013422818791946308	0.001688786358307536	0.012494323267832565	0.0619429402908228	0.04483808505823077	0.013422818791946308	0.04572228251776411	0.012494323267832563	0.016968596198481335	0.08229454574603932	0.0
x3	0.05731358665966755	0.02607928975916701	0	0.03893209206104713	0.10336999850474211	0.04669120701699999	0.06539270467169178	0.1392362096340518	0.007649980630115258	0.12908382927306966	0.06515944338072367	0.06694588926981156	0.03659641675464161	0.029590242526260118	0.07246047015528737	0.01415413496102467	0.01973692023697362	0.037706974190967774	0.11980537523924971	0.06490076515952752	0.030335435980911908	0.03840222556461426	0.06575130860163368	0.14198542279024212	0.0026172818824212805	0.06669623409547344	0.06167442949509123	0.014219561096700839	0.013174426594208626	0.04052256642444034	0.026801189943907518	0.04289968699410118	0.03906772343527057	0.05810090687647253	0.04634242444272514	0.04040020959519813	0.010284630160597712	0.04710557034424158	0.029910098688189075	0.12454462946248752	0.0497323478699915	0.0234437891086832	0.03898597790051203	0.10184457907042047	0.05678170644670125	0.02127540223911834	0.10359627201203325	0.02234897576968497	0.07488939438252572	0.025917142059778877	0.042135102740958275	0.008948545861297539	0.03118957337733954	0.05331477203403647	0.020550202110525086	0.0	0.008019680005655304	0.020937196268467156	0.04298312077008278	0.033480501755396165	0.017897091722595078	0.027806899944615764	0.04233812595115155	0.03223642686161768	0.0	0.04603822072924754	0.05010098157348182	0.008020050337183796	0.046341966897476085	0.022203159963323896	0.01098814747713383	0.01893448552823262	0.025368791952762027	0.008948545861297539	0.019585878080902615	0.05904004238072542	0.008948545861297539	0.0784351717890608	0.013422818791946308	0.023471707150625677	0.025917142059778877	0.016968596198481335	0.013422818791946308	0.004551555955026561	0.016968596198481335	0.0256263159881285	0.09285533274117481	0.0044742729306487695	0.007613224494887899	0.0600261814300096	0.010637332219605075	0.012494323267832565	0.0374502030416644	0.039675302147350246	0.0044742729306487695	0.011800370726138059	0.008020050337183794	0.021442869129130102	0.0903601793914126	0.0
x4	0.04927937739488128	0.024240319288308373	0.025547028299598876	0	0.06707400183768701	0.021005355169898276	0.0803418448927788	0.12455602870144156	0.030783325804873758	0.07788960665296567	0.03526079290173757	0.0570688478844003	0.037094864209175266	0.0359875729356146	0.07083533609113965	0.006616982631404244	0.012249242681919643	0.04606194614875707	0.0976715014842248	0.056172820277541675	0.017854453149952213	0.03363801862797047	0.06583989225920783	0.11461841747553193	0.024400202674739416	0.03837584765701874	0.04879194705103312	0.023193824270834686	0.009420350743844785	0.029634433864802728	0.03289609804611482	0.044456064971964776	0.01497976653155749	0.06075161564340238	0.03346672826017552	0.018160598161313508	0.01018143905964493	0.036001177527615606	0.039322334453276604	0.1143315503683525	0.050333415189846055	0.007929211852325528	0.027966971052679996	0.13092735311963755	0.05047030846317823	0.013802964209043206	0.10879074202296699	0.04652667804043237	0.06429215591682953	0.03933996085172519	0.047629067646175575	0.008948545861297539	0.0341504650474446	0.05956949078844311	0.008920626397912503	0.0	0.003025979865447586	0.0008456902027340686	0.07879330562530422	0.036646133744834296	0.019585878080902615	0.016140154177538536	0.020474279851107495	0.00462655685770623	0.0	0.04482943691157085	0.05989148137660722	0.003545777406535025	0.013489182166929426	0.016800391508561385	0.004888537402976439	0.024078807035888897	0.01156582774371882	0.0044742729306487695	0.015111605150253846	0.03634765814399884	0.013422818791946308	0.06523576568192406	0.008948545861297539	0.022583305380420797	0.01604010067436759	0.02498864653566513	0.026845637583892617	0.011317435545981136	0.012494323267832565	0.030828112916361658	0.07553170172439358	0.0044742729306487695	0.007782634852338122	0.054243267558150204	0.013254614102026357	0.01604010067436759	0.02896000674998578	0.02748176584156076	0.008948545861297539	0.025511247428334573	0.012494323267832563	0.016968596198481335	0.12824974972475173	0.0
x5	0.043338597454268254	0.046978993005891916	0.05843528949214957	0.03380370252219616	0	0.029412325984209925	0.04587864171358673	0.06643028699819407	0.031418583739986135	0.09199287767917923	0.05680456834802612	0.06956317115223283	0.04846506331696957	0.027402929176857722	0.03187895242867946	0.011540679331905413	0.02167184224635287	0.023227429456860575	0.0956182790957582	0.05477947792866127	0.018183840137765053	0.01975323248907914	0.08126075211531086	0.06533214352742289	0.012494323267832565	0.07551074080910275	0.08129900655440558	0.021442869129130102	0.012494323267832565	0.02111601755600835	0.046048908351780105	0.04592398816055704	0.02760592841808641	0.01993678725136099	0.05274764516637902	0.025748937369858924	0.023550274373552105	0.05433911507391071	0.032090147445001826	0.08284281884819511	0.04073203164759387	0.02349171873450446	0.03448554250397952	0.06342947145946098	0.042905274933100486	0.04474710938974402	0.06581334429925643	0.017345563512933676	0.07210390781018451	0.017897091722595078	0.038811329151595846	0.0	0.03382003043466629	0.04673511585742253	0.03698631832318976	0.0	0.018960183331406918	0.04411075634068101	0.05223335293776307	0.03440899727950991	0.025917142059778877	0.024645648038433943	0.06926395104286188	0.03555265040639618	0.0	0.012908242571901193	0.05428041447801592	0.012494323267832563	0.0368880222306403	0.03191199665881522	0.025522930070412887	0.03345002726578754	0.01156582774371882	0.0	0.009708836695491331	0.06631648891417981	0.008948545861297539	0.06936998694938479	0.008948545861297539	0.01734874161557823	0.04736001118890898	0.024060151011551387	0.008948545861297539	0.013449273904690806	0.017897091722595078	0.026894863175430272	0.04302113376096755	0.0	0.03410521438611636	0.07214035928074525	0.01604010067436759	0.013422818791946308	0.04101448413648392	0.0525437725525573	0.013422818791946308	0.023321839202541595	0.008020050337183794	0.016968596198481335	0.11002125818283738	0.0
x6	0.010439777134903605	0.01602294806769644	0.022956016536041776	0.01945614601786423	0.03286222465144266	0	0.02373704740516929	0.03416303015241514	0.010667171871746513	0.040333402922396636	0.047836319854456216	0.04681166108189212	0.03057110782232692	0.001810724874648446	0.027449854326824966	0.0001748666084816443	0.005832431984347874	0.00886947116911426	0.04321513811141948	0.04995949456665394	0.037854887572700766	0.017099501030832565	0.01981464717612702	0.025141667206828436	0.008020050337183796	0.07995287981436144	0.07696284091758414	0.016760297754652518	0.005194470010933696	0.007432559666114513	0.05880493313800179	0.01672858306690073	0.01752599375437052	0.021119706012251317	0.057490717053895385	0.024860535599654045	0.023184358448593633	0.042765383830241116	0.03546328981681099	0.009968714454530153	0.018987900854172988	0.01613156868573421	0.00811773397513719	0.01772888703267513	0.05345335932162386	0.04237821970506042	0.04772942244828143	-0.00017068787896588555	0.032552006231282425	0.008948545861297539	0.01886568100061769	0.0044742729306487695	0.008020050337183796	0.009708836695491331	0.03475123908929649	0.0	0.03075000243602729	0.036514136102639067	0.01003704428783034	0.024151810477001736	0.0044742729306487695	0.007091554813070051	0.04034938168356485	0.04345401709970096	0.0	0.010367898772969019	0.06656643930201965	0.0	0.03229435612047482	0.00709155481307005	0.016053193579695563	0.05470836927546546	0.016420246091464488	0.0044742729306487695	0.0044742729306487695	0.058000378950171246	0.008948545861297539	0.011986066914724583	0.0	0.024612143401916364	0.034865687921076416	0.019585878080902615	0.0044742729306487695	0.0	0.0044742729306487695	0.0044742729306487695	0.015283452123521923	0.0044742729306487695	0.02352733915878834	0.008948545861297539	0.001688786358307536	0.012494323267832565	0.04189478120564996	0.04083477190449078	0.0044742729306487695	0.022170619470981996	0.008020050337183794	0.021442869129130102	0.03378336414811527	0.0
x7	0.04111756816386489	0.022735118891054118	0.05538568315724877	0.03291720833744922	0.0662407409417758	0.035041582229899365	0	0.07320200191481051	0.030286774362427868	0.09625178305484786	0.07276841096129386	0.04457452461656774	0.038661568115905244	0.02282967428199922	0.023737474550465636	0.016485233367913438	0.0066570245479790294	0.023388310675378488	0.06114255044888991	0.05434349068686733	0.02302238889019105	0.03227413841663629	0.04246914137060257	0.06398419689376117	0.016968596198481335	0.0719954586669566	0.07132666342019583	0.013422818791946308	0.012494323267832565	0.020530524289046427	0.033269791677198714	0.047339414906630434	0.02089451902211326	0.06732720227819765	0.04794667791902614	0.016800391508561385	0.03161195886919261	0.03428465820751934	0.027438182469111297	0.0568319105026405	0.03455238858501332	0.01961018417867723	0.03186826062155824	0.04168300213770359	0.07027582585967336	0.03769564833058283	0.04648659257381596	0.026597930488012605	0.08101235991757316	0.008948545861297539	0.027162945917438407	0.0044742729306487695	0.02783467530442997	0.035545791247452475	0.048443694744773974	0.0	0.03413051781512114	0.0384724996369613	0.04288939550481743	0.03272021092120238	0.015111605150253846	0.02053714408380952	0.05039827004224422	0.03885921073682287	0.0	0.008153315481658874	0.059723276686687275	0.013422818791946308	0.017586179084574518	0.034697483231156456	0.017511120396508248	0.036901513176503045	0.01772888703267513	0.008948545861297539	0.01604010067436759	0.06773368263360613	0.0044742729306487695	0.03626963061108553	0.008948545861297539	0.031151705824621442	0.042885738258260205	0.028534423942200158	0.008948545861297539	0.011212137439366417	0.008948545861297539	0.02352093274216332	0.02912590337243467	0.0044742729306487695	0.03537352723368025	0.03655447427938394	0.00709155481307005	0.012494323267832565	0.03928276210028753	0.05227015818638008	0.0044742729306487695	0.02180466490683991	0.012494323267832563	0.021442869129130102	0.05272498365916323	0.0
x8	0.048997701842143235	0.033405755803498964	0.06482555627050128	0.03470245374851413	0.06214265811179598	0.04428706080662787	0.040555356632045333	0	0.035934790934594	0.09857678285318061	0.05561900768374009	0.05352307047786529	0.004239236645647303	0.027449673458229153	0.028009911434397593	0.008424839597236767	0.012429321955168809	0.01887898950295597	0.0701397026602296	0.046622075107255675	0.021571610975437288	0.03850434613753997	0.03414913312413961	0.07034405647173361	0.008020050337183796	0.06531414666707604	0.07138187141508547	0.025917142059778877	0.012494323267832565	0.017491240469278923	0.03503143071507813	0.03853653221864402	0.02089451902211326	0.030196755187763196	0.03850670199423124	0.02411097892318468	0.03681696627962695	0.03862064064964639	0.03782302146668573	0.04968112213493662	0.03478814881125577	0.02089655144284732	0.03093976509744449	0.04742946453900227	0.022201599993831467	0.041373178956477075	0.05476650706637006	0.030779069259273213	0.08122430064475011	0.013422818791946308	0.03841203266002443	0.008948545861297539	0.017764557323103322	0.030903313626883755	0.043977459927598314	0.0	0.026281809852132944	0.028074589732742947	0.030796584464855677	0.03926341562725558	0.012494323267832563	0.02124296472302188	0.06420123425128739	0.04016936572545496	0.0	0.02944943223334412	0.06863172879407595	0.012494323267832563	0.03501785639314094	0.021274664439210157	0.03228447755477517	0.02979612997277107	0.01156582774371882	0.0	0.008948545861297539	0.06844324548709121	0.0044742729306487695	0.055055124103885494	0.0044742729306487695	0.019966023497999513	0.029462919466313898	0.019585878080902615	0.0044742729306487695	0.009603538588876612	0.008948545861297539	0.010112490391289572	0.04809822699361459	0.008948545861297539	0.02943836396665884	0.036894525942571976	0.0026172818824212805	0.008020050337183796	0.038745985010296455	0.049549139651258275	0.0044742729306487695	0.020543703944778342	0.016968596198481335	0.016968596198481335	0.0742234324542991	0.0
x9	0.07903526532066961	0.05573037011344841	0.043745025518131794	0.02492888638552255	0.039616222745831674	0.04090960313387364	0.03404104035729774	0.07200730793235001	0	0.09083426482245967	0.030757622405878038	0.0512859340125409	0.033664157265282914	0.00901104627932332	0.05609031417554801	0.01590929681885699	2.7354505412594486e-05	0.03865022365397199	0.05033572127088232	0.07843860192250367	0.044811514744463495	0.025395556973302712	0.06802989686661638	0.06443435728696174	0.006883256369241232	0.10005881552651766	0.06799356454074597	0.019820631637475928	0.029006228824747397	0.028846514576307766	0.05494776988059515	0.0231990827662807	0.02921192961183444	0.04559645391146032	0.06837273683574514	0.032592099985191296	0.01749408004301011	0.047058695664821994	0.03901873426064932	0.02998919454384256	0.014808472625305321	0.017332975667275725	0.011801220675020993	0.03655447427938394	0.06440563260561993	0.053863122141053314	0.04834297690800414	0.03605933618190173	0.08903241025475693	0.013422818791946308	0.0152289819285405	0.0	0.026110758430362035	0.031491757487809476	0.020552038772368227	0.0	0.03145446698128556	0.0328081933408127	0.01728449004957662	0.02955457893176425	0.017897091722595078	0.01156582774371882	0.061624046122774986	0.0282573646234443	0.0	0.03603792625448015	0.07440026622486282	0.0	0.05810240683026251	0.01156582774371882	0.029273221481417547	0.033199386301014426	0.025368791952762027	0.0044742729306487695	0.0044742729306487695	0.059424800761199936	0.008948545861297539	0.018145483920332762	0.0044742729306487695	0.036726321252652024	0.029462919466313898	0.01604010067436759	0.0044742729306487695	0.015111605150253846	0.016968596198481335	0.0076399049200868985	0.02608898903304695	0.008948545861297539	0.04454755748254405	0.0044742729306487695	0.009708836695491331	0.02498864653566513	0.04339714928632872	0.07038659549660298	0.008948545861297539	-0.001113015901976629	0.003545777406535025	0.016968596198481335	0.07425777884777915	0.0
x10	0.039200308640992505	0.05655235085328518	0.07851907381130081	0.04040927181607366	0.06800098341456899	0.017374577564937658	0.08354434935920128	0.11147367526914014	0.04832050498581264	0	0.047442671048241694	0.04588316555777838	0.04639505079692176	0.02689469658489842	0.06430207748135311	0.004139646045948703	0.011730550916764608	0.03810482348531404	0.07918862584354977	0.07237918059173236	0.041327504318821394	0.033927776559882675	0.07465919432858016	0.0893559301382422	0.007259759502990002	0.08526887164391499	0.07190778036382206	0.008477478778658483	0.023299860177357596	0.04139565322203589	0.04876873183047064	0.02086095213377432	0.03112071307436514	0.03749183980652481	0.065649945873273	0.04154064584648883	0.03476467805397279	0.04549049371684726	0.04610922195329824	0.08153525296362533	0.04585844891409517	0.011161586494230337	0.039041139526680466	0.08635282850306973	0.061944476741446666	0.031232631132347352	0.10122738232734962	0.0145219096994961	0.06834618967647255	0.026845637583892617	0.040938048386081616	0.0044742729306487695	0.012543248564418732	0.06590075476731937	0.018720225092430456	0.0	0.02696769586499385	0.018924660446983828	0.06482620305439074	0.056232011825736915	0.01604010067436759	0.011101810184852855	0.03092903093972006	0.03917501885548686	0.0	0.02507474754329132	0.0793198889253143	-0.0009284955241137445	0.03979653264369661	0.02034616891509641	0.01974953418327693	0.04523810440939879	0.01772888703267513	0.0044742729306487695	0.03300869687284892	0.059858312216927625	0.017897091722595078	0.05158953420516819	0.013422818791946308	0.04288938054160833	0.030391414990427648	0.015111605150253846	0.017897091722595078	0.009994418163697939	0.008948545861297539	0.032652666448492684	0.052441484504812355	0.0	0.02367759390788259	0.03111161207071257	0.00970883669549133	0.02498864653566513	0.045155270656566	0.07244410509428904	0.008948545861297539	0.012000721511184347	0.008020050337183794	0.021442869129130102	0.06801088976765701	0.0
