TE	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	x58	x59	x60	x61	x62	x63	x64	x65	x66	x67	x68	x69	x70	x71	x72	x73	x74	x75	x76	x77	x78	x79	x80	x81	x82	x83	x84	x85	x86	x87	x88	x89	x90	x91	x92	x93	x94	x95	x96	x97	x98	x99	x100
x1	0	0.01153323982002689	0.02571233217164455	0.021683315929292478	0.01853288706943019	0.002672404510271318	0.018166888998088486	0.01992915610124998	0.004246342621827301	0.0	0.046877023654651254	0.0	0.014142980226917443	0.003585888010681349	0.0	0.01734626551163691	0.0	0.00741055802850917	0.013116313236450496	0.0	0.022933977211597994	0.002599973903160221	0.00995671431254002	0.003585888010681349	0.0	0.01788889275024552	0.016262097080180032	0.0	0.0	0.0	0.018483993215932835	0.048260216640888864	0.005185703307945017	0.008503069617982431	0.01258060188620805	0.004524886877828055	0.020927160200215886	0.011614822146807303	0.0043142321167613535	0.004524886877828055	0.016095284289462233	0.006260521764603886	0.006458285564104956	0.0	0.011486008138124051	0.0	0.0	-0.00012324142196143114	0.008110774888509403	0.0	0.0	0.0	0.0	0.0	0.00023389783782666376	0.0	0.0275850320376743	0.03493446954327266	0.0	0.0	0.0	0.0	0.0	0.0121355106993123	0.0	0.0	0.004524886877828055	0.0	0.019221618896278388	0.0	0.00035580216409946796	0.01973073915648065	0.0	0.0	0.0	0.04857570120631881	0.0	0.0	0.0	0.004524886877828055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020110788885998317	0.0	0.0	0.0	0.030475909218397004	0.04471612560232958	0.0	0.0008858465724811547	0.0	0.0	0.003585888010681349	0.0
x2	0.025847369618905387	0	0.018072367031650247	0.018619329252917528	0.03301370427846613	0.017167575405445577	0.03708075694130726	0.02731158688367938	-0.003731413243173603	0.004524886877828055	0.04394034756571297	0.0	0.006020341569128384	0.007285217463115692	0.00904977375565611	0.016986775849987326	0.0	0.014886215274453397	0.012070051336373342	-0.0010371250600266107	0.03216039119561398	0.0037916124239573503	0.012777394399628581	0.020746436654846864	0.0	0.023870467840233583	0.013615207936645389	0.0018779977342934103	0.0	0.01916987448195556	0.026210322399821625	0.052716075132666025	-0.001032673408678814	0.007932369933919324	0.019098603637795523	0.0	0.010052404179940369	0.014091603832436473	-0.0015746466359952498	0.004524886877828055	0.023006870748379937	0.013095993620585885	0.0003413882146330297	0.00904977375565611	0.007900120127442702	0.003585888010681349	0.0	0.023077959549625854	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.008440169184686886	0.0	0.016475149736090704	0.030318501374099447	0.0	0.0	0.0	0.0	0.0	0.0054208059960029	0.0	0.008194472190505333	0.004524886877828055	0.0	0.009316315765725482	0.0	0.008095481125001117	0.014090489872517539	0.0	0.0	0.0	0.03508454413183676	0.0	0.0	0.0	0.004524886877828055	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.0	0.012768905406730147	0.0	0.0	0.0	0.03670645884113912	0.0438958313050791	0.0	0.018701257383124673	0.0	0.0	0.003585888010681349	0.0
x3	0.027078161250890635	0.00835237392546066	0	0.02922529204458349	0.049170482222902524	0.03198991673094394	0.034665065521932624	0.038701099147086936	0.005109167978625601	0.009818665164897341	0.05028527119764029	0.0	0.01997167856686746	0.03737975693811142	0.016221549777018805	0.016334863487973975	0.00569756268756629	0.015654460111027342	0.030557841283653228	0.017300215493503683	0.028999909292917365	0.0053172243770077	0.016181002473857578	0.03806623717206985	0.0	0.00975210962907134	0.018524540519094065	-0.0005951004656873166	0.0	0.03727080515012049	0.008110774888509403	0.045201015971441	0.003025124683861962	0.010168627884548967	0.015140021300400828	0.0	0.004799540366760033	0.01928974844268685	0.0009389988671467048	0.004524886877828055	0.04680627064600678	0.019034323644613545	0.006730751650962408	0.00904977375565611	0.007171776021362698	0.0	0.004524886877828055	0.008958201404518184	0.003585888010681349	0.0	0.002780316655447802	0.0	0.016304369522004765	0.0	0.004609676476703339	0.0	0.003540882489153146	0.0030259249935947695	0.01308372566719663	0.0	0.0	0.0	0.0	0.019437077991330716	0.0	0.016628814173769647	0.0	0.0	0.021263717182002907	0.0	0.012065814840303085	-0.0010014106163557818	0.0	0.0	0.0	0.018717898705683057	0.0	0.003201442306060733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010899399371713695	0.02613012358655843	0.0	0.004881643495876125	0.0	0.0	0.014898105205251484	0.0
x4	0.03694594430391101	0.017536820691034342	0.007943170668818448	0	0.023531410813568097	0.011117601048104601	0.059676559337377484	0.03795931800616652	0.025293097212709326	0.01208110860381137	0.04050980002328001	0.0	0.02989420267883474	0.02553462470414407	0.02130098981737295	0.007012034525153027	0.007318695359368984	0.030742061763184798	0.013279708059169013	0.022176887666540586	0.0032426216796338117	0.0036829359735488345	0.016181002473857578	0.018140840960534442	-0.0009389988671467055	0.01087636860194028	0.006443431915282692	0.0018779977342934103	0.0	0.036508509456106834	0.014898105205251484	0.026006233197418523	-0.0015495587299284572	0.002006401350288329	0.010927797983477792	0.004524886877828055	0.008974566749810604	0.010767773470831061	0.005253230983908059	0.004524886877828055	0.04400622937039399	0.00979200659556235	0.0032841308647434996	0.00904977375565611	0.011101562433503435	0.0	0.0	0.01416831840215404	0.008110774888509403	0.0	0.006044140587835777	0.0	0.006948770058231276	0.004524886877828055	0.004903852017220953	0.0	-9.153685442283687e-05	0.0011690078262184393	0.018003167688432315	0.0	0.0	0.0	0.0	0.006508783644809784	0.0	0.0250335000450475	0.004524886877828055	0.0	0.010495789092945382	0.0	0.0003691519411123291	0.0019196128243804402	0.0	0.0	0.0	0.030101254140830414	0.0	0.009434219460276724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.0	-0.0011902009313746334	0.0	0.0	0.0	0.022757109241084105	0.0209409583930568	0.0	0.01306191107404233	0.0	0.0	0.014898105205251484	0.0
x5	0.0122629483517012	0.007658470275681452	0.032316839613688045	0.031219890195417228	0	0.006119827614444113	0.03726918083060237	0.03413255222808709	0.012020711861723666	0.022069881226614185	0.052810881393604174	0.0	0.01888264494519179	0.015569723939422488	0.0	0.013265792570727158	0.009746701471445771	0.01791237666544289	0.013352446122549943	0.009383476570826608	0.0016673429732267102	0.0	0.008110774888509403	0.024199827171196515	0.0	0.023885006910730037	0.013271309535186	0.0	0.0	0.021863155077225225	0.01583710407239819	0.04116283303641303	0.0	0.002302493216591536	0.011696662899190753	0.0	0.010832855478439716	0.010270412551404954	0.0	0.00904977375565611	0.04234067218024802	0.007028137704756386	0.0	0.004524886877828055	0.004698677821381971	0.0	0.0	0.016690381337231937	0.008110774888509403	0.0	0.006814934658704548	0.0	0.012926903386137178	0.004524886877828055	0.005471035633979829	0.0	0.011580858955682952	0.03426282411145398	0.0031869032355642765	0.0	0.0	0.0	0.0	0.014211097704317117	0.0	0.014719573053708862	0.004524886877828055	0.0	0.00924671773448495	0.0	0.01656713471372992	0.012849489970715503	0.0	0.0	0.0	0.05101601193587032	0.0	0.004909332582448671	0.0	0.0	0.0	0.0	0.0	0.00904977375565611	0.0	0.0	0.0	0.0	0.017293792284558202	0.0	0.0	0.0	0.02599966763875492	0.048768300070014994	0.0	0.002464211126410789	0.0	0.0	0.01942299208307954	0.0
x6	0.011368827557586189	0.013207596182034582	0.004197004107556453	0.014263853956769585	0.015776640243217142	0	0.0172868439768054	0.01992915610124998	0.002688535729359253	0.003585888010681349	0.03274940983709464	0.0	0.019635139136268232	0.0056384228345896705	0.005463885744974761	0.0009725456439907864	0.00261643154216233	0.0001650749554156307	0.014353660778947962	0.003585888010681349	0.024297505156204505	0.005368036081185898	0.005364525752824972	0.010757664032044046	0.0	0.023050173542983114	0.018140094814473446	-0.00038444570462061643	0.0	0.002185788907547207	0.027533766971588942	0.03349679060604882	0.007101424966060969	0.013061951892311786	0.016737080738193896	0.0	0.014343046299634534	0.020191883492320775	0.0	0.0	0.01911739318986506	0.0017246995141461424	0.001212490402043873	0.0	0.007900120127442702	0.0	0.0	-0.0004324040306420252	0.0	0.0	0.0	0.0	0.0	0.0	0.014749258493501874	0.0	0.029382379959761763	0.047139926029712655	0.004524886877828055	0.0	0.0	0.0	0.0	0.009418756489920794	0.0	7.6421229799444e-05	0.004524886877828055	0.0	0.026770277434966586	0.0	0.002815980359730134	0.025870628084482112	0.0	0.0	0.0	0.04935356777131747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018232791151704907	0.0	0.0	0.0	0.03389397517634195	0.02145665702166108	0.0	0.0038226902950984224	0.0	0.0	0.006787330316742081	0.0
x7	0.013089107685264225	0.009906249468257555	0.030209218416122043	0.014209504607752086	0.03286559014252692	0.002267671061628679	0	0.029782028242086287	0.014470450039279834	0.008110774888509403	0.03970474833408453	0.0	0.027299260677418925	0.015559935835491449	0.008110774888509403	0.018053002409492893	0.0085257834600981	0.013327609082064927	0.021553953717290596	0.010976865053124396	0.006885893332711713	0.0038580469104951775	0.0	0.022321829436903102	0.0	0.025153365108839674	0.015149307269479412	0.0	0.0	0.02377273816576241	0.01583710407239819	0.04129912008188069	0.0	0.017586838770139838	0.006977817030353912	0.0	0.010666718434360605	0.00582293679425091	0.0	0.013574660633484162	0.0368745199125871	0.007444561455331425	0.0	0.00904977375565611	0.004698677821381971	-0.0009389988671467055	0.0	0.026684467894045803	0.003585888010681349	0.0	0.007812746214839815	0.0	0.004114894192762068	0.004524886877828055	0.01402961864417958	0.0	0.03496694788152067	0.03474828249649689	0.017741110039356373	0.0	0.0	0.0	0.004524886877828055	0.009095968262339032	0.0	0.00510303414412861	0.004524886877828055	0.0	0.0013701848106787244	0.0	0.003182286780670838	0.009263091917697057	0.0	0.0	0.0	0.05104217880682282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00904977375565611	0.0	0.0	0.0	0.0	0.00879857169142818	0.0	0.0	0.0	0.01882789161739222	0.04178042443099323	0.0	0.004196237460258609	0.0	0.0	0.011312217194570137	0.0
x8	0.00969183639586325	-0.0021543421857223542	0.026835695351454227	0.027003317005227286	0.017104848693187524	0.01319678220365987	0.029661556216609822	0	0.020028501544964182	0.011696662899190753	0.05219965788824817	0.0	0.007240620825490842	0.021045528448587005	0.01263566176633746	0.007520278763824203	0.006681107099507061	0.018742344793058086	0.007493880630598024	0.02010758595225632	0.017159751667985352	0.0	0.0	0.02578901287768822	0.0	0.015549038190657477	0.020786983958008088	0.0	0.0	0.010445547269365456	0.011312217194570137	0.05718705061993523	0.0	0.008110774888509403	0.011696662899190753	0.0	0.014874446184698572	0.010573017503642122	0.0	0.00904977375565611	0.0320636844600169	0.00950529027933756	0.0	0.004524886877828055	-0.0034120970671274323	0.0	0.0	0.02404410154774745	0.008110774888509403	0.0	0.00586302789808403	0.0	0.00581763184820711	0.00904977375565611	0.009516795964210402	0.0	0.013171398010531072	0.02753392106751269	0.018033605552806524	0.0	0.0	0.0	0.0	0.014446134793515163	0.0	0.006324983804286243	0.004524886877828055	0.0	0.02295090888978587	0.0	0.010725674498477849	0.0056782239916899025	0.0	0.0	0.0	0.043155851603815576	0.0	0.0013234445717673214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.0	0.021818679162386258	0.0	0.0	0.0	0.023352778495220276	0.046054109244593355	0.0	-0.0009005473937334215	0.0	0.0	0.014898105205251484	0.0
x9	0.01552064584878696	0.01765696954493366	0.02980742053444077	0.0266370898578874	0.018909421144009574	0.020278193583418296	0.016350873960596733	0.022058355899771318	0	0.0013234445717673216	0.0372708452415646	0.0	0.02012164447084633	0.003970333715301966	0.014513659500630872	0.018354892861723496	0.0	0.009464593660043603	0.014468728865967987	0.013635200721332898	0.03624006618808616	0.004139967909474548	0.01491744978299793	0.016221549777018805	0.0	0.013246047448582226	0.017201095947326737	0.0016673429732267102	0.0	0.0178457163515787	0.02527132353267492	0.04116607298871124	0.00308816341964054	0.012888160948757865	0.015569283561759783	0.004524886877828055	0.006108028166388603	0.019606892465420474	-0.0003438984014593895	0.0	0.020546013870872685	0.003481967637689845	0.0018220774238317202	0.0	0.006576675555675381	0.0	0.0	0.005437378963968017	0.008110774888509403	0.0	0.0	0.0	0.0002863115045411106	0.004524886877828055	0.007958906946425107	0.0	0.035610676652149176	0.021181208784547968	0.005028037152344905	0.0	0.0	0.0	0.0	0.012929036459238456	0.0	0.010758572592736054	0.0	0.0	0.028714904649064208	0.0	0.012065814840303085	0.024521640184342056	0.0	0.0	0.0	0.042756196157585066	0.0	0.0	0.0	0.004524886877828055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011061015130342208	0.0	0.0	0.0	0.03407571014726432	0.035363746894436304	0.0	-0.0007444567575736956	0.0	0.0	0.003201442306060733	0.0
x10	0.015428094978277792	0.029582764570689247	0.04238222638098472	0.01706551290814209	0.028422206603593854	0.010523428095649382	0.05828324622708571	0.04406093544449851	0.025734057202323506	0	0.044733051387484145	0.0	0.021102550364535566	0.02972532343707414	0.021300989817372953	0.0007464184151953429	0.008897874971588752	0.02477369832851918	0.00950648231651431	0.015645633862842893	0.03277375704712863	0.014344174504495946	0.02005197619700976	0.013733912506541626	-0.0009389988671467055	0.026861255385227614	0.012332310668039295	0.0	0.0	0.03178715979728574	0.022069881226614185	0.020958025492351786	0.0027207781462087206	0.009066018676917599	0.015815181694450686	0.004524886877828055	0.018909241368003864	0.020283833683491244	0.0037596789542352644	0.00904977375565611	0.030832370962128573	0.009675249964672675	-0.00015230013334159326	0.00904977375565611	0.011486008138124051	0.003585888010681349	0.004524886877828055	0.014447287840939821	0.003585888010681349	0.0	0.00010990902466795817	0.0	0.006197774816543319	0.0	0.006858254284653151	0.0	0.020721336308625948	0.024872390439449988	0.02085060215424664	0.0	0.0	0.0	0.0	0.010826235072080142	0.0	0.02306371526172667	0.004524886877828055	0.0	0.028676079191572952	0.0	0.010719624420879828	0.015578237707827304	0.0	0.0	0.0	0.04682168247143141	0.0	0.0013234445717673214	0.0	0.004524886877828055	0.0	0.0	0.0	0.004524886877828055	0.0	0.0	0.0	0.0	0.011445460834962826	0.0	0.0	0.0	0.04125812380992259	0.04138586928758559	0.0	0.0036635735275269447	0.0	0.0	0.012251216061716842	0.0
