TE	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
0	0	0.019155888890678055	0.06212381651238477	0.04934833116811147	0.06056781101357099	0.06345288132118065	0.038145467791681285	0.0032876563546185163	0.015266807978118855	0.008264840587428122	0.02655226814806918	0.24500624012924288	0.23779036911997098	0.11581463472592478	0.10807599295527799	0.07746376310443628	0.053824911870274564	0.0639477804363651
1	0.023775163811210843	0	0.02323406565181398	0.012939403550151269	0.013944271167746946	0.01947764433767589	0.023078494874267157	0.005063028849847489	0.005798485365251723	0.00805704585731661	0.024536139115811113	0.18674693083565833	0.11843753850986101	0.07010494896542288	0.04122990096918258	0.04479311265022694	0.024519434796728655	0.025147205338824467
2	0.019742905746694718	0.005643219902155567	0	0.03141929715854051	0.009250956003101907	0.020250133944615674	0.01684575752183532	0.002092810791961079	0.015003687049084858	0.006388086690357527	0.020922265627180917	0.18969752880115737	0.11410413610749477	0.09073371337262057	0.03346548592061759	0.039416469268867924	0.02739837221020607	0.03504591263532695
3	0.013694518649920521	0.0032817086793950883	0.027094066661600344	0	0.019353528431014542	0.028906166561107224	0.023154423039948295	0.0024600208368473504	0.01799430304861741	0.007344056473094501	0.01890613659492285	0.18438289336165056	0.1084702718833184	0.08821104827215868	0.04930434632168932	0.05750145260603712	0.04364180756561291	0.03705006043472803
4	0.013694518649920521	0.010709731452633653	0.02723941019254694	0.03237277396591749	0	0.02765458887606679	0.02275980845370658	0.007298497368196672	0.010852418128684344	0.010570487870196776	0.014873878530406722	0.15259171572715186	0.10967791796468158	0.07822246197429902	0.037946534240618224	0.047355966456085356	0.022661066569127763	0.045313735401548205
5	0.0056300025208882625	0.026184979557207458	0.03714534666224713	0.03650335845577688	0.0329986721409973	0	0.037510808225038834	0.0074090509966823264	0.019796039783015376	0.013698882900232998	0.008825491433632529	0.1654704539094415	0.11766593609022852	0.08526663542755604	0.05458285569228752	0.03136695207645936	0.03910497353688668	0.04328020064725914
6	0.0020161290322580645	0.0224781474522676	0.0282280073112374	0.034188743273116634	0.03803350520026927	0.028201283627886226	0	0.0011347660036906675	0.025996845596085262	0.013545915746074715	0.0056300025208882625	0.1262643823440842	0.10733735535673576	0.08162842466564521	0.04145663479328203	0.023842371473671353	0.03812505629087859	0.02891221178252593
7	0.0	0.0343596749663633	0.05223293324103348	0.034821052955765625	0.04016009864608389	0.047114504161210234	0.02911424420143263	0	0.01662549644309431	0.012073582699592389	0.007646131553146326	0.09806779230990009	0.08167045835317358	0.06943758496071854	0.05205473084277967	0.02897570898950608	0.0332153222415342	0.02913619009149378
8	0.0020161290322580645	0.020850416739726367	0.02600925685513931	0.029681163979200866	0.023280664674985217	0.03651298307534961	0.04451392962672215	0.004032258064516129	0	0.011619779841664965	0.0056300025208882625	0.07367226195203078	0.059962366492128515	0.050954110210060626	0.039706093813403225	0.03730325269261823	0.02642767925649218	0.036189634250918395
9	0.0	0.0074051057285977225	0.01722458429442142	0.01379013285451552	0.022296139210089508	0.023147261292512183	0.02080481619902026	0.00765417524478639	1.8146317033783122e-05	0	0.0020161290322580645	0.03474299282084519	0.030269183720131564	0.026743692336464016	0.014904031920403673	0.027963845418994764	0.022513859574602314	0.01894249962116441
10	0.027389037299841032	0.012840482746993596	0.05610066463632814	0.03066766287373874	0.028353403918880055	0.0564345039292873	0.04303875943529996	0.00896555654041348	0.00756197577430971	0.011265510671700124	0	0.2430486379594849	0.19946925857474046	0.11550747082288482	0.08710430279332705	0.05809653101398253	0.04595556457239573	0.051387298479921885
11	0.02495452369169704	0.015164654128255045	0.03618516047152439	0.030303339879880757	0.02946098105982645	0.0331952417316269	0.019373194005324168	0.004786014403201994	0.003870045817308187	0.0029845669756354354	0.024536139115811113	0	0.13929052801881955	0.09064255023899266	0.06680283644602862	0.0316212622147655	0.025660766062719827	0.03072655259220913
12	0.019324521170808785	0.022166150892409336	0.02865752344869509	0.018532206410868814	0.023843203581703262	0.027613817625525075	0.018911388247259676	0.0042289207663614445	0.009051115577042395	0.008366719811704724	0.020922265627180917	0.16741126218433197	0	0.07062064680245374	0.01565234407298575	0.020851141808432484	0.01721964238957042	0.02300463113238258
13	0.023356779235324913	0.018019569678743904	0.020049768793215367	0.025582245217750647	0.014993553386888564	0.028197624908831372	0.01961125552450732	0.004525080311702249	0.00724390088876136	0.008343123614291771	0.011678389617662457	0.17026514444626664	0.09615109465864605	0	0.02967950908819237	0.025038986642098277	0.01112179118424352	0.016156193616667154
14	0.02134065020306685	0.011139757143927245	0.014594801891113547	0.0056633390659697564	0.01383824193299798	0.02161140560275526	0.013845051069627853	0.007757422804105429	0.0031695773305887003	0.0029413551616742973	0.015292263106292652	0.17705412400799028	0.10716452904711235	0.055191745068078904	0	0.023374651158489478	0.014779374682081053	0.019787356390474596
15	0.01730839213855072	0.008291140900166525	0.017713551182234076	0.017395650591414704	0.010368646932970436	0.015652443069370008	0.013466168395894648	0.0031006109682860075	0.006341558739677446	0.004923289281366705	0.019324521170808785	0.2009906951363832	0.12410039912592158	0.07039682802864576	0.0037035433592795624	0	0.021455608557686537	0.012408008738199496
