TE	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
0	0	0.03843772000990158	0.051780504704095516	0.04217460915683778	0.05857332350689037	0.0671357309670597	0.04471213927565998	0.027595219905987563	0.002180694735191748	0.008676219867045984	0.02940516633209909	0.20345965291910198	0.20657483856246928	0.1138737565618387	0.0807794786529394	0.07902419421527232	0.058601133917419695	0.043814935254621934
1	0.025791292843468903	0	0.018737220792765488	0.014465793977649579	0.0243812218383252	0.015133021739619779	0.012422405096762918	0.007601081749491556	0.0038793374351799763	0.006876829975663729	0.019742905746694718	0.13717198166633102	0.15198115109272953	0.08604400324577396	0.06151521676491401	0.037002863615222086	0.024110449393572077	0.02513290074000789
2	0.027807421875726965	0.014089316552599703	0	0.027145049309683308	0.017535841892951678	0.01095609365815214	0.013786098175093386	0.009294043874493245	0.00414836958507972	0.009068866227077733	0.025372908267582973	0.13863395779288226	0.14707897459591646	0.07197319730830991	0.062381247318071695	0.03882988984022597	0.02015467737780371	0.029051752162100684
3	0.027807421875726965	0.013753869892811778	0.031622428421932566	0	0.022611648594387777	0.015944444154936316	0.02113304032184348	0.011566797560364498	0.004702225996745859	0.006234741204328924	0.025372908267582973	0.134012019788123	0.1509117057768296	0.09656147898104704	0.048785286470859134	0.04620235485753708	0.02321627399328554	0.02555737355447394
4	0.02217741935483871	0.03598339519412528	0.026912569791274064	0.018068147649773117	0	0.03411498894107311	0.015417825768354772	0.017142034978189752	0.008574216874155572	0.014194881624303934	0.019324521170808785	0.12550232747478965	0.11367271839983326	0.08153935582043002	0.050990451890350875	0.03938521495834462	0.02573336562382139	0.028642786941095826
5	0.02217741935483871	0.017695195885355817	0.038056215359730285	0.026325226520003978	0.023430915526424196	0	0.026424328336912065	0.02148689868345625	0.00980483004282208	0.011765316136967303	0.015710647682178586	0.1076058966264964	0.11232853711777319	0.06097548776056114	0.057021313579099106	0.041635628454084445	0.015515590843165904	0.030909005866368196
6	0.016129032258064516	0.030662649478476092	0.04017533771364978	0.032075996339681015	0.047617402008420115	0.04570610336372196	0	0.012680172819864144	0.015233784629731977	0.014705187138335666	0.009662260585404392	0.08703814252984113	0.09791091894682796	0.057665313852817354	0.05656540067491384	0.04124264481365471	0.03739691671069308	0.018803435772179813
7	0.014112903225806451	0.021462160222220597	0.020189076732276923	0.04111665614199534	0.03790465347340518	0.05374184394041045	0.03593122492689381	0	0.006614010861669509	0.01625268329698189	0.0056300025208882625	0.06813003224820902	0.08635303993367442	0.06397111072136401	0.054558446668304734	0.03532744150767278	0.036145172805126545	0.016301490752755096
8	0.012096774193548385	0.019357846863857116	0.028067059688003465	0.031194080070387327	0.038789296565128646	0.0357510910391938	0.04409986183053496	0.017539056141066725	0	0.017447961375440583	0.007646131553146326	0.03430295884351151	0.0523202118530706	0.05382222110159345	0.033974411500065096	0.03409643718654178	0.027228727793866953	0.011755292398480072
9	0.008064516129032258	0.013113811425523435	0.019664969033937364	0.014509118361693845	0.02562585842966482	0.03405093801268847	0.02032714314344403	0.017733813250979787	0.002805971572195875	0	0.0060483870967741925	0.007920012373090255	0.04085179136918922	0.030952497296012887	0.02218452149825495	0.025939080871416647	0.025534515286272787	0.017222189332374856
10	0.03183967994024308	0.02588631882879665	0.049928220490766076	0.05685347132926066	0.050407511453341484	0.056742780580651825	0.02919488425302767	0.01826816825334653	0.0026616873193430085	0.008787360102446715	0	0.19287126730244208	0.18505914079899036	0.10570004056395134	0.07678327250153169	0.05022002671089387	0.05213094102297073	0.04759209138622655
