,PseudoTime1,PseudoTime2
E253_213,NA,0.26508
E823_343,0.42839,NA
E269_93,0.11432,NA
E468_103,0.12688,NA
E314_199,0.24749,NA
E906_411,0.51382,NA
E925_783,0.98116,NA
E229_557,NA,0.69724
E263_208,NA,0.25879
E864_178,0.22111,NA
E958_425,0.53141,NA
E621_656,NA,0.82161
E828_63,NA,0.07663
E744_366,NA,0.45729
E157_409,NA,0.51131
E103_19,NA,0.02136
E897_153,0.1897,NA
E835_309,NA,0.38568
E657_649,NA,0.81281
E881_143,0.17714,NA
E265_203,0.25251,NA
E164_397,0.49623,NA
E240_96,0.11809,NA
E611_727,NA,0.9108
E508_723,NA,0.90578
E643_135,0.16709,NA
E89_310,0.38693,NA
E912_39,NA,0.04648
E570_714,NA,0.89447
E450_318,0.39698,NA
E757_65,NA,0.07915
E106_661,0.82789,NA
E796_694,NA,0.86935
E122_84,NA,0.10302
E645_607,NA,0.76005
E448_168,0.20854,NA
E182_200,NA,0.24874
E682_336,NA,0.4196
E783_370,NA,0.46231
E139_659,0.82538,NA
E731_48,0.05779,NA
E140_86,0.10553,NA
E860_104,0.12814,NA
E40_37,0.04397,NA
E873_337,NA,0.42085
E410_570,0.71357,NA
E615_56,0.06784,NA
E418_400,NA,0.5
E195_377,0.47111,NA
E270_763,0.95603,NA
E934_105,0.1294,NA
E22_694,0.86935,NA
E715_363,NA,0.45352
E637_767,0.96106,NA
E764_428,NA,0.53518
E134_657,0.82286,NA
E675_396,0.49497,NA
E355_241,0.30025,NA
E817_303,0.37814,NA
E571_391,0.48869,NA
E110_798,NA,1.0
E171_276,NA,0.34422
E997_293,0.36558,NA
E905_81,NA,0.09925
E893_184,NA,0.22864
E483_675,NA,0.84548
E98_217,0.2701,NA
E309_643,NA,0.80528
E154_325,0.40578,NA
E654_691,0.86558,NA
E754_163,0.20226,NA
E116_757,NA,0.94849
E492_332,NA,0.41457
E397_671,NA,0.84045
E250_262,0.32663,NA
E907_653,0.81784,NA
E48_537,NA,0.67211
E900_558,NA,0.69849
E878_594,0.74372,NA
E72_76,0.09296,NA
E57_523,0.65452,NA
E773_713,0.89322,NA
E590_235,NA,0.29271
E811_463,0.57915,NA
E261_782,NA,0.9799
E862_491,NA,0.61432
E331_790,NA,0.98995
E948_94,0.11558,NA
E296_331,0.41332,NA
E147_110,NA,0.13568
E181_611,NA,0.76508
E287_348,0.43467,NA
E678_590,NA,0.73869
E992_181,NA,0.22487
E475_702,NA,0.8794
E484_273,NA,0.34045
E875_348,0.43467,NA
E310_708,0.88693,NA
E156_298,0.37186,NA
E316_780,0.97739,NA
E137_785,NA,0.98367
E527_711,0.8907,NA
E141_155,0.19221,NA
E2_516,NA,0.64573
E339_525,0.65704,NA
E338_271,NA,0.33794
E560_592,NA,0.74121
E233_578,NA,0.72362
E573_408,0.51005,NA
E79_771,NA,0.96608
E822_273,NA,0.34045
E411_416,0.5201,NA
E42_732,NA,0.91709
E472_734,NA,0.9196
E335_102,0.12563,NA
E205_761,NA,0.95352
E275_553,NA,0.69221
E218_777,NA,0.97362
E109_93,NA,0.11432
E398_585,0.73241,NA
E564_488,0.61055,NA
E768_91,0.11181,NA
E845_495,0.61935,NA
E376_392,NA,0.48995
E668_46,0.05528,NA
E627_377,0.47111,NA
E709_79,NA,0.09673
E361_46,0.05528,NA
E230_650,NA,0.81407
E266_408,0.51005,NA
E531_142,0.17588,NA
E991_184,NA,0.22864
E20_791,NA,0.99121
E416_175,NA,0.21734
E603_255,NA,0.31784
E566_80,0.09799,NA
E942_234,0.29146,NA
E793_639,0.80025,NA
E547_563,NA,0.70477
E232_614,NA,0.76884
E642_232,NA,0.28894
E836_714,0.89447,NA
E786_46,NA,0.05528
E348_764,0.95729,NA
E114_387,NA,0.48367
E400_634,0.79397,NA
E458_665,NA,0.83291
E58_170,0.21106,NA
E464_530,NA,0.66332
E533_15,0.01633,NA
E52_547,NA,0.68467
E883_486,NA,0.60804
E506_168,NA,0.20854
E806_244,NA,0.30402
E401_705,NA,0.88317
E529_136,0.16834,NA
E12_47,NA,0.05653
E322_61,NA,0.07412
E161_41,NA,0.04899
E956_296,NA,0.36935
E360_522,0.65327,NA
E152_312,0.38945,NA
E254_119,0.14698,NA
E626_482,0.60302,NA
E414_307,NA,0.38317
E791_739,NA,0.92588
E537_159,0.19724,NA
E173_176,0.21859,NA
E735_26,0.03015,NA
E220_77,0.09422,NA
E798_733,0.91834,NA
E804_170,NA,0.21106
E274_231,0.28769,NA
E406_338,NA,0.42211
E854_382,NA,0.47739
E494_367,NA,0.45854
E849_760,NA,0.95226
E467_633,0.79271,NA
E748_395,NA,0.49372
E687_537,NA,0.67211
E762_337,0.42085,NA
E55_706,0.88442,NA
E583_159,0.19724,NA
E174_280,NA,0.34925
E904_144,0.17839,NA
E667_459,0.57412,NA
E189_675,0.84548,NA
E65_88,0.10804,NA
E78_128,NA,0.15829
E959_574,0.71859,NA
E281_720,0.90201,NA
E352_199,0.24749,NA
E622_130,0.1608,NA
E433_179,0.22236,NA
E136_693,NA,0.86809
E216_281,0.3505,NA
E699_693,NA,0.86809
E918_310,NA,0.38693
E565_14,0.01508,NA
E805_94,0.11558,NA
E413_179,0.22236,NA
E606_154,0.19095,NA
E908_415,0.51884,NA
E168_99,NA,0.12186
E166_743,0.9309,NA
E1_555,NA,0.69472
E386_475,0.59422,NA
E751_361,0.45101,NA
E73_312,0.38945,NA
E108_491,NA,0.61432
E190_729,NA,0.91332
E702_657,NA,0.82286
E815_543,0.67965,NA
E832_536,NA,0.67085
E889_202,0.25126,NA
E546_129,0.15955,NA
E554_677,NA,0.84799
E111_32,0.03769,NA
E542_15,NA,0.01633
E910_301,NA,0.37563
E763_449,0.56156,NA
E144_15,NA,0.01633
E892_746,NA,0.93467
E300_618,NA,0.77387
E985_352,NA,0.4397
E963_257,0.32035,NA
E738_664,0.83166,NA
E303_145,0.17965,NA
E733_655,0.82035,NA
E766_261,NA,0.32538
E882_4,0.00251,NA
E670_723,0.90578,NA
E721_81,NA,0.09925
E710_640,0.80151,NA
E495_2,0.0,NA
E354_557,0.69724,NA
E868_80,NA,0.09799
E648_283,NA,0.35302
E887_105,NA,0.1294
E76_398,0.49749,NA
E180_426,NA,0.53266
E158_797,0.99874,NA
E826_270,0.33668,NA
E454_502,NA,0.62814
E978_141,NA,0.17462
E302_202,NA,0.25126
E890_15,NA,0.01633
E385_65,0.07915,NA
E93_522,NA,0.65327
E524_391,0.48869,NA
E480_8,NA,0.00754
E75_82,0.1005,NA
E389_210,NA,0.26131
E821_550,NA,0.68844
E284_70,NA,0.08543
E435_542,0.67839,NA
E800_358,0.44724,NA
E837_3,0.00126,NA
E391_436,0.54523,NA
E447_658,NA,0.82412
E949_776,0.97236,NA
E725_9,NA,0.00879
E632_314,0.39196,NA
E812_160,NA,0.19849
E658_375,0.46859,NA
E753_97,0.11935,NA
E19_46,NA,0.05528
E623_302,0.37688,NA
E756_510,NA,0.63819
E976_291,0.36307,NA
E204_343,0.42839,NA
E957_357,NA,0.44598
E633_483,0.60427,NA
E128_704,NA,0.88191
