SourceGENES,TargetGENES,Interaction,Edges
Gene  4 ,Gene  3 ,1,activation/repression
Gene  3 ,Gene  2 ,0.676757036247407,activation/repression
Gene  5 ,Gene  3 ,0.611336405090943,activation/repression
Gene  2 ,Gene  1 ,0.356007230642245,activation/repression
Gene  4 ,Gene  5 ,0.339714031802889,activation/repression
Gene  2 ,Gene  6 ,0.287836929585179,activation/repression
Gene  2 ,Gene  7 ,0.271922556440605,activation/repression
Gene  2 ,Gene  5 ,0.0401552046781522,activation/repression
Gene  1 ,Gene  4 ,5.72280695317442e-37,activation/repression
Gene  7 ,Gene  6 ,5.55405405015211e-37,activation/repression
Gene  1 ,Gene  5 ,5.40529077865639e-37,activation/repression
Gene  1 ,Gene  6 ,5.07974174655744e-37,activation/repression
Gene  7 ,Gene  5 ,2.83205418377739e-37,activation/repression
Gene  7 ,Gene  3 ,2.13155484991272e-37,activation/repression
Gene  6 ,Gene  5 ,1.76528407855347e-37,activation/repression
Gene  7 ,Gene  4 ,1.64270438316569e-37,activation/repression
Gene  7 ,Gene  1 ,5.90674423509744e-38,activation/repression
Gene  6 ,Gene  3 ,5.89760543351827e-38,activation/repression
Gene  6 ,Gene  4 ,4.60015340081871e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  4 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
