1,2,0.036554858811610434,0.016288256337460567
1,3,0.03905248416614761,0.016703273948034465
1,4,0.035356466952328636,0.03778144074322105
1,5,0.04168118595622262,0.034539567348302984
1,6,0.01286650281104971,0.022897561882615908
1,7,0.024001960529764946,0.02150967219346666
2,3,0.05188861044572908,0.045470322681578065
2,4,0.060758506906752906,0.057999556450471
2,5,0.057839040362357826,0.06414882607028538
2,6,0.03579793567996623,0.03500671242497242
2,7,0.049649884021730026,0.05907351700383462
3,4,0.040234248612983504,0.05591927208889602
3,5,0.04750278145161115,0.0636609935411331
3,6,0.06145678529720189,0.05413978926910903
3,7,0.04389224129655517,0.06176117801505445
4,5,0.04649032428484343,0.04773480986116618
4,6,0.05283032278338945,0.058988414382339066
4,7,0.039883721219548356,0.07233427700234193
5,6,0.05755696690757199,0.051020305171958366
5,7,0.04486728353250596,0.06482620692731582
6,7,0.010378755344649434,0.05026238321092388
