,g1,g10,g11,g12,g13,g14,g15,g16,g17,g18,g2,g3,g4,g5,g6,g7,g8,g9
g1,0.0,0.006419419794931515,0.007145760369073741,0.0071470591028688826,0.006294191587092461,0.01017623885619163,0.008297490719088106,0.011618038270506819,0.02774552843828941,0.15545766933550367,0.0517777033610785,0.025445696494706578,0.016377719520371464,0.014242274085934686,0.01093110151726118,0.00960480565064079,0.0076177006988926935,0.006835224783752425
g10,0.052138073911932196,0.0,0.23149582856673417,0.11690960417647918,0.06846271351476221,0.041939759593955406,0.024879420012914166,0.01998091367316558,0.022145012061075522,0.05160521294681801,0.051981817914418124,0.03263041432270303,0.02714481907956258,0.028044218529123244,0.04803800917662626,0.065379786839518,0.13373608482977845,0.30500345208522045
g11,0.047968344299031726,0.2814430064865989,0.0,0.25257598270135534,0.12827124624906797,0.056276908779721885,0.039399294642804,0.0280250801247012,0.020024006398658027,0.022081447491515735,0.05509606781295068,0.031533908569363785,0.02266343738496638,0.0227795425641914,0.029538037486921652,0.0412436429158762,0.06876349567438969,0.14855640094652683
g12,0.04828029844784308,0.13811988196881375,0.28890665597056664,0.0,0.22447254113767345,0.11201394267432606,0.05489268886557744,0.03611436567299209,0.025063942589003876,0.02570254129150394,0.04667973513915977,0.027785047166328583,0.020772386846605383,0.017898615961236382,0.01698103104105817,0.021813406310911436,0.03803694434955851,0.05718400324462022
g13,0.05037325369268133,0.0639999993828652,0.12085252628724498,0.26077006091158195,0.0,0.24083730999945765,0.1171157791278198,0.06450187440178716,0.03736286544485231,0.027263617231957315,0.0479491303875554,0.025832639454714208,0.017731402202629556,0.017005398929996682,0.01663255044624604,0.019046825890428717,0.02056400963315304,0.0390969068052291
g14,0.05621799366937501,0.031920248035280124,0.058189141294185856,0.10741056513947635,0.2672104545028438,0.0,0.28691913303853134,0.11322685145315393,0.057793208575666055,0.03715756784120442,0.05017418263280555,0.030238928298376596,0.016754213095755047,0.014116314429084557,0.014442487868808135,0.011391662700925629,0.01298218047158937,0.019242399737919438
g15,0.06900355461630348,0.0163121261514051,0.02797261930019245,0.055147844304993344,0.1269273920858004,0.31225885911832413,0.0,0.2828771528393461,0.11464132741136952,0.060763171114739514,0.044617511853596505,0.028676321136366787,0.016996342131261184,0.013055440669379505,0.012062170518150244,0.010673114522474545,0.010255264175908529,0.009340565912245353
g16,0.05809980556514443,0.009867718177263715,0.010854942238382835,0.019732379348236063,0.04882259832645644,0.09964409378123346,0.27771984344434636,0.0,0.25843228717424105,0.11363928584117952,0.05087178242358721,0.025953230505452396,0.016015982097193057,0.01547136573935621,0.011808955484028055,0.01001959744571004,0.008663789525535821,0.009105783137352884
g17,0.07026075196816832,0.0070458273040877395,0.007246644271335347,0.010084249536209755,0.016018643811958427,0.02853204019073683,0.09051957276269613,0.2775886089373857,0.0,0.33661994073566504,0.05596207560685636,0.0304876270857155,0.018824169133181103,0.014338737979321581,0.012637242543232795,0.010331560542858194,0.009151810477693307,0.007054551391574981
g18,0.11157319678756789,0.00743378316001546,0.00716096407981267,0.00716267780139738,0.007119883994920244,0.010013815293679078,0.020952066500497392,0.06985818136626745,0.31315777933904687,0.0,0.04818010201740379,0.025535323805807003,0.01542731237924884,0.014191292039870467,0.012510872488711834,0.010530026669058206,0.010174204965678016,0.006537464889721479
