,0,1,2,3,4,5,6
0,1.0922209,0.29266798,0.009938015,0.004068356,0.015576028,0.01614535,0.007242482
1,1.2193851,0.43866044,0.06318692,0.0031099492,0.0015048614,0.005075874,0.0047370163
2,1.2079453,0.14670986,0.0032806194,0.0037047954,0.003977346,0.012501803,0.01
3,1.3065838,0.21605702,0.0055114157,0.0033569622,0.0033423568,0.008712826,0.013237701
4,1.2472403,0.57242167,0.00912183,0.0042186533,0.004790552,0.0056873746,0.0053027305
5,1.4416962,0.46279415,0.00010322709,0.0011613925,0.0064506475,0.01981657,4.214983e-05
6,1.4670696,0.6926786,0.06250805,0.0065971767,0.012779769,0.030343702,0.0047475155
7,1.6482807,0.5540764,0.0006829319,0.0127896,0.002014646,0.0028947438,0.022564908
8,1.5432603,0.8227806,0.0066573336,0.012846424,0.006410206,0.007329024,0.0009735317
9,1.4598538,0.9529593,0.02399383,0.007417146,0.020268433,0.016613493,0.00081679923
10,1.6134474,0.8960247,0.020055486,0.0039700023,0.05473167,0.005362796,0.014812766
11,1.8493775,0.72113955,0.036325034,0.0030810828,0.011470888,0.041237004,0.0029256213
12,1.2753583,1.2556702,0.0018397954,0.00038365938,0.093141034,0.096886985,0.04621988
13,1.8043934,0.7970082,0.006075855,0.0056457496,0.014141871,0.0061747935,0.013191695
14,1.9362767,0.8423951,0.0031444866,0.026873741,0.0053294967,0.02804766,0.018591724
15,1.9840018,0.8591852,0.025558462,0.01650335,0.0004237976,0.0115619665,0.002623936
16,1.7404646,1.044524,0.055261653,0.015519445,0.0021752028,0.0034748206,0.014207626
17,1.757617,1.0211213,0.009202887,0.0039673573,0.013003889,0.0011058408,0.0035046972
18,2.1004617,0.8845969,0.017428793,0.0016688466,0.042955376,0.04228824,0.0027941787
19,2.6717753,1.5820205,0.022222133,0.021315517,0.03762359,0.04175181,0.0076998593
20,2.0041797,1.0263937,0.006474245,0.01564679,0.017858993,0.014246027,0.03793085
21,1.7749703,1.2425165,0.011860771,0.0006791932,0.09078968,0.002660393,0.018501488
22,2.5117404,1.3869764,0.006511212,0.015477157,0.0025566148,0.0054748305,0.019343404
23,2.0543528,1.0611436,0.00013165631,0.026025567,0.001917753,0.0003251042,0.0003792137
24,2.1989257,1.0758983,0.033450082,0.00097255246,0.04412954,0.0025656726,0.0050658565
25,2.710998,1.8213733,0.09878206,0.0060750665,0.004329533,0.0012822722,0.00054185913
26,2.1080818,1.169178,0.003978482,0.020314155,0.00785116,0.0037098702,0.0086481245
27,1.7642312,1.3181667,0.009331401,0.0023630885,0.029717753,0.012980061,0.00973965
28,2.4592214,1.246067,0.0004404919,0.02592103,0.018352656,0.002020456,0.0002744061
29,1.3587315,2.532148,0.48321855,0.0048110443,0.005739318,0.0005613707,0.005254537
30,1.4401371,2.300621,0.049593978,0.007928688,0.013607884,0.0059131463,0.037582748
31,2.559767,2.1457837,0.07751872,0.0021467968,0.019819014,0.018256132,0.0065925927
32,1.4389479,2.1323543,0.05461085,0.029542888,0.048729934,0.044033792,0.005988769
33,1.2218816,1.6947651,0.16820726,0.062447317,0.0031794985,0.04316892,0.008017351
34,2.22061,1.223234,0.009994488,0.012758243,0.002443195,0.006906248,0.0055176076
35,2.3539913,1.9905081,1.2025529e-05,0.025752503,0.0017286678,0.008804099,0.0060591605
36,2.3961034,1.9635849,0.46835518,0.018768545,0.012404085,0.008442024,0.049442347
37,2.3116941,1.79342,0.003424119,0.022949236,0.019363046,0.0034196486,0.0049537746
38,2.178988,1.2722945,0.010482288,0.112007536,0.002160499,0.017937513,0.052837856
39,2.198169,1.4519866,0.040091444,0.002181653,0.048054144,0.066487774,0.0015295631
40,2.146574,1.3235672,0.0352324,0.002123539,0.00848864,0.00931148,0.002340542
41,1.776518,2.0253901,0.44730514,0.00072581135,0.031842466,0.0070900633,0.0018554348
42,1.8125362,2.1047602,0.24906434,0.001732658,0.01986457,0.002263658,0.027004099
43,2.1650581,2.0872896,0.0028358886,0.0018792124,0.00024719557,0.03401101,0.0037100392
44,1.9980698,2.3021512,0.0012285112,0.020413877,0.010183031,0.025783287,0.08595443
45,2.102281,2.1297398,0.0034040473,0.0015362492,0.043725956,0.013078948,0.00038123835
46,2.0385785,2.0920553,0.123197064,0.012152703,0.0031430076,0.019810699,0.01833364
47,1.9019213,2.2161782,0.6205492,0.044223536,0.04283293,0.03730112,0.035983015
48,2.0984933,1.2815809,0.024061378,0.111735985,0.107766345,0.043351445,0.012745066
49,2.180482,1.8918632,0.006579588,0.04382274,0.015911823,0.029194195,0.0002200935
50,1.6558555,1.9944521,0.04027227,0.014685609,0.0074091977,0.012112046,0.008893453
51,2.265469,1.7181567,0.5252225,0.013814096,0.0077496017,0.027889283,0.0127452165
52,1.894812,2.2053156,0.6909827,0.02029889,0.001856895,0.00036005917,0.006902833
53,1.4999493,1.6835818,0.051698532,0.0032839489,0.012272119,0.00125636,0.015726173
