TE	0	1	2	3	4	5	6	7	8	9
0	0	0.010498145214845014	0.07195966248996938	0.08200865715308424	0.026795443681908275	0.014936134747632342	0.043237259314953154	0.026104136783820297	0.016763355346215328	0.024339903775093978
1	0.007291005668135852	0	0.06157330130893634	0.05857864038906469	0.006554595481719051	0.007523205482980512	0.037035954804708594	0.017299924273184927	0.025872981857479768	0.024790117695943276
2	0.03906091087784105	0.03404408655973702	0	0.08308523853555805	0.016430622950876272	0.013855928251955982	0.04110109911365976	0.016551432228344105	0.033294217469470005	0.01774684946334656
3	0.07694347744500935	0.05833463477123842	0.13361539363142205	0	0.019362650980200204	0.014598055876703842	0.032970436822760796	0.01695162439355091	0.015427201894473979	0.025555737506960996
4	0.08546229368990196	0.007197910722287798	0.12217721648068561	0.09502246394109709	0	0.02792082588454748	0.028556573871545587	0.03034084872281836	0.024901646646099073	0.008050200740649658
5	0.06904947093601763	0.002313220681818985	0.1273814702840804	0.08718140580976795	0.02822337353399537	0	0.05046753831202523	0.02128849770109991	0.024322695815451364	0.011561137902692366
6	0.081725683915025	0.022920693432624463	0.09139282200721577	0.06421456003164418	0.021232462150161627	0.019803845143697603	0	0.027808787461495586	0.02229741390559063	0.020713554228353585
7	0.06170158682347548	0.01542970420804422	0.09313588335500643	0.06782882143404372	0.01967281059995936	0.018226362800170554	0.04427479075549248	0	0.0355685015688004	0.035090394724871514
8	0.03507694305351662	0.023333124856623054	0.12962825106985948	0.07579769237805363	0.01854710267067469	0.00981094893995673	0.04686280850617264	0.01741568516875367	0	0.025009560873823056
9	0.04004861934150413	0.028300906601354883	0.11319928210431396	0.06958767618761526	0.009588278134171771	0.007160266848084518	0.035259344356554284	0.01434838834985403	0.013571489609068165	0
