TE	0	1	2	3	4	5	6	7	8	9
0	0	0.024467076188458378	0.03722871311906072	0.03376858302530137	0.0622450559077166	0.05877719025030476	0.06477621855807686	0.06830023805715965	0.018793038803517438	0.025147619392055554
1	0.028658374169738283	0	0.028945925020339783	0.0341681838639521	0.05771415961093304	0.04720574542772281	0.06854513617375702	0.056361927655759154	0.020660565008575164	0.02986731452771417
2	0.015084293121677425	0.029456186149796146	0	0.03804706579452215	0.05395259861992995	0.04324814167163861	0.054663478311010344	0.05102987554705869	0.008869042765924767	0.016521708797492356
3	0.019316708253423753	0.020201110618202595	0.05649743805830038	0	0.049136275911747934	0.04139277398116343	0.06427368706241551	0.07213422664857976	0.013072210306517153	0.0123136883710634
4	0.026948004031282908	0.026419095508473288	0.03396324878748817	0.020293593201743846	0	0.26167568172423866	0.061597841422310874	0.11466779165672128	0.01337325730701724	0.011310114467592407
5	0.019001544239210074	0.01626429467054423	0.01935994890743458	0.020298617338291997	0.26750039246520535	0	0.09182069621966622	0.05531852153226612	0.03903773576759988	0.017336257166762573
6	0.017069931528367024	0.02554644749507244	0.02381887094367196	0.018143166678726314	0.0787849952028957	0.13482075907328092	0	0.2395306534331974	0.029266939817025023	0.009486806588855042
7	0.014641919686749341	0.00934101240717082	0.020001616783091487	0.015145600414926099	0.16084385416954752	0.09632005851005529	0.2481120140627863	0	0.02225735322039343	0.01620715268613349
8	0.027672030789107467	0.02342411417093933	0.0253397217191192	0.03298996149857652	0.09462524481976056	0.12022303795700387	0.07657508784044223	0.06894600654948481	0	0.025664432236805815
9	0.035265281304051564	0.031263187867299966	0.0229796184507887	0.03271332356927998	0.118934664037527	0.09434235726859216	0.051504300568336235	0.06207014539916261	0.02415256399051593	0
