TE	0	1	2	3	4	5	6	7	8	9
0	0	0.005857198177948755	0.07430039496538067	0.057422449103369286	0.04125835449006006	0.0266016940604168	0.047303730534444005	0.05398565773735009	0.03201180751435598	0.032472909007384754
1	0.012694278830575759	0	0.06895821270684475	0.05420517394027408	0.012666515451599856	0.016681679031979434	0.041011059904580385	0.034731137750787455	0.035981722396888946	0.031280365074923495
2	0.024664692730074846	0.01910380572749901	0	0.07292244485302163	0.03637833019477132	0.04242695543273617	0.030822324424844515	0.04180878944011259	0.029449504322533158	0.03541206234187283
3	0.05715355969425574	0.035391681596856	0.10138046767027924	0	0.0469223823814516	0.031232313817095497	0.043988898725725804	0.041241182154939444	0.03936297966685046	0.034134026719890145
4	0.049283290625632775	0.006054954303895	0.08610063699127729	0.11259134674628153	0	0.053852006267640126	0.04892784296910418	0.051987621834901424	0.011867349797081128	0.0022330776686259424
5	0.04958120980918485	0.0043759096940005305	0.09789457638756226	0.10563842440963772	0.08026977224899376	0	0.06803507722813774	0.040026071562468714	0.022256780069442438	0.0039096124802266725
6	0.06426024955093507	0.011696737438691299	0.07478973586818286	0.06966854326633695	0.047222573617586076	0.0387029112407116	0	0.06701841562504221	0.027183421562032125	0.013195482851584627
7	0.0569012991739821	0.008330468964685167	0.09957801693173934	0.08184709346807528	0.05009522079410995	0.019586036100966323	0.06556974886045475	0	0.026155336677424666	0.020414670181807277
8	0.04604175633938755	0.018490062445038778	0.09384809600328516	0.0857776973259188	0.05017724991245795	0.029122497623660662	0.06002999110644586	0.056733111640863566	0	0.021359852719175898
9	0.039813045813334	0.0284100672684841	0.07893964400818382	0.06748006098173148	0.0218139306770723	0.030452413656751335	0.06588290705732364	0.05120727662053528	0.025749639162977747	0
