,PseudoTime1,PseudoTime2
E949_585,0.58576,NA
E6_167,NA,0.1665
E400_287,NA,0.28686
E211_688,NA,0.68907
E281_378,NA,0.37813
E909_825,0.82648,NA
E86_949,NA,0.95085
E881_958,0.95988,NA
E14_931,NA,0.9328
E615_461,0.46138,NA
E869_445,0.44534,NA
E632_643,0.64393,NA
E906_619,NA,0.61986
E942_980,NA,0.98195
E646_744,NA,0.74524
E710_174,NA,0.17352
E469_664,0.66499,NA
E628_370,0.37011,NA
E76_756,NA,0.75727
E549_502,NA,0.50251
E362_604,0.60481,NA
E253_586,NA,0.58676
E637_558,NA,0.55868
E492_535,NA,0.53561
E450_549,NA,0.54965
E121_407,0.40722,NA
E582_787,NA,0.78837
E587_24,NA,0.02307
E755_865,NA,0.8666
E98_5,0.00401,NA
E112_925,NA,0.92678
E555_34,NA,0.0331
E884_456,NA,0.45637
E671_234,NA,0.2337
E65_497,NA,0.49749
E380_768,NA,0.76931
E679_844,0.84554,NA
E533_247,NA,0.24674
E913_659,0.65998,NA
E134_519,0.51956,NA
E644_367,0.3671,NA
E899_59,NA,0.05817
E108_289,0.28887,NA
E649_599,NA,0.5998
E507_728,NA,0.72919
E873_73,NA,0.07222
E588_338,NA,0.33801
E132_950,0.95186,NA
E855_520,0.52056,NA
E451_832,NA,0.8335
E350_675,0.67603,NA
E816_146,NA,0.14544
E595_613,0.61384,NA
E312_973,NA,0.97492
E840_870,0.87161,NA
E149_642,NA,0.64293
E721_102,0.1013,NA
E145_959,0.96088,NA
E894_470,0.47041,NA
E952_618,NA,0.61886
E638_617,NA,0.61785
E52_574,NA,0.57472
E764_612,NA,0.61284
E662_875,NA,0.87663
E985_832,0.8335,NA
E730_395,NA,0.39519
E427_872,NA,0.87362
E842_733,0.7342,NA
E605_363,0.36309,NA
E661_169,0.16851,NA
E274_532,0.5326,NA
E60_367,0.3671,NA
E965_69,0.0682,NA
E440_919,0.92076,NA
E747_204,NA,0.20361
E508_257,NA,0.25677
E716_353,NA,0.35306
E158_730,NA,0.73119
E328_217,0.21665,NA
E223_917,0.91876,NA
E975_70,NA,0.06921
E452_256,0.25577,NA
E827_971,NA,0.97292
E331_454,NA,0.45436
E660_37,0.03611,NA
E863_349,0.34905,NA
E650_567,0.5677,NA
E122_416,NA,0.41625
E645_695,NA,0.69609
E12_201,NA,0.2006
E395_583,NA,0.58375
E967_510,0.51053,NA
E744_363,0.36309,NA
E465_78,NA,0.07723
E955_597,NA,0.59779
E674_518,NA,0.51856
E859_54,0.05316,NA
E565_876,NA,0.87763
E900_475,0.47543,NA
