,0,1,2,3,4,5,6,7,8
0,1.1259059,0.11269223,0.006718553,9.257935e-05,0.01,0.0008613712,0.014179067,0.008806722,0.004037659
1,1.1561298,0.296524,0.0015762153,0.023257539,0.01941345,0.0028737516,0.010265302,0.019933214,0.050850827
2,1.4308581,0.3433008,0.010256728,0.0118283965,0.004518546,0.0020089136,0.023656499,0.0043425653,0.021678997
3,1.5341057,0.0016772927,1.439642e-05,0.014485041,0.28233695,0.5493401,0.1541508,0.5372161,0.30769593
4,1.4932501,0.3289885,0.0037798106,0.0021070489,0.025597032,0.00012247874,0.04873091,0.04513011,0.01606711
5,1.5718242,0.44073567,0.00035682006,0.025029855,0.1626368,0.017976955,0.047094,0.0014250636,0.03335914
6,1.3079779,0.6075266,0.0037045872,0.010555519,0.0040643574,0.00508589,0.021535799,0.012732192,0.014595265
7,1.8852484,0.3151435,0.052895,0.0005683288,1.5552167e-05,0.001994617,0.011737968,0.010882118,0.043906696
8,1.7433097,0.61236984,0.015747452,0.126737,0.003155647,0.060782783,0.008096121,0.020503579,0.060621016
9,1.2550707,0.84835446,0.15748872,0.021576026,0.020570712,0.0065408023,0.06592133,0.0012323748,0.016098002
10,2.40975,0.2671894,0.0019722453,0.020120354,0.0556792,0.037983827,0.012496124,0.027145376,0.0118606035
11,2.2258961,0.4908251,0.07652579,0.012059891,0.0010256076,0.014988179,0.04256414,0.0029794583,0.0002596556
12,1.7988453,0.75873345,0.00035457505,0.015260472,0.002864244,0.0054980167,0.07336757,0.004248836,0.009122196
13,1.8153539,0.7781722,0.0077302638,0.012985316,0.007684498,0.007449633,0.0037914296,0.104486585,0.06174041
14,1.9041246,0.769393,0.017774865,0.010867087,0.015881812,0.0036136943,0.054208826,0.00089906075,0.002071573
15,1.5845428,0.9273157,0.021489779,0.013563259,0.0061739213,0.003108531,0.07745098,0.0314609,0.01380704
16,1.5740714,0.9375485,0.0029192185,0.014665126,0.010551485,0.024311882,0.013857457,0.000106352934,0.0054276967
17,2.3029559,0.5817235,0.0065706,0.014893127,5.001019e-05,0.012198344,0.024756137,0.0013470516,0.029504884
18,2.0071337,0.8257252,0.01617657,0.032695837,0.0116716195,0.015197981,0.007715577,0.023965742,0.018651977
19,1.6456993,1.0244136,0.0094054565,0.011425704,0.0063219396,0.0092162145,0.0011909478,0.05296917,0.010884842
20,2.0594118,0.9164031,0.0109860515,0.0002915481,0.040625717,0.00043463527,0.017011506,0.014636408,0.0546001
21,2.0682049,1.0040061,0.0021613338,0.015488419,0.00030762856,0.008965988,0.011845048,0.04698544,0.010106139
22,2.6000123,0.968525,0.021774393,0.0047431677,0.0067258724,0.02676595,0.0022882717,0.025481556,0.019676276
23,1.6676052,1.139965,0.043730315,0.06115301,0.00046067644,0.02523989,0.00030801535,0.027769525,0.0046137543
24,1.8556762,1.1024876,0.0056717247,0.045495447,0.013378392,0.001276918,0.00052803644,0.003570967,0.028997058
25,2.5974624,1.1215359,0.0013602349,0.0024838448,0.0058691227,0.012276704,0.053118397,0.0031850936,0.0024436887
26,2.5224178,1.1490358,0.00030077912,0.016013157,0.0066305897,0.0072713513,0.0021440757,0.04824024,0.0420994
27,2.20658,1.1625135,0.017931826,0.00034421717,0.008477077,0.0013122674,0.024664469,0.050354704,0.098765515
28,2.537774,1.2653902,0.05199081,0.0122570135,0.02166907,0.017850896,0.15721345,0.039017096,0.0047063855
29,2.7946086,1.2431971,0.05254917,0.005286118,0.0041034506,0.007893691,0.017485784,0.08275823,0.06120789
30,2.3472023,1.2960744,0.012325866,0.03118242,0.0056131524,0.0099454895,0.036023907,0.033584595,0.13344245
31,2.0810587,1.2380911,0.102169305,0.040570762,0.0048043937,0.011843004,0.009618644,0.026486082,0.008795461
32,1.8718706,1.2554612,0.020635234,0.004760524,0.007924674,0.013393807,0.04399812,0.0004873823,0.05385596
33,2.3323073,1.3365666,0.016391393,0.0059711887,0.00069553906,0.028032428,0.059136726,0.08177557,0.017853428
34,2.1150596,1.3403907,0.0049139825,0.002553267,0.014494658,0.030452121,0.0040526297,0.020556694,0.0057410346
35,2.412929,1.416452,0.025588231,0.0123415245,0.047697447,0.045124453,0.06564535,0.10328983,0.020375432
36,2.5948274,1.5410328,0.012502828,0.010906512,0.00071977236,0.0023436917,0.02470075,0.013490757,0.023338778
37,2.239668,1.3887936,0.025398243,0.0012064675,0.020741278,0.0012503029,0.015306581,0.026867725,0.0066902554
38,2.2967987,1.4319072,0.035266325,0.21338995,0.007528565,0.001908409,0.00040446152,0.006418615,0.0038711168
39,1.6921095,1.4822361,0.023841823,0.0013134958,0.0024073531,0.0004061865,0.020992009,0.08541106,0.041229226
40,2.0442476,1.4762589,0.04830664,2.8854389e-05,0.051231615,0.020398987,0.01971338,0.063061185,0.08076312
41,1.7890875,1.4578042,0.049637627,0.0047359453,0.001829782,0.013806502,0.084080115,0.012373847,0.0029474632
42,1.6223714,1.5465275,0.046319652,0.029706532,0.002524947,0.0016171777,0.07464046,0.023611043,0.014125013
43,2.0854154,1.5326453,0.019084075,0.009858595,0.00093228556,0.0030439093,0.036966767,0.010725639,0.004544557
44,2.0092976,1.4874594,0.006859992,0.004619976,0.00954699,0.030298617,0.00858173,0.0034466276,0.0032967622
45,1.6176119,1.6062087,0.0009018948,0.00034950892,0.00039508505,0.0049464204,0.0019920086,0.007083884,0.06217455
46,2.0472279,1.542848,0.014626427,0.020936798,0.0028773153,0.006061383,0.0033629802,0.004460264,0.022496445
47,1.7818513,1.5617689,0.019201512,0.010559948,0.0014602952,0.043966535,0.010680663,0.032099485,0.00077814085
48,2.2857256,1.8014581,0.00030737845,0.0010515054,0.024777364,0.003407263,0.020064367,0.043870416,0.0070626144
49,2.3554387,1.8598459,0.006891956,0.020245276,0.0007112772,0.00088392966,0.032002226,0.025090966,9.3285664e-05
50,2.149757,1.63697,0.28635278,0.03442999,0.0085771,0.04914161,0.038408548,0.0028639995,0.010522673
51,2.2527914,1.7787733,0.007609793,0.019361923,0.028603297,0.025614077,0.01807344,0.015263207,0.0008241886
