SourceGENES,TargetGENES,Interaction,Edges
Gene  10 ,Gene  9 ,1,activation/repression
Gene  4 ,Gene  3 ,0.90086491360759,activation/repression
Gene  3 ,Gene  2 ,0.900341336279478,activation/repression
Gene  3 ,Gene  7 ,0.826825486556926,activation/repression
Gene  1 ,Gene  10 ,0.775152749490835,activation/repression
Gene  3 ,Gene  1 ,0.764317495226713,activation/repression
Gene  5 ,Gene  6 ,0.687658761810605,activation/repression
Gene  5 ,Gene  4 ,0.634921661301827,activation/repression
Gene  1 ,Gene  2 ,0.588210776658346,activation/repression
Gene  3 ,Gene  8 ,0.528454427261471,activation/repression
Gene  4 ,Gene  7 ,0.466695921603652,activation/repression
Gene  4 ,Gene  1 ,0.444678010698703,activation/repression
Gene  4 ,Gene  2 ,0.320051936117543,activation/repression
Gene  7 ,Gene  5 ,0.294256589029227,activation/repression
Gene  7 ,Gene  6 ,0.287006527292705,activation/repression
Gene  3 ,Gene  10 ,0.244544771669519,activation/repression
Gene  2 ,Gene  10 ,0.222194774207815,activation/repression
Gene  8 ,Gene  5 ,0.14718061998095,activation/repression
Gene  8 ,Gene  6 ,0.146679231231882,activation/repression
Gene  7 ,Gene  10 ,0.111694230840382,activation/repression
Gene  2 ,Gene  9 ,0.0868935569873266,activation/repression
Gene  10 ,Gene  8 ,0.0698124113209723,activation/repression
Gene  3 ,Gene  4 ,0.00509747211262376,activation/repression
Gene  7 ,Gene  8 ,0.00165404217319654,activation/repression
Gene  6 ,Gene  4 ,5.54880583283049e-36,activation/repression
Gene  9 ,Gene  8 ,5.08984944823554e-36,activation/repression
Gene  9 ,Gene  7 ,3.52715054725807e-36,activation/repression
Gene  6 ,Gene  5 ,2.76589036528745e-36,activation/repression
Gene  9 ,Gene  5 ,1.92541123184087e-36,activation/repression
Gene  9 ,Gene  6 ,1.70895030864923e-36,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  1 ,Gene  9 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  10 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  9 ,0,no regulation
Gene  5 ,Gene  10 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  10 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  9 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  4 ,0,no regulation
Gene  8 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  9 ,0,no regulation
Gene  8 ,Gene  10 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  3 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  10 ,0,no regulation
Gene  10 ,Gene  1 ,0,no regulation
Gene  10 ,Gene  2 ,0,no regulation
Gene  10 ,Gene  3 ,0,no regulation
Gene  10 ,Gene  4 ,0,no regulation
Gene  10 ,Gene  5 ,0,no regulation
Gene  10 ,Gene  6 ,0,no regulation
Gene  10 ,Gene  7 ,0,no regulation
Gene  10 ,Gene  10 ,0,no regulation
