,PseudoTime1,PseudoTime2,PseudoTime3
E666_645,NA,0.80803,NA
E288_536,0.67127,NA,NA
E90_112,NA,NA,0.13927
E962_314,NA,0.39272,NA
E194_610,NA,NA,0.76412
E801_422,NA,NA,0.52823
E875_200,NA,NA,0.24969
E720_61,0.07528,NA,NA
E154_160,NA,NA,0.1995
E837_502,NA,0.62861,NA
E863_356,NA,NA,0.44542
E592_769,NA,0.96361,NA
E628_741,NA,0.92848,NA
E85_315,0.39398,NA,NA
E444_290,0.36261,NA,NA
E855_500,NA,NA,0.6261
E463_111,NA,0.13802,NA
E260_264,NA,0.32999,NA
E866_28,0.03388,NA,NA
E432_479,NA,0.59975,NA
E232_20,NA,NA,0.02384
E313_23,NA,NA,0.0276
E946_550,NA,NA,0.68883
E992_30,0.03639,NA,NA
E168_427,0.5345,NA,NA
E96_57,NA,NA,0.07026
E347_103,NA,NA,0.12798
E305_386,NA,0.48306,NA
E689_62,NA,0.07654,NA
E411_399,0.49937,NA,NA
E836_353,0.44166,NA,NA
E460_395,0.49435,NA,NA
E258_509,NA,NA,0.63739
E441_326,0.40778,NA,NA
E512_318,0.39774,NA,NA
E824_130,NA,NA,0.16186
E991_299,NA,NA,0.3739
E348_155,NA,0.19322,NA
E746_599,NA,NA,0.75031
E138_593,0.74279,NA,NA
E888_160,NA,0.1995,NA
E280_97,NA,0.12045,NA
E79_555,NA,NA,0.69511
E613_568,NA,NA,0.71142
E199_284,NA,NA,0.35508
E649_767,NA,0.9611,NA
E459_496,NA,0.62108,NA
E910_15,NA,NA,0.01757
E736_465,NA,NA,0.58218
E703_306,NA,0.38269,NA
E506_161,0.20075,NA,NA
E0_64,NA,0.07905,NA
E504_231,NA,NA,0.28858
E765_692,NA,0.867,NA
E137_464,NA,0.58093,NA
E939_447,0.5596,NA,NA
E374_731,NA,NA,0.91593
E487_619,NA,NA,0.77541
E265_121,0.15056,NA,NA
E245_55,NA,0.06775,NA
E718_773,0.96863,NA,NA
E597_732,NA,0.91719,NA
E468_201,NA,NA,0.25094
E594_653,NA,NA,0.81807
E834_293,NA,0.36637,NA
E870_599,NA,NA,0.75031
E569_236,NA,0.29486,NA
E729_499,NA,0.62484,NA
E9_6,NA,0.00627,NA
E726_346,NA,NA,0.43287
E968_276,0.34504,NA,NA
E810_307,NA,0.38394,NA
E963_122,NA,NA,0.15182
E620_574,0.71895,NA,NA
E681_500,NA,NA,0.6261
E10_117,0.14555,NA,NA
E838_488,0.61104,NA,NA
E46_364,NA,NA,0.45546
E905_591,NA,0.74028,NA
E692_643,0.80552,NA,NA
E669_322,0.40276,NA,NA
E568_445,NA,NA,0.55709
E228_376,0.47051,NA,NA
E501_263,0.32873,NA,NA
E60_184,NA,0.22961,NA
E516_781,0.97867,NA,NA
E215_734,NA,0.9197,NA
E553_76,NA,NA,0.0941
E38_772,NA,0.96738,NA
E830_366,NA,0.45797,NA
E880_476,NA,NA,0.59598
E531_433,0.54203,NA,NA
E171_732,NA,NA,0.91719
E355_402,0.50314,NA,NA
E274_100,NA,0.12422,NA
E676_506,0.63363,NA,NA
E95_631,NA,0.79046,NA
E578_682,0.85445,NA,NA
E539_687,NA,NA,0.86073
E762_270,NA,0.33752,NA
E995_314,0.39272,NA,NA
E660_207,NA,NA,0.25847
E522_230,NA,0.28733,NA
E956_663,0.83061,NA,NA
E637_105,NA,0.13049,NA
E981_144,NA,0.17942,NA
E791_417,0.52196,NA,NA
E958_76,NA,0.0941,NA
E678_737,0.92346,NA,NA
E8_615,0.77039,NA,NA
E447_689,NA,0.86324,NA
E767_459,NA,NA,0.57465
E266_715,NA,NA,0.89586
E923_387,NA,0.48432,NA
E503_117,NA,0.14555,NA
E859_243,NA,NA,0.30364
E788_549,NA,NA,0.68758
E271_506,NA,0.63363,NA
E860_536,NA,0.67127,NA
E75_576,0.72146,NA,NA
E605_435,NA,0.54454,NA
E541_103,NA,0.12798,NA
E601_622,0.77917,NA,NA
E153_432,NA,0.54078,NA
E91_337,0.42158,NA,NA
E812_564,NA,NA,0.7064
E707_379,NA,NA,0.47428
E365_572,0.71644,NA,NA
E776_703,NA,NA,0.8808
E22_19,NA,NA,0.02258
E731_406,NA,NA,0.50816
E916_148,NA,0.18444,NA
E132_660,NA,0.82685,NA
E881_318,0.39774,NA,NA
E18_270,NA,0.33752,NA
E984_195,NA,NA,0.24341
E648_64,NA,0.07905,NA
E191_725,NA,0.90841,NA
E704_659,0.8256,NA,NA
E461_64,NA,0.07905,NA
E190_266,0.3325,NA,NA
E711_73,0.09034,NA,NA
E329_260,0.32497,NA,NA
E303_635,0.79548,NA,NA
E475_444,NA,0.55583,NA
E725_726,0.90966,NA,NA
E450_51,0.06274,NA,NA
E295_774,NA,0.96989,NA
E871_634,0.79423,NA,NA
E408_607,NA,0.76035,NA
E708_596,0.74655,NA,NA
E181_93,NA,NA,0.11543
E81_29,NA,0.03513,NA
E264_224,0.2798,NA,NA
E785_87,NA,NA,0.1079
E735_656,NA,0.82183,NA
E277_117,NA,NA,0.14555
E323_674,0.84442,NA,NA
E229_119,NA,NA,0.14806
E876_190,NA,NA,0.23714
E270_52,NA,NA,0.06399
E184_734,NA,0.9197,NA
E591_450,0.56336,NA,NA
E799_5,NA,NA,0.00502
E769_349,NA,0.43664,NA
E166_706,0.88457,NA,NA
E42_39,NA,0.04768,NA
E507_544,0.6813,NA,NA
E180_92,NA,0.11418,NA
E43_186,0.23212,NA,NA
E86_790,NA,NA,0.98996
E157_573,NA,0.71769,NA
E493_473,NA,NA,0.59222
E716_649,NA,NA,0.81305
E100_793,NA,NA,0.99373
E546_344,0.43036,NA,NA
E425_7,NA,0.00753,NA
E619_7,NA,0.00753,NA
E970_727,0.91092,NA,NA
E297_20,0.02384,NA,NA
E478_154,0.19197,NA,NA
E511_692,0.867,NA,NA
E158_712,NA,0.8921,NA
E473_272,0.34003,NA,NA
E394_578,NA,0.72396,NA
E83_263,NA,0.32873,NA
E92_344,NA,0.43036,NA
E150_515,0.64492,NA,NA
E980_690,NA,NA,0.86449
E646_789,NA,0.98871,NA
E662_233,0.29109,NA,NA
E805_152,NA,0.18946,NA
E254_426,NA,0.53325,NA
E200_235,0.2936,NA,NA
E639_355,NA,NA,0.44417
E476_766,NA,0.95985,NA
E754_98,NA,0.12171,NA
E732_738,NA,NA,0.92472
E532_377,NA,0.47177,NA
E589_460,NA,NA,0.57591
E23_683,NA,0.85571,NA
E235_558,NA,0.69887,NA
E986_506,NA,NA,0.63363
E24_640,NA,0.80176,NA
E439_140,NA,0.1744,NA
E756_464,0.58093,NA,NA
E953_575,NA,NA,0.7202
E757_447,NA,0.5596,NA
E316_545,0.68256,NA,NA
E795_667,NA,0.83563,NA
E913_685,0.85822,NA,NA
E580_270,NA,0.33752,NA
E897_396,NA,NA,0.49561
E702_577,NA,NA,0.72271
E526_284,NA,0.35508,NA
E998_615,NA,0.77039,NA
E433_499,NA,NA,0.62484
E68_446,0.55834,NA,NA
E499_287,NA,0.35885,NA
E574_116,0.14429,NA,NA
E480_538,NA,0.67378,NA
E534_29,NA,NA,0.03513
E2_93,0.11543,NA,NA
E169_35,0.04266,NA,NA
E747_297,NA,NA,0.37139
E27_2,0.00125,NA,NA
E54_258,NA,0.32246,NA
E252_103,NA,NA,0.12798
E782_440,0.55082,NA,NA
E562_570,NA,0.71393,NA
E988_6,0.00627,NA,NA
E485_781,NA,NA,0.97867
E47_158,NA,NA,0.19699
E114_634,NA,0.79423,NA
E434_215,0.26851,NA,NA
E275_556,0.69636,NA,NA
E238_563,0.70514,NA,NA
E563_104,NA,NA,0.12923
E852_230,NA,0.28733,NA
E800_689,NA,NA,0.86324
E159_175,NA,0.21832,NA
E87_716,0.89711,NA,NA
E352_217,NA,0.27102,NA
E424_394,NA,0.4931,NA
E951_80,NA,NA,0.09912
E514_473,0.59222,NA,NA
E196_489,NA,NA,0.6123
E139_244,NA,NA,0.30489
E331_549,NA,NA,0.68758
E721_605,NA,0.75784,NA
E392_361,0.45169,NA,NA
E78_680,0.85194,NA,NA
E915_317,NA,NA,0.39649
E802_209,NA,0.26098,NA
E713_455,NA,NA,0.56964
E125_615,0.77039,NA,NA
E500_218,NA,0.27227,NA
E947_108,0.13425,NA,NA
E261_153,NA,0.19072,NA
E11_631,NA,0.79046,NA
E256_477,NA,0.59724,NA
E51_707,NA,0.88582,NA
E44_499,0.62484,NA,NA
E77_658,0.82434,NA,NA
E284_294,NA,NA,0.36763
E999_561,NA,0.70263,NA
E354_253,NA,NA,0.31619
E797_602,NA,0.75408,NA
E610_105,0.13049,NA,NA
E530_367,NA,NA,0.45922
E486_234,NA,NA,0.29235
E608_90,NA,NA,0.11167
E896_252,NA,NA,0.31493
E973_72,0.08908,NA,NA
E883_124,NA,NA,0.15433
E45_370,NA,NA,0.46299
E796_301,NA,0.37641,NA
E31_708,NA,0.88708,NA
E65_184,0.22961,NA,NA
E941_288,NA,NA,0.3601
E32_411,NA,NA,0.51443
E943_155,0.19322,NA,NA
E175_646,NA,0.80928,NA
E948_342,NA,NA,0.42785
E379_265,NA,0.33124,NA
E631_340,NA,NA,0.42535
E453_89,NA,0.11041,NA
E84_602,NA,NA,0.75408
E449_228,NA,NA,0.28482
E818_157,0.19573,NA,NA
E20_772,NA,NA,0.96738
E333_783,NA,NA,0.98118
E282_612,NA,0.76662,NA
E211_18,0.02133,NA,NA
E624_744,NA,0.93225,NA
E17_604,0.75659,NA,NA
E887_121,0.15056,NA,NA
E682_392,NA,0.49059,NA
E101_610,NA,0.76412,NA
E858_534,0.66876,NA,NA
E119_773,NA,0.96863,NA
E126_531,NA,0.66499,NA
E198_221,0.27604,NA,NA
E559_500,0.6261,NA,NA
E969_403,NA,NA,0.50439
E949_611,NA,NA,0.76537
E517_511,NA,NA,0.6399
E247_184,0.22961,NA,NA
E989_432,0.54078,NA,NA
E225_579,NA,0.72522,NA
E827_154,NA,0.19197,NA
E709_533,0.6675,NA,NA
E696_124,NA,NA,0.15433
E253_370,NA,0.46299,NA
E249_85,0.1054,NA,NA
E384_188,NA,NA,0.23463
E118_398,0.49812,NA,NA
E470_10,0.01129,NA,NA
E163_729,0.91343,NA,NA
E575_702,NA,0.87955,NA
E596_615,NA,0.77039,NA
E544_267,NA,0.33375,NA
E543_765,NA,0.95859,NA
E255_548,0.68632,NA,NA
E527_22,NA,0.02635,NA
E622_358,NA,NA,0.44793
E884_212,NA,NA,0.26474
E864_627,0.78545,NA,NA
E359_161,0.20075,NA,NA
E310_553,NA,0.6926,NA
E983_102,NA,NA,0.12673
E368_401,NA,NA,0.50188
E556_744,NA,NA,0.93225
E178_30,0.03639,NA,NA
E967_111,NA,NA,0.13802
E609_750,NA,0.93977,NA
E218_763,0.95609,NA,NA
E779_621,NA,NA,0.77792
E930_416,0.5207,NA,NA
E993_616,NA,0.77164,NA
E112_305,0.38143,NA,NA
E404_232,NA,NA,0.28984
E733_749,NA,NA,0.93852
E56_574,0.71895,NA,NA
E5_211,0.26349,NA,NA
E742_206,NA,0.25721,NA
E633_745,NA,0.9335,NA
E845_429,NA,0.53701,NA
E396_662,0.82936,NA,NA
E467_230,NA,0.28733,NA
E358_530,NA,0.66374,NA
E914_773,0.96863,NA,NA
E108_590,NA,0.73902,NA
E843_630,0.78921,NA,NA
E724_471,NA,0.58971,NA
E793_623,NA,NA,0.78043
E854_476,NA,0.59598,NA
E808_220,0.27478,NA,NA
E76_223,0.27854,NA,NA
E438_482,NA,NA,0.60351
E867_419,NA,NA,0.52447
E515_656,NA,0.82183,NA
E37_758,NA,NA,0.94981
E781_560,NA,0.70138,NA
E484_714,NA,0.8946,NA
E764_50,NA,0.06148,NA
E111_544,0.6813,NA,NA
E239_57,NA,0.07026,NA
E697_704,0.88206,NA,NA
E982_339,NA,NA,0.42409
E279_641,0.80301,NA,NA
E223_736,NA,NA,0.92221
E59_83,NA,0.10289,NA
E890_234,NA,NA,0.29235
E739_360,0.45044,NA,NA
E832_572,NA,0.71644,NA
E388_590,NA,0.73902,NA
E925_514,NA,NA,0.64366
E621_615,0.77039,NA,NA
E771_60,NA,0.07403,NA
E706_15,NA,NA,0.01757
E351_324,0.40527,NA,NA
E322_250,NA,0.31242,NA
E320_225,NA,NA,0.28105
E693_638,NA,NA,0.79925
E784_494,NA,0.61857,NA
E882_427,0.5345,NA,NA
E102_514,0.64366,NA,NA
E573_392,0.49059,NA,NA
E98_786,NA,0.98494,NA
E220_398,NA,0.49812,NA
E176_452,NA,0.56587,NA
E814_498,NA,NA,0.62359
E231_185,0.23087,NA,NA
E848_513,0.64241,NA,NA
E602_198,0.24718,NA,NA
E109_720,0.90213,NA,NA
E289_660,0.82685,NA,NA
E106_378,0.47302,NA,NA
E847_679,NA,NA,0.85069
E518_672,0.84191,NA,NA
E737_604,0.75659,NA,NA
E113_92,NA,0.11418,NA
E690_167,NA,0.20828,NA
E296_70,0.08657,NA,NA
E743_131,NA,0.16311,NA
E576_159,0.19824,NA,NA
E156_637,0.79799,NA,NA
E428_109,NA,0.13551,NA
E415_795,0.99624,NA,NA
E987_708,0.88708,NA,NA
E391_417,NA,0.52196,NA
E440_749,0.93852,NA,NA
E944_505,0.63237,NA,NA
E407_359,0.44918,NA,NA
E66_295,NA,0.36888,NA
E538_529,NA,NA,0.66248
E668_311,0.38896,NA,NA
E116_297,0.37139,NA,NA
E413_426,0.53325,NA,NA
E744_206,NA,0.25721,NA
E629_775,NA,NA,0.97114
E924_420,NA,NA,0.52572
E48_160,0.1995,NA,NA
E584_392,NA,0.49059,NA
E234_118,NA,0.1468,NA
E25_379,0.47428,NA,NA
E657_42,NA,NA,0.05144
E585_284,NA,NA,0.35508
E928_117,0.14555,NA,NA
E873_789,0.98871,NA,NA
E197_607,NA,NA,0.76035
E904_707,NA,0.88582,NA
E155_9,0.01004,NA,NA
E398_91,0.11292,NA,NA
E623_141,NA,NA,0.17566
E658_65,NA,0.0803,NA
E932_682,NA,0.85445,NA
E632_798,NA,NA,1.0
E994_361,NA,0.45169,NA
E403_154,0.19197,NA,NA
E217_552,NA,NA,0.69134
E535_720,0.90213,NA,NA
E306_481,NA,NA,0.60226
E495_747,NA,0.93601,NA
E160_154,NA,0.19197,NA
E422_494,NA,NA,0.61857
E330_211,NA,0.26349,NA
E343_363,0.4542,NA,NA
E319_751,0.94103,NA,NA
E345_510,NA,0.63864,NA
E590_42,0.05144,NA,NA
E653_108,NA,0.13425,NA
E786_633,NA,0.79297,NA
E219_162,0.20201,NA,NA
E935_444,0.55583,NA,NA
E344_347,NA,NA,0.43413
E7_141,0.17566,NA,NA
E783_245,NA,0.30615,NA
E465_206,NA,NA,0.25721
E483_60,NA,NA,0.07403
E715_334,NA,0.41782,NA
E188_751,NA,NA,0.94103
E612_410,NA,0.51317,NA
E6_41,NA,0.05019,NA
E891_683,NA,NA,0.85571
E301_417,0.52196,NA,NA
E161_389,0.48683,NA,NA
E481_550,NA,0.68883,NA
E603_410,NA,0.51317,NA
E671_89,0.11041,NA,NA
E741_752,NA,0.94228,NA
E616_489,0.6123,NA,NA
E80_724,NA,0.90715,NA
E496_259,NA,NA,0.32371
E636_51,0.06274,NA,NA
E140_259,NA,0.32371,NA
E869_379,NA,0.47428,NA
E611_619,NA,0.77541,NA
E642_471,NA,NA,0.58971
E240_677,NA,NA,0.84818
E760_665,NA,NA,0.83312
E519_615,NA,0.77039,NA
E618_606,NA,0.7591,NA
E525_630,0.78921,NA,NA
E4_116,0.14429,NA,NA
E387_477,NA,NA,0.59724
E909_575,NA,NA,0.7202
E350_528,NA,NA,0.66123
E16_9,NA,NA,0.01004
E582_595,NA,NA,0.74529
E471_299,0.3739,NA,NA
E61_640,NA,0.80176,NA
E134_722,NA,NA,0.90464
E107_220,NA,0.27478,NA
E417_558,NA,NA,0.69887
E712_480,NA,0.601,NA
E815_319,NA,0.399,NA
E346_461,0.57716,NA,NA
E263_506,0.63363,NA,NA
E324_222,NA,0.27729,NA
E64_313,NA,0.39147,NA
E294_447,0.5596,NA,NA
E50_96,0.1192,NA,NA
E151_405,NA,NA,0.5069
