SourceGENES,TargetGENES,Interaction,Edges
Gene  12 ,Gene  6 ,1,activation/repression
Gene  12 ,Gene  8 ,0.952123722043294,activation/repression
Gene  12 ,Gene  7 ,0.728561816130944,activation/repression
Gene  12 ,Gene  9 ,0.60444525701152,activation/repression
Gene  12 ,Gene  10 ,0.550781702222824,activation/repression
Gene  11 ,Gene  8 ,0.521043129355419,activation/repression
Gene  11 ,Gene  6 ,0.514100969802432,activation/repression
Gene  12 ,Gene  11 ,0.489846832920067,activation/repression
Gene  13 ,Gene  12 ,0.473582196510278,activation/repression
Gene  12 ,Gene  1 ,0.436035253077462,activation/repression
Gene  11 ,Gene  7 ,0.414906423288318,activation/repression
Gene  12 ,Gene  5 ,0.39771194533455,activation/repression
Gene  11 ,Gene  10 ,0.313188398936335,activation/repression
Gene  11 ,Gene  9 ,0.31196779622559,activation/repression
Gene  12 ,Gene  13 ,0.266921754687814,activation/repression
Gene  12 ,Gene  15 ,0.261814678117333,activation/repression
Gene  13 ,Gene  11 ,0.252143196446615,activation/repression
Gene  11 ,Gene  1 ,0.229955843871766,activation/repression
Gene  11 ,Gene  5 ,0.204468779740091,activation/repression
Gene  11 ,Gene  16 ,0.202736063885184,activation/repression
Gene  12 ,Gene  4 ,0.179568151433483,activation/repression
Gene  11 ,Gene  15 ,0.176039954358398,activation/repression
Gene  12 ,Gene  16 ,0.13742268596586,activation/repression
Gene  11 ,Gene  13 ,0.134124345615974,activation/repression
Gene  13 ,Gene  8 ,0.119015106129785,activation/repression
Gene  5 ,Gene  3 ,0.116781230462342,activation/repression
Gene  11 ,Gene  12 ,0.10665090050751,activation/repression
Gene  12 ,Gene  14 ,0.0848402380676429,activation/repression
Gene  11 ,Gene  4 ,0.0780988134162805,activation/repression
Gene  5 ,Gene  2 ,0.0746118178449524,activation/repression
Gene  13 ,Gene  9 ,0.0683532294372012,activation/repression
Gene  12 ,Gene  17 ,0.0668589077030815,activation/repression
Gene  13 ,Gene  6 ,0.0663876899896996,activation/repression
Gene  11 ,Gene  17 ,0.0652508859792458,activation/repression
Gene  5 ,Gene  4 ,0.0634370240565198,activation/repression
Gene  12 ,Gene  2 ,0.0471342917634537,activation/repression
Gene  12 ,Gene  18 ,0.0431580569018232,activation/repression
Gene  13 ,Gene  1 ,0.0383746831124439,activation/repression
Gene  11 ,Gene  2 ,0.035860762913423,activation/repression
Gene  12 ,Gene  3 ,0.0353984743690408,activation/repression
