,PseudoTime1,PseudoTime2,PseudoTime3
E508_277,NA,NA,0.34673
E496_735,NA,NA,0.92211
E414_743,0.93216,NA,NA
E650_560,0.70226,NA,NA
E393_192,0.23995,NA,NA
E328_713,0.89447,NA,NA
E780_637,NA,0.79899,NA
E364_334,NA,NA,0.41834
E864_39,0.04774,NA,NA
E116_83,0.10302,NA,NA
E541_150,NA,0.18719,NA
E622_455,NA,NA,0.57035
E313_347,NA,NA,0.43467
E690_176,NA,0.21985,NA
E389_484,0.60678,NA,NA
E309_6,0.00628,NA,NA
E573_785,0.98492,NA,NA
E155_258,0.32286,NA,NA
E170_167,0.20854,NA,NA
E142_277,0.34673,NA,NA
E691_309,0.38693,NA,NA
E270_745,NA,NA,0.93467
E329_88,0.1093,NA,NA
E945_144,0.17965,NA,NA
E601_720,0.90327,NA,NA
E884_271,NA,NA,0.3392
E39_564,0.70729,NA,NA
E999_265,NA,0.33166,NA
E648_249,NA,0.31156,NA
E688_416,NA,0.52136,NA
E477_685,0.8593,NA,NA
E500_464,NA,0.58166,NA
E24_531,NA,0.66583,NA
E638_591,NA,0.74121,NA
E215_79,NA,0.09799,NA
E227_538,0.67462,NA,NA
E597_333,NA,0.41709,NA
E707_415,NA,NA,0.5201
E66_786,NA,0.98618,NA
E1_700,NA,NA,0.87814
E608_797,NA,NA,1.0
E800_624,NA,NA,0.78266
E164_505,NA,NA,0.63317
E634_268,NA,0.33543,NA
E338_120,NA,0.1495,NA
E377_575,NA,0.72111,NA
E776_294,NA,NA,0.36809
E3_676,NA,NA,0.84799
E0_154,NA,0.19221,NA
E189_246,0.30779,NA,NA
E655_724,0.90829,NA,NA
E260_469,NA,0.58794,NA
E994_326,NA,0.40829,NA
E69_105,0.13065,NA,NA
E123_469,NA,0.58794,NA
E129_473,NA,NA,0.59296
E721_153,NA,0.19095,NA
E904_353,NA,0.44221,NA
E546_425,0.53266,NA,NA
E599_265,NA,NA,0.33166
E724_323,NA,0.40452,NA
E667_621,0.77889,NA,NA
E947_1,0.0,NA,NA
E376_557,NA,0.69849,NA
E453_174,NA,0.21734,NA
E476_381,NA,0.47739,NA
E420_184,0.2299,NA,NA
E865_522,NA,0.65452,NA
E192_260,NA,NA,0.32538
E957_78,NA,0.09673,NA
E316_259,0.32412,NA,NA
E586_588,NA,0.73744,NA
E493_782,NA,NA,0.98116
E226_29,0.03518,NA,NA
E526_617,NA,0.77387,NA
E5_358,0.44849,NA,NA
E60_27,NA,0.03266,NA
E7_646,0.8103,NA,NA
E406_679,NA,0.85176,NA
E370_414,0.51884,NA,NA
E268_404,0.50628,NA,NA
E933_324,NA,0.40578,NA
E615_189,NA,NA,0.23618
E179_77,0.09548,NA,NA
E504_781,NA,NA,0.9799
E409_335,0.4196,NA,NA
E579_646,NA,0.8103,NA
E64_785,NA,0.98492,NA
E130_411,NA,NA,0.51508
E483_608,NA,NA,0.76256
E220_359,NA,0.44975,NA
E303_254,0.31784,NA,NA
E186_288,NA,NA,0.36055
