,0,1,2,3,4,5
0,1.286613,1.1852326,0.9032752,0.18323675,0.0017397618,0.17079474
1,1.6694269,1.3215619,0.42042,0.087552264,0.12430647,0.71087563
2,1.6050555,1.0402881,0.0090527665,0.011734797,0.0011364153,0.5371615
3,1.3878133,1.1374102,0.10746045,0.019915696,0.0055993088,0.73708797
4,1.7108196,1.4644463,0.023883287,0.009318414,0.004966739,1.0149286
5,1.992862,1.3983232,0.008577986,0.011763998,0.0073812753,1.0504619
6,1.7258935,1.5065464,0.0068329843,0.009627954,0.0031156898,0.96574587
7,1.8826919,1.2474675,0.016132789,0.02820374,0.02450983,0.8655909
8,1.9619877,1.2798535,0.0012298691,0.029229172,0.07630988,0.6619874
9,2.0686657,1.2269523,0.08256105,0.0053898105,0.081024356,0.6704569
10,2.0943084,1.4395194,0.008421465,0.0015644581,0.011004494,1.0110062
11,1.897831,1.2367619,0.010685142,0.0002854261,0.015807498,0.6070186
12,2.1835039,1.0913795,0.015579155,0.0052310256,0.016282402,0.70531595
13,2.3777385,1.2827444,0.023876268,0.009689642,0.012784112,0.66094804
14,2.6490526,1.1569309,0.019687928,0.029976286,0.002837185,0.5514276
15,2.0987298,1.2396171,0.14850107,0.0036823584,0.039818883,0.3769201
16,2.2312913,1.1292667,0.006133532,0.06466677,0.016704375,0.36562234
17,1.9593574,1.2795016,0.0006920097,0.060957227,0.00044387506,0.44727874
18,1.2394474,0.83309424,1.0327996,0.18271108,0.015432452,0.24454373
19,1.2691011,1.0234298,0.9975699,0.3684859,0.0035503611,0.40436754
20,2.1018384,1.0136938,0.052797385,0.02000221,0.013876694,1.091401
21,1.6636615,1.0225382,0.81372476,0.38808003,0.08156656,0.4125422
22,1.1789309,0.97918,1.1094061,0.3434919,0.00023530168,0.34195247
23,2.2902615,0.97145,0.024589537,0.000531993,0.013167855,1.0848976
24,2.1898427,0.8937966,0.3172456,0.32422653,0.0037454702,0.9477578
25,2.4649048,0.96801007,0.9127654,0.34631282,0.0011107067,0.6537496
26,1.5353564,1.1106853,0.58324593,0.3922407,0.012821359,1.3711723
27,2.0759366,1.3328693,0.012414799,0.023349246,0.033777904,0.19745445
28,2.3565483,0.59938306,0.38535985,0.0011468118,0.11600597,0.8776035
29,1.1879501,1.1847183,1.061799,0.54255474,0.008199346,0.61606085
