,g1,g10,g11,g12,g13,g14,g15,g16,g17,g18,g2,g3,g4,g5,g6,g7,g8,g9
g1,0.0,0.007924677142459048,0.0059094220092876255,0.007767178744471672,0.006138952125273001,0.005770334005644699,0.008625019842699422,0.01012002304309131,0.0194682866170352,0.09710143080861529,0.05992402733515486,0.03464456090318201,0.01693474374905462,0.0119433017904318,0.00991389154325068,0.009929721311581324,0.008638148768661038,0.006449151180562195
g10,0.052813277476600674,0.0,0.22221572257004743,0.0988622565921861,0.060801399202532504,0.034606537425102564,0.023496551134546174,0.01750689350425708,0.030947966959014354,0.02940781302981721,0.06723689103380266,0.036907626051151575,0.027115610918870374,0.033236427662669286,0.043265066378956864,0.05861909619662777,0.15025096744247307,0.303484334195732
g11,0.0520020875982402,0.28509329208416045,0.0,0.23369877258741995,0.10061344216994915,0.060575797840165056,0.03878836153783214,0.027358421494587015,0.02797344340473627,0.026110218187434354,0.04334452537253675,0.027022921344887475,0.02111092551463123,0.02214499866751245,0.02211845940370646,0.04371843604380398,0.07716550014470604,0.12179358190972261
g12,0.051177029218253775,0.1283050948973468,0.2961566018109619,0.0,0.2171189389764636,0.1202627960901363,0.07056334120997615,0.043597855059365656,0.027545135685450316,0.03494846573959636,0.044164439850262034,0.027141312629213148,0.020597211544737034,0.015660032159456445,0.015727414570775842,0.021414413262810763,0.035200403286761904,0.0755364558224489
g13,0.04476593343204468,0.06527067117979808,0.13289360863605448,0.28436820731884827,0.0,0.2326297804361255,0.13296739031061008,0.06611932784949806,0.03629091284414051,0.05537234895747108,0.04402208252897703,0.027247759397706284,0.020156234944514607,0.01491313099311455,0.014259909177388067,0.015454048512410503,0.023336337253689603,0.038988693369343706
g14,0.05102305657801745,0.03430923876857368,0.05836894010602511,0.1218074844800163,0.2967163528963565,0.0,0.2813981448535174,0.11470393858940138,0.06384192053847351,0.03672668621061259,0.04851504369905647,0.028246641474870857,0.017378660354448607,0.017103416382127114,0.012683479823381737,0.01361136729327272,0.016256790581423118,0.021347826241827284
g15,0.0633271477449634,0.01678652904644208,0.02800010243432548,0.05617595275358402,0.15356861713790937,0.314450036342994,0.0,0.2536281162244813,0.10408525087144586,0.07437240898954814,0.04552025192493466,0.028293977093152192,0.018099821794606966,0.016049572480896633,0.010778159462280312,0.011090497214788268,0.009757585554388616,0.011289581782053753
g16,0.0553558160987834,0.009354975769520468,0.016399568600196215,0.0180216278950476,0.045950092500968154,0.11032417621649039,0.2663344594872549,0.0,0.30412974930314024,0.11328163180604624,0.04857948277604696,0.02602456893013334,0.02213678494560979,0.0139031853553339,0.010654517340633623,0.010762988829919553,0.008435987403554219,0.007254460752815734
g17,0.05883288882397342,0.00861171922341842,0.009317780229685577,0.01043340888144604,0.014149201228017941,0.030574494160845178,0.07819236656411567,0.3073624140839824,0.0,0.3152742195468482,0.0511403670107456,0.02858385982443344,0.01746204651994343,0.01447316901679745,0.011579811780765977,0.010507408285453225,0.007172088340303717,0.0070915568702048185
g18,0.09826728283947139,0.006964310658962431,0.006746333610705599,0.006560721599038256,0.007069041767348332,0.010261519699165745,0.014935780593566176,0.05366372459361498,0.2276706986712142,0.0,0.055324815910654454,0.0260917873000521,0.01618637331846112,0.012763929815886251,0.010729676191881001,0.01012601369509343,0.007817156643780273,0.00660631262229961
g2,0.06825464808638286,0.008417093767292952,0.008169667358581802,0.006338680861343858,0.006483376486271146,0.006009210663624184,0.009038756705774857,0.012115257326057921,0.01728961235856823,0.04147128211716139,0.0,0.09064161617221309,0.030301517358751792,0.015360690755427509,0.011851793230344673,0.011498586208698286,0.008365809049381336,0.0075301677803383
g3,0.05728017815455329,0.010558870425828067,0.0069995554159698855,0.0063201866248518744,0.00749858576131896,0.007925497007684475,0.008191243041444307,0.01347497342950821,0.016307569125739795,0.021365005969024048,0.1387437299228145,0.0,0.16826881612605346,0.055165075101206,0.02320820352791067,0.013514139455800205,0.009500922525316922,0.0077324565930313345
g4,0.05098807983803206,0.008752612742200983,0.0067737253155117725,0.006943078505645976,0.006108767607102863,0.006593222751890203,0.00869464087828078,0.011374511580291811,0.01779481253804279,0.02098552053494093,0.08352605846047206,0.28102478147019844,0.0,0.20126903812125507,0.08928576289674643,0.03809439349294333,0.015889276871253615,0.009483736335300526
g5,0.06465770246795596,0.013856750024220607,0.01042721341614824,0.0069236160132341166,0.008735946015363632,0.008472704876250294,0.009738229217299648,0.010577917351505524,0.020413998362315316,0.025669471542777166,0.060928186838949926,0.12835463305228417,0.30449459032776643,0.0,0.22558412337895412,0.10626818821581743,0.036558690647406245,0.020075416966312123
g6,0.060316337121252575,0.0205318493071564,0.013958362730147687,0.009615749593571974,0.00973251265220589,0.009073644625628456,0.009040113610975897,0.013892682292294742,0.023250779807734528,0.02786176067555931,0.05220110004548239,0.08057770649103684,0.14471790396073692,0.28997198200860097,0.0,0.21353773321561056,0.089524113818221,0.038939549362958
g7,0.061763468505922105,0.04936228789953427,0.02514431989033922,0.014310601582947665,0.010465440221372607,0.011583939178524245,0.011596363596739398,0.013634684073316939,0.016206194130575325,0.023221923267298175,0.053147099945086394,0.05391947582206596,0.0726325131787939,0.14222381433290265,0.2918342373905414,0.0,0.19484604576969206,0.10431730413278277
g8,0.05368161039859116,0.11436848467834576,0.04981769717321929,0.03707116414339095,0.017877734302222826,0.010118336132696701,0.010473406368396453,0.01544539957094086,0.01676903705351353,0.02513629659793983,0.04695168436859297,0.03885159209542848,0.05073064854395324,0.07331166220512762,0.13022324663995272,0.2759917990259169,0.0,0.21094952885159676
g9,0.05086503089415579,0.210718112447694,0.10182694311816728,0.07402115837013222,0.03115307366523336,0.020208378296165598,0.016460603780869963,0.015622496422616447,0.02033772736502125,0.025515881422910714,0.05588485687239703,0.037192276409391954,0.03160431765722044,0.049444089647483105,0.06520735659454077,0.1341269829007342,0.30005515693781765,0.0
