SourceGENES,TargetGENES,Interaction,Edges
Gene  6 ,Gene  5 ,1,activation/repression
Gene  6 ,Gene  3 ,0.804164250675191,activation/repression
Gene  1 ,Gene  5 ,0.701840974480516,activation/repression
Gene  6 ,Gene  2 ,0.405713542413052,activation/repression
Gene  2 ,Gene  3 ,0.279268301824395,activation/repression
Gene  3 ,Gene  1 ,0.250705329879292,activation/repression
Gene  2 ,Gene  5 ,0.21807606239321,activation/repression
Gene  3 ,Gene  5 ,0.172228286391446,activation/repression
Gene  6 ,Gene  1 ,0.167514192801631,activation/repression
Gene  2 ,Gene  4 ,0.129789483547374,activation/repression
Gene  3 ,Gene  4 ,0.128668897095298,activation/repression
Gene  3 ,Gene  6 ,0.125398842528799,activation/repression
Gene  1 ,Gene  4 ,0.116243212258171,activation/repression
Gene  2 ,Gene  6 ,0.0841576806481839,activation/repression
Gene  4 ,Gene  5 ,0.0709428209226699,activation/repression
Gene  4 ,Gene  1 ,0.0427669211266053,activation/repression
Gene  2 ,Gene  1 ,0.0387885658380643,activation/repression
Gene  4 ,Gene  3 ,0.0317137380808025,activation/repression
Gene  4 ,Gene  6 ,0.0149353676349005,activation/repression
Gene  3 ,Gene  2 ,0.00956831284793033,activation/repression
Gene  4 ,Gene  2 ,0.0024134862619192,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  4 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
