TE	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
0	0	0.026149852178937862	0.02194859273110354	0.02803018009823765	0.026777405069893682	0.03879223036888891	0.05632700490310979	0.060297820983252266	0.02612226801677363	0.010294910369352093	0.40308510268896774	0.24859942908560226	0.11308793048663429	0.057551946570640715	0.02998715561671175	0.02973697943710495	0.02656890525850066	0.0063761697495561395
1	0.3196801627007629	0	0.011252867160291053	0.004672084365180167	0.00617563584356971	0.01613536333300822	0.018161025746800195	0.003682430766973168	0.011759835126137106	0.0060111312795906105	0.32914788024848457	0.1485706719134167	0.06978419628704954	0.037022645317809806	0.018734655214234675	0.020314300811371987	0.020447412095795904	0.006954114815641962
2	0.2944879508891985	0.011347244586732183	0	0.011626196357964766	0.0031397019086779644	0.022021825053897284	0.01968638420417539	0.022217422747502387	0.011596283912032957	0.006896046912274848	0.32420400751565065	0.143114658014567	0.06558438258710851	0.03556916853942127	0.018952433172290395	0.020882166834617022	0.00628668422286492	0.0019102937893012018
3	0.28298944458056335	0.017479281937062323	0.010155777103066112	0	0.01640257309428286	0.029459468856366685	0.023775782802280685	0.030435014832869256	0.015018406516235193	0.009096367176354694	0.3159324421318335	0.14784687362443033	0.06828053151407887	0.029070425708503437	0.02859814332096485	0.019780197095166804	0.008838661577551508	0.008610072562528322
4	0.2627651953856275	0.009124418813918374	0.013261022207737064	0.01679779394801126	0	0.021802090314054962	0.01859177129323688	0.011063784318453826	0.017530051953065635	0.008167478454805956	0.2889631676281617	0.12260662595670414	0.07958504879479389	0.030222062928885948	0.02516549450232095	0.025340800305452115	0.0036206445902324308	0.008737060633965992
5	0.2113326601214048	0.009789081782757425	0.006003067773745128	0.0132584971979293	0.037347648100815756	0	0.017951653031541132	0.025180967025783596	0.015583558225095225	0.012870811377812881	0.26842070090131964	0.13474539038700306	0.08548275000620864	0.03839426313055258	0.023546535775005383	0.02011930443993285	0.012998797303154543	0.012542856139365784
6	0.1784368348707575	0.008930930800278618	0.02118997351163921	0.024300322088236563	0.026275517624460863	0.0422102638884808	0	0.03388525608270364	0.019363487776222266	0.013094547112841425	0.2341862020914385	0.1038503072150322	0.07618030877568355	0.04240079453905165	0.0319620957192198	0.012523942130447985	0.012957804279201408	0.019610923739512537
7	0.1358944217166206	0.007255408137507646	0.0150862589427464	0.027956537111806148	0.016332525305094138	0.02731395809443976	0.03160947726899084	0	0.03988527309420447	0.016584435735359424	0.1801659368809824	0.08949187277670702	0.0639944266003037	0.040186049979801	0.018022388593179922	0.020416278216002257	0.010100167652828508	0.006059117587375658
8	0.0922145276663296	0.009424893739650015	0.009831860688960652	0.021431116261935078	0.013110486529264347	0.029471381454925095	0.0293521671970068	0.04175298189649755	0	0.019955436244704673	0.1124248147723279	0.0837904626976503	0.03663216770069952	0.045391547352051816	0.021262270197285507	0.0122917932943206	0.015730260548549063	0.020532940808232848
9	0.04925345821755176	0.011972692158267989	0.009668860228721893	0.022724744333034196	0.015465264182302778	0.018770797576556267	0.0255193680985505	0.04066321720968975	0.018848098608704376	0	0.05777084378949274	0.04926893548535597	0.025182372249915177	0.04207710658506738	0.007854160935954514	0.011498494719592987	0.024772088435273114	0.011754017758817296
10	0.39839969036185363	0.025045682209957145	0.016536120342670487	0.02248593086101288	0.034869552356423306	0.03212395284085673	0.040113090449328065	0.046950250909438454	0.02692094536555081	0.0075939324198743535	0	0.23807861155497007	0.10855995396795887	0.06057221678531094	0.03931214116395329	0.029930211656890787	0.020101031206306724	0.013324706155445782
11	0.3351765981718282	0.010852865547056112	0.007324827383648676	0.016189468036169437	0.0269483711001961	0.038651462243639446	0.024595310108616993	0.02899248485343501	0.008577533736389031	0.006360187063797888	0.303136139031105	0	0.06559063660385339	0.034382529620478705	0.029173308917924284	0.00899064522655081	0.0005633254438495556	0.011846213948190007
12	0.33394160451303856	0.0010687383396168345	0.007713285151490197	0.012729365065031592	0.017115839400087887	0.026028369711471225	0.010641054526217313	0.02037848422472173	0.012008864380223545	0.00625486992833974	0.2870400497921814	0.14236178905821947	0	0.03096984475052975	0.02422030585177685	0.013535724931852726	0.002034727349815608	0.012028374006696327
13	0.3285099737042602	0.003253725373247452	0.007556669419009664	0.001802188538505453	0.013943605655449835	0.020084978039407415	0.020868439091587487	0.012969916435409932	0.018939679442904304	0.0027334468437672146	0.2937738797612498	0.14926845481978812	0.034153670609425736	0	0.015824469483064228	0.013390856854835454	0.001640566731896806	0.007837472237958023
14	0.32838873988577305	0.003730535336653504	0.002673357149135038	0.016818572547304587	0.0069360403564880805	0.012544905028525262	0.010105973682248144	0.0110718093071641	0.013462469351874916	0.007240824304344169	0.2984413610117533	0.14773886227661984	0.07220552288719402	0.03005143923702789	0	0.014826457850038104	0.005478333092135393	0.0080552021675854
15	0.3210589795382487	0.007170109345046475	0.0015892671718489833	0.006968221225559053	0.015064220501329346	0.014530723061539852	0.018454541169035443	0.007101439078606277	0.012410658459313903	0.006347928325149999	0.29660152369029325	0.1551456431686075	0.050739713764726004	0.02666699740721411	0.013096254014544464	0	0.00686927121102717	0.007882615405776092
16	0.3226234627702971	0.00895610779736536	0.002843131401288566	0.003922859899757139	0.0060359964584874625	0.01747921635634367	0.012296347980584054	0.02368066954092674	0.009093262046183957	0.005965437833598569	0.31152182094624525	0.1306360210091481	0.06143554846912162	0.025336891028985814	0.016399867882716693	0.011618655624450682	0	0.007607035286242206
17	0.33665114603375174	0.0035362001028287414	0.008956852192641902	0.008055183323102805	0.010162748668771853	0.018327771266797768	0.016680366104298284	0.022257305995998896	0.006131810412482298	0.007296988004200208	0.3330327471391119	0.16474937240221452	0.06371136064882726	0.027679253010031525	0.03370623882235405	0.01243048691181908	0.0077496380154903075	0
