,0,1,2,3,4,5,6
0,1.1432151,0.12816848,0.00030322032,0.019020265,0.01,0.006126894,0.19852327
1,1.1231443,0.21068195,0.0036529226,0.017425753,0.023682855,0.00021001758,0.45641944
2,1.3075362,0.26135927,0.00412483,0.0028772443,0.00410275,0.031434912,0.46464083
3,1.404609,0.37097478,0.06146791,0.00395592,0.003597549,0.0047741467,0.71716315
4,1.3609698,0.4234871,0.0025233452,0.010117884,0.028704433,0.02996974,0.884329
5,1.5172843,0.4289655,0.013971212,0.010997834,0.021137506,0.001743141,0.83002526
6,1.3314753,0.725367,0.0142997,0.0015128797,0.00095027906,0.100863285,0.82318485
7,1.6879077,0.38896847,0.0057882983,0.05548565,0.00893276,0.03036235,1.0998889
8,1.8043944,0.5020733,0.024955565,0.022066312,0.011567569,0.0012296704,1.20836
9,1.5102931,0.34219873,0.012109758,0.07630992,0.0005324911,0.0017013196,1.729546
10,1.5550376,0.027958568,0.028682485,0.062497586,0.052922137,0.2805364,1.7845482
11,1.4011132,1.0050515,0.0038676509,0.0038074953,0.004211313,0.010308211,0.94204813
12,1.4297878,0.8069036,0.0008064501,0.0005606586,0.004723265,0.033590954,1.4050832
13,2.0854661,0.68438476,0.095217206,0.012774829,0.020769183,0.009945249,1.2701162
14,2.0960083,0.5384215,0.04454664,0.007822068,0.02146974,0.0034190367,1.4923003
15,1.777629,0.4691094,0.0063411337,0.008782629,0.0032700803,0.017118655,1.7649707
16,1.912397,0.59749615,0.0032104708,0.025871646,0.003519085,0.12160894,1.6534383
17,1.057016,0.19435537,0.002504485,0.06807485,0.06373147,0.0063588456,1.008564
18,2.4422948,0.17369539,0.0508179,0.0053087845,0.048425104,0.11726114,1.4425926
19,2.0171196,0.9515554,0.031047516,0.004893744,0.03422674,0.0048708445,1.3101387
20,2.2482207,0.55556625,0.015717251,0.01114607,0.031663235,0.10008287,1.5739179
21,1.0232202,0.161373,0.006162533,0.013674892,0.008377583,0.03376741,0.3670148
22,1.7658434,0.9928828,0.020280808,0.006226937,0.035028834,0.0040102354,1.3424987
23,1.140033,0.11374898,0.004238695,0.01,0.029559344,0.0053798873,0.19042586
24,1.9992232,0.33269095,0.0023126975,0.011504271,0.009311072,0.002763458,2.1417701
25,2.0060544,0.7147595,0.0029695514,0.005211425,0.00033618932,0.03415739,1.7310672
26,2.1829107,0.7405299,0.004258254,0.0076371124,0.0043598455,0.0022109514,1.6589965
27,1.8632805,1.130798,0.055139206,0.069259,0.011180933,0.026134543,1.1970159
28,1.9537398,0.9269928,0.015460611,0.032637667,0.0035842953,0.050902043,1.5296667
29,1.9118029,0.7566001,0.038161777,0.011142084,0.02662064,0.020091461,1.8341211
30,1.7552606,0.43259272,0.0073428596,0.013244231,0.0025353187,0.005069546,2.283849
31,2.1830451,0.6469455,0.026076762,0.0071944175,0.009703271,0.014748235,2.0138738
32,2.2809815,0.807515,0.006287644,0.0011323994,0.0014349258,0.0070401845,1.6264023
33,1.8054492,0.9929892,0.08964331,0.007122432,0.013002856,0.012369749,1.6027238
34,2.127842,0.86621296,0.008739428,0.020369586,0.00930247,0.0010172086,1.8656763
35,2.3938642,0.83324635,0.004630413,0.0402099,0.0071754297,0.017971326,1.4478122
36,1.795146,0.9635287,0.022935115,0.0024337731,0.011261128,0.00403267,1.758557
37,2.0805554,0.7252221,0.01578684,0.0007625887,0.0003437583,0.015553665,2.2137988
38,2.099972,0.9254462,0.0097416425,0.0016719897,0.0033471652,0.010745526,1.964201
39,1.776414,0.95326316,0.0017498891,0.061254703,0.035716504,0.041046906,1.8902426
40,1.8485358,0.81907964,0.00037426272,0.005918316,0.00012057887,0.004848613,2.0615075
41,1.6736072,0.82115006,0.031186296,0.008868767,0.011268645,0.058349516,2.1297514
42,1.9412682,0.74683875,0.0068036104,0.0072505795,0.016670609,0.011440511,2.334165
43,1.5265473,1.0363169,0.02385421,0.18244492,0.07017268,0.0055033015,1.8467673
44,1.9449127,1.1373773,0.0030517438,0.0018770685,0.004191819,0.014039097,1.8315848
45,2.2718234,1.078647,0.04248425,0.019289935,0.0037003227,0.009331522,1.8226614
46,2.1609213,1.1160787,0.002625214,0.015791014,0.00205017,0.018402006,1.9942942
47,2.5264442,0.97770745,0.011564277,0.0027063827,0.0018687916,0.012611313,1.7790643
48,1.1022094,0.015624175,0.01717388,0.007312673,0.3989949,0.0023825807,1.4780631
49,1.6202419,1.4047725,0.010593055,0.0007606907,0.008902061,0.0049674124,1.1970807
50,1.3031682,1.1772537,0.083571605,0.052883856,0.035048008,0.011631398,1.6013144
51,1.9108953,1.1007605,0.003360932,0.03014629,0.049731173,0.013537096,2.1490135
52,1.8860707,1.2436184,0.0096610235,0.011266472,0.0024408447,0.096566096,1.9867629
53,1.7547933,1.2231352,0.00049330946,0.03312983,0.003570996,0.025634265,2.1961484
54,1.9220598,1.3943068,0.005083017,0.061841697,0.015259537,0.0055893874,1.7369605
55,1.7454079,1.3387746,0.0043712948,0.0027240692,0.037618533,0.023322273,1.9493017
56,2.095113,1.3663329,0.0029785887,0.08040476,0.003772373,5.9431408e-05,2.077916
57,2.5755725,1.3055644,0.010670395,0.005197611,0.012771997,0.009170037,1.8465047
58,1.8899385,1.457807,0.1301701,0.08338394,0.0007767509,0.00043621703,1.8052526
59,1.7618189,1.5068858,0.08111934,0.011907655,0.02844691,0.027125893,1.7233434
60,1.9347696,1.4860002,0.058950286,0.024164375,0.044200875,0.019524358,1.8449321
61,2.0870821,1.5123379,0.01399442,0.0009907205,0.018849367,0.16030636,1.6969658
62,1.7327676,1.5784034,0.006794625,0.00022096095,0.1236903,0.018525353,1.5479838
63,2.6367376,1.3675488,0.03279588,0.0073342356,0.06493242,0.123423524,1.6998247
64,1.4698904,1.2767922,0.0103515135,0.04946521,0.053686857,0.041708343,2.516652
65,1.6541765,1.6026322,0.00029664714,0.021278063,0.00023523431,0.0246397,1.7916288
66,1.8224,1.2237242,0.102428354,0.019065391,0.00029206113,0.035933703,2.7744107
67,1.9914434,1.5576813,0.003853164,0.020723209,0.004303519,0.06673778,2.0674891
68,2.4468403,1.4546355,0.0003493977,0.01518364,0.0055645057,0.03654515,1.820951
69,1.3365319,1.2685852,0.00042198415,0.00085141434,0.00524258,0.009473342,2.5956225
70,1.7898484,1.4991633,0.04652359,0.019034777,0.013659361,0.0015308956,2.3852427
71,1.5486943,1.593193,0.22362965,0.0022025278,0.025132729,0.04636825,1.6308844
72,1.4585428,1.5766696,0.0007026927,0.0009415707,0.0009371653,0.030576417,2.0512726
73,1.9419854,1.5581459,0.08466803,0.018740397,0.00027709303,0.062723674,2.1600509
74,2.0492444,1.5980421,0.00420749,0.0053550038,0.057074036,0.01933882,1.8950745
75,1.72846,1.6589559,0.01182851,0.14032823,0.0054090326,0.025647227,1.7285517
76,1.438802,1.6452883,0.0149275875,0.00819351,0.020060698,0.0017647035,2.0353882
77,3.1107998,1.3559972,0.006299625,0.0024947678,0.0047719865,0.01905371,1.9435554
78,1.981507,1.6836454,0.011239972,0.0057997457,0.024067603,0.004525569,1.7809572
79,1.5362401,1.5409282,0.023869853,0.0053993124,0.005684561,0.0072539793,2.2613466
80,2.183629,1.6792527,0.04215376,0.001449007,0.0075265444,0.030119028,1.8540643
81,1.7403052,1.4664506,0.0035124456,0.0032912446,0.00726869,0.0017031658,2.7613544
82,1.9434682,1.7049664,0.05455566,0.00061251957,0.016254734,0.05034112,2.117186
83,2.2742815,1.697011,0.0075766915,0.036222618,0.13750009,0.009937478,1.9955968
84,2.139672,1.5932261,0.0033344296,0.010830684,0.049166728,0.014484539,2.258492
85,2.1571264,1.5245541,0.0016138442,0.014324544,0.07874113,0.012197339,2.4291167
86,2.6067274,1.5730513,0.1322354,0.010563659,0.013975293,0.012917195,1.5926275
87,1.5844789,1.6916988,0.24537994,0.0002068482,0.006099926,0.0001937742,1.8118064
88,1.9572026,1.6897931,0.08188228,0.016623992,0.04735227,0.00019767082,2.197521
89,2.0917234,1.7819409,0.016526597,0.0021583391,0.014714618,0.004341808,1.5148226
90,2.2593644,1.746769,0.009222188,0.033816192,0.0331586,0.026760409,1.7398592
91,1.4187734,1.8357666,0.008747138,0.016683567,0.020030256,0.10793137,1.5952137
92,1.8009228,1.8274685,0.005849436,0.017398598,0.011378023,0.011099099,1.9802032
93,2.287148,1.6529708,0.026799459,0.029705344,0.0021261256,0.00053989125,2.1501012
