62,251,283,179,243,180,221,151,83,48,4,9,86,203,163,214,223,279
110,58,13,152,104,320,192,284,87,111,99,169,247,318,324,261,88,44
57,55,37,18,137,115,311,248,224,71,160,276,295,232,310,255,97,93
64,91,49,26,67,59,228,168,182,56,141,240,298,258,229,272,273,204
70,237,95,54,77,20,38,50,245,74,164,292,234,316,254,305,299,174
32,144,238,150,63,82,2,16,185,149,143,246,213,242,315,167,212,290
89,173,301,175,98,43,27,24,109,15,106,177,184,267,322,239,312,317
112,194,274,253,85,80,61,14,11,101,196,220,226,138,291,281,117,288
108,131,282,123,165,146,79,75,1,72,172,199,189,227,265,269,178,155
30,161,257,170,136,219,114,90,66,76,100,113,263,211,285,217,147,198
153,190,314,287,271,195,225,252,205,17,39,28,68,40,118,236,121,140
133,262,250,156,92,187,304,188,233,22,126,6,19,23,135,278,307,186
119,191,158,313,256,266,102,230,202,81,215,36,10,12,47,166,300,218
120,286,323,321,176,319,231,264,181,41,148,96,46,78,5,45,241,53
132,297,289,171,208,142,309,280,260,3,145,207,69,33,127,25,31,200
154,193,244,159,302,275,201,183,268,52,206,235,162,51,34,35,21,103
124,116,210,129,296,303,197,105,157,65,134,294,270,222,107,60,122,7
128,8,42,139,216,306,308,209,94,125,293,249,259,277,130,84,29,73
