305,123,50,118,90,178,132,237,281,270,251,261,218,128,141,86,106,24
280,215,294,174,227,20,114,99,197,179,183,151,97,6,1,131,285,310
225,315,226,303,195,181,9,42,59,216,182,62,40,127,5,117,284,274
241,302,306,233,264,269,87,113,138,224,176,45,36,61,133,110,68,155
257,152,271,314,201,255,262,249,58,207,143,51,116,31,115,26,33,192
230,252,139,239,320,208,273,290,134,156,163,54,88,55,11,162,126,81
313,184,104,210,283,308,222,256,212,247,175,107,105,28,4,70,17,38
199,144,84,136,307,316,317,243,258,191,111,65,89,153,29,47,203,32
189,171,91,232,190,231,321,322,267,211,129,101,98,75,41,44,125,159
254,168,74,145,219,148,266,318,319,217,194,169,25,85,12,79,164,112
324,102,3,18,63,122,103,64,130,288,250,300,253,263,187,46,167,160
323,83,27,142,242,149,30,108,121,260,186,245,296,292,213,69,15,73
312,146,193,23,78,53,214,77,109,200,170,287,244,278,272,173,34,57
177,49,2,37,147,19,39,16,100,240,265,304,311,209,291,286,72,238
196,52,14,96,119,158,8,7,71,259,246,180,279,299,165,297,282,137
234,140,10,150,21,60,66,124,48,220,205,135,223,275,301,221,298,228
185,198,43,161,80,35,94,206,154,235,268,56,120,166,248,309,172,276
236,277,289,204,95,22,13,92,188,157,76,82,67,93,229,293,295,202
