314,60,26,38,223,130,154,170,322,317,219,243,163,165,86,146,30,104
302,129,299,288,42,17,27,65,88,247,53,203,158,61,34,282,264,253
267,295,67,300,235,240,43,71,90,248,58,224,151,73,7,213,99,238
292,263,281,76,252,280,68,175,64,251,40,214,149,119,10,191,19,160
234,258,310,315,208,293,298,46,117,197,118,122,72,6,82,74,8,123
303,171,216,236,296,179,174,177,107,274,70,186,161,132,9,156,25,152
246,63,52,287,278,324,241,192,260,193,91,187,79,35,13,115,23,190
271,36,44,162,254,309,323,229,218,245,147,155,128,24,15,112,18,183
311,153,106,108,62,140,312,269,83,319,124,205,172,150,1,159,59,209
277,78,49,95,134,268,202,297,321,286,93,185,157,87,55,101,12,196
318,143,28,92,14,135,110,141,139,320,233,276,201,148,39,226,109,256
239,51,66,37,11,200,195,113,81,301,313,212,237,304,125,138,96,222
272,89,114,85,4,75,127,145,57,275,255,262,261,244,206,182,105,232
279,121,5,56,3,84,166,97,133,307,180,225,308,181,273,169,198,184
259,173,41,116,22,33,136,137,111,285,164,230,306,227,50,283,215,167
265,144,47,32,2,45,102,142,103,290,94,284,221,211,291,228,207,242
220,270,54,77,48,16,98,31,29,231,199,120,178,168,305,316,217,294
266,194,189,176,69,21,20,188,100,289,80,257,210,131,126,249,250,204
