SourceGENES,TargetGENES,Interaction,Edges
Gene  1 ,Gene  5 ,1,activation/repression
Gene  4 ,Gene  2 ,1.15596716631698e-36,activation/repression
Gene  4 ,Gene  6 ,7.48017684191585e-37,activation/repression
Gene  4 ,Gene  3 ,3.89753958279406e-37,activation/repression
Gene  5 ,Gene  4 ,3.17061571946992e-37,activation/repression
Gene  3 ,Gene  2 ,1.91732884087168e-37,activation/repression
Gene  2 ,Gene  1 ,1.54483473715482e-37,activation/repression
Gene  6 ,Gene  1 ,1.43370090422333e-37,activation/repression
Gene  5 ,Gene  3 ,2.62818601877657e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  5 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
