TE	0	1	2	3	4	5	6	7	8	9
0	0	0.006722944428739227	0.052593944243733703	0.04850844092250572	0.03878788609661568	0.06233876313272504	0.05971891648379577	0.10084546744657237	0.019712791594708345	0.024800635046882492
1	0.014472102088705216	0	0.06642689350553939	0.05284184138580609	0.010114015866543884	0.015484605783613882	0.026185124281369366	0.06280652080638734	0.012919925201347297	0.02840700884605296
2	0.021714146797485876	0.03078626041867632	0	0.05791222813976604	0.02931469309356653	0.05589225721165803	0.06820099264341535	0.0804130944332051	0.014662597420148792	0.015532966608234928
3	0.010058824001277146	0.027990874902121553	0.05480423431787846	0	0.04638391855423365	0.04998755650854809	0.06916872839334383	0.07888104568417457	0.02812411372578861	0.02404249380045526
4	0.027751997787834003	0.012559810269586016	0.03421066293258831	0.04144660055182358	0	0.10774957198765861	0.09266097524442381	0.0963462377813695	0.026696184574551633	0.016514650392541255
5	0.01298734363136852	0.01678903667555917	0.03240010026382236	0.022454876809736905	0.09628080536620225	0	0.08600704323261199	0.11802063372725989	0.018094706128409476	0.028408978039830075
6	0.01262633921424783	0.006010227619273385	0.02701244934154743	0.03379100912857012	0.08296868377840938	0.08132090644521854	0	0.10823805973263993	0.016743960781761182	0.03820532889377827
7	0.025930748862133538	0.01670407872606567	0.02359732799688561	0.02736727153278802	0.050468274994688374	0.07656561117117329	0.09397412905180046	0	0.009787310786434087	0.04023741283106891
8	0.01992988559779495	0.02289434053082456	0.0412091097595777	0.03350452520464167	0.05734660105526938	0.07639087141548073	0.08452886131857672	0.12208449119496971	0	0.029217932955377432
9	0.016581917087508436	0.026548953702651475	0.053542099022527476	0.04847392993682468	0.025642311315680927	0.05412032878761328	0.09377856284420107	0.11942980773729697	0.02402877205255721	0
