TE	0	1	2	3	4	5	6	7	8	9
0	0	0.008745475975137714	0.0711571287004608	0.08374417415958976	0.012491196871274167	0.026085529592991787	0.017268009934169503	0.01760816079716657	0.030120917394658362	0.03281589714120076
1	0.018095514123805945	0	0.06796851990413466	0.08739555855584788	0.007183123380046474	0.012941920954088295	0.018297079155892623	0.030450312124351304	0.030259653820946815	0.03733206897242102
2	0.05117488601286421	0.03731346232351867	0	0.08646237458273143	0.015493161524572021	0.02654846863568301	0.01986071993307401	0.02547917758971271	0.036078146095693424	0.04237083624136473
3	0.05034950472785542	0.0497793323750939	0.07718729148292626	0	0.01704847299192878	0.023790486502860368	0.018221635925109135	0.02540549037160617	0.037055969617937314	0.03868303355612412
4	0.05436785019061744	0.009519279444500388	0.08399490467945134	0.08803564981897141	0	0.03733572474602649	0.01908646456633247	0.0255765909169097	0.023988091387244895	0.005583824733597044
5	0.044274560102044586	0.011958570284620301	0.08426733648732378	0.0772976140901534	0.023007004968576005	0	0.03217246403941831	0.020491074496480726	0.026133164017179963	0.0117864150490457
6	0.04732510354916642	0.002372458265469874	0.04714594849747337	0.06901516002830876	0.013450841858479067	0.024183475156481206	0	0.028479204063799127	0.03326403672809809	0.025218159545514297
7	0.04578743057217146	0.012678487720763923	0.0897425018007711	0.054904279517911984	0.016268674292196188	0.01855833185081321	0.0321051176978255	0	0.02380073722821164	0.029181143647576527
8	0.05431357964895001	0.033125661722405976	0.07693920707468793	0.06194948975307787	0.01531268283416304	0.022965587041752958	0.021046115498018023	0.016293553597081678	0	0.027368453129283377
9	0.04654778850694649	0.04269420340023189	0.06320880609678153	0.07031025332195905	0.019127376387238264	0.016441669606636088	0.01551784610979959	0.01861677190518554	0.03165414940959543	0
