TE	0	1	2	3	4	5	6	7	8	9
0	0	0.02122878850705753	0.04754509896804418	0.024056934286067564	0.04180439329100474	0.04194666787719671	0.04862681928469495	0.05033184072837889	0.014688633623551913	0.024106648644912295
1	0.03768581009514775	0	0.0629017201175838	0.015411428044237358	0.03269711428242514	0.03470928042349431	0.037293102828017656	0.0532802031879463	0.013778482729820907	0.01939608065893026
2	0.027705817466591235	0.042647965717189686	0	0.03477611866524822	0.027707775177716082	0.02828521418172109	0.04371072015681041	0.06001140500820851	0.009244159518064248	0.005246960959808246
3	0.012034473366345208	0.021686388063601097	0.07519993263174475	0	0.027537663430171107	0.037745865878742964	0.05246711763805148	0.06860043232466993	0.015696630641022478	0.008799376412728344
4	0.022153091704150505	0.024595705832193143	0.01630161787712379	0.012918196078583605	0	0.19927147388783834	0.07015655804716432	0.07324718160242688	0.0374351509218356	0.01906385143392249
5	0.0140397488593293	0.024080884751939077	0.01824742996471096	0.010654806728744163	0.1734448198021116	0	0.1004442264817076	0.06465885546272954	0.01577102490115498	0.012065942940697804
6	0.0084605281772227	0.010135933384252213	0.014119545690356282	0.01566818368126799	0.09221387681761614	0.12391400744664736	0	0.1605711615887117	0.021464762981376964	0.03139304081141858
7	0.016933223666123418	0.01274224791893923	0.014657696763945268	0.00858737926752841	0.10864685438065969	0.09886905428383012	0.15722222415591902	0	0.008306083949876013	0.02689076480537729
8	0.02333424009859418	0.0365673684505507	0.03680808769303275	0.02083410145218102	0.11408670075184406	0.07823248785635221	0.07222795684962055	0.03666252221678605	0	0.028038252248441572
9	0.028206738881083958	0.04125401199266101	0.03529961018664102	0.02661899915796921	0.0685086523813564	0.06395673458978365	0.06006191201352913	0.046344278466975954	0.02554502543142711	0
