TE	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
0	0	0.047549447523266924	0.026472832937389636	0.03881009946648456	0.033906322468011285	0.03481262097573226	0.04205638946233048	0.04265861187884222	0.003463702579081094	0.002206155683822608	0.2532734315437646	0.2705453532009115	0.13969845453001628	0.06034912431285037	0.042265260788464536	0.03408580242577349	0.031088620577656576	0.029501811432338893
1	0.1816214274046504	0	0.00465427821089831	0.01382890181910387	0.010373410465642347	0.010154164541135003	0.029380015333463207	0.016497938117922346	0.0012752403066250073	0.005106511585357395	0.19450354563061573	0.17441245647474185	0.07672931077962634	0.041313784474511284	0.03191182177388712	0.016098170537898113	0.0176718489209853	0.01814870167964156
2	0.1608941795085554	0.021222126346591017	0	0.006765244047595869	0.008889233733006244	0.017177292600193437	0.013286772500247328	0.01837687497804596	0.004279412654184863	0.010114961620512192	0.1804453578494507	0.15936146592290643	0.06407017496178248	0.0256180030394855	0.023994892061750053	0.009511854562149613	0.017373518921335634	0.009193503116689344
3	0.15831000577276014	0.019863300040259033	0.018784322571155105	0	0.019663172942442797	0.0181161031095823	0.011137545696076114	0.017899996151083772	0.004050681776049113	0.009017810387990441	0.1771626270588734	0.15030912283068587	0.06333010355255395	0.02620261907984993	0.030937624125226024	0.01477657989753834	0.019852834549961507	0.0162237845900555
4	0.13486533154047622	0.014489567484114252	0.013920121794037465	0.017815307451448166	0	0.011804018388556931	0.02012390255179452	0.023567743368544402	0.0034330448940071818	0.0117513288960889	0.16863754538047057	0.15379532497977033	0.06126345914562945	0.04921831728820881	0.03983401674127666	0.023433164014998738	0.023705842347028497	0.025312578434650086
5	0.11117078940160308	0.020733542933603553	0.023257869972927177	0.017058575181069853	0.011986210908872467	0	0.02740298152477791	0.02390081075875607	0.006074624586656877	0.015331894383174052	0.14797431485074683	0.13760371607059296	0.08568328171793001	0.03982127081314469	0.026202860244554302	0.009846266265170852	0.02418694025489361	0.024142522683983918
6	0.0909956430026587	0.024706915784865963	0.016825841735676084	0.028173113856049852	0.0253020392573431	0.03372136166971243	0	0.03541670890702962	0.0042028675394138295	0.019628569181857382	0.11389193157227658	0.14138672605908587	0.07879365808288376	0.03603153491430001	0.02174740790836117	0.009529236474898367	0.01795155137468813	0.0271586594707146
7	0.054133785737137015	0.024611872612757196	0.023627096018090342	0.022229081927207975	0.016162940562063133	0.031094032115691953	0.028593455520452275	0	0.008789753748372273	0.02258698818713995	0.06295954973126253	0.1062249311092516	0.06773385455879379	0.039130216815596565	0.028412790557289912	0.013315779713939616	0.009513153911678958	0.029852867321851093
8	0.038548420449078996	0.022096872132014413	0.022594937348155302	0.021643835932838	0.028676203138381318	0.018818287192614594	0.04462339389822077	0.034730667457867834	0	0.008277134115391454	0.03876059025038546	0.08951078348747163	0.07705830073282549	0.05173751318675595	0.02795402463238868	0.021207972358901872	0.01713971031532682	0.033138131603794176
9	0.003148172049240409	0.01985304056325978	0.017334203808667504	0.026536998631671034	0.017269735569581873	0.019902887455672313	0.023600171932191875	0.018696754585696716	0.002023092345158696	0	0.012790991466464915	0.043574566664651246	0.03150984379821228	0.03166555224988902	0.025153650923320555	0.009762612389977226	0.007684055501252228	0.026342270618223685
