SourceGENES,TargetGENES,Interaction,Edges
Gene  2 ,Gene  6 ,1,activation/repression
Gene  2 ,Gene  1 ,0.668365978342887,activation/repression
Gene  2 ,Gene  7 ,0.605312550616884,activation/repression
Gene  1 ,Gene  4 ,0.42298357148783,activation/repression
Gene  7 ,Gene  6 ,0.370709243778815,activation/repression
Gene  1 ,Gene  5 ,0.342172530982471,activation/repression
Gene  7 ,Gene  1 ,0.204962133632524,activation/repression
Gene  1 ,Gene  6 ,0.162004361940844,activation/repression
Gene  7 ,Gene  4 ,0.0461121665211534,activation/repression
Gene  3 ,Gene  2 ,1.69835586528766e-36,activation/repression
Gene  5 ,Gene  3 ,1.17933685534251e-36,activation/repression
Gene  6 ,Gene  4 ,9.89928194468271e-37,activation/repression
Gene  4 ,Gene  3 ,8.92132964079754e-37,activation/repression
Gene  4 ,Gene  5 ,8.61694743721325e-37,activation/repression
Gene  6 ,Gene  5 ,6.38713272805022e-37,activation/repression
Gene  5 ,Gene  4 ,6.22449212711952e-37,activation/repression
Gene  6 ,Gene  1 ,2.68072358131283e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  5 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
