SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  8 ,1,activation/repression
Gene  6 ,Gene  5 ,0.82172319730716,activation/repression
Gene  3 ,Gene  2 ,0.663261085889632,activation/repression
Gene  3 ,Gene  10 ,0.638184115520666,activation/repression
Gene  3 ,Gene  1 ,0.632107198184316,activation/repression
Gene  1 ,Gene  10 ,0.628483799908001,activation/repression
Gene  9 ,Gene  7 ,0.610618788018017,activation/repression
Gene  10 ,Gene  9 ,0.469295189381021,activation/repression
Gene  7 ,Gene  5 ,0.387419363132573,activation/repression
Gene  1 ,Gene  9 ,0.357183762904479,activation/repression
Gene  3 ,Gene  7 ,0.354852952607275,activation/repression
Gene  10 ,Gene  7 ,0.310902545320963,activation/repression
Gene  7 ,Gene  6 ,0.305600566333452,activation/repression
Gene  9 ,Gene  8 ,0.305168281914464,activation/repression
Gene  9 ,Gene  6 ,0.265464182433629,activation/repression
Gene  6 ,Gene  4 ,0.224156114776897,activation/repression
Gene  3 ,Gene  9 ,0.164238117875457,activation/repression
Gene  9 ,Gene  5 ,0.116086926422287,activation/repression
Gene  4 ,Gene  3 ,0.103796438809161,activation/repression
Gene  1 ,Gene  2 ,0.0763638718080584,activation/repression
Gene  4 ,Gene  1 ,0.0584283187843612,activation/repression
Gene  1 ,Gene  8 ,0.0499507397691942,activation/repression
Gene  4 ,Gene  2 ,0.0425450206042747,activation/repression
Gene  1 ,Gene  7 ,0.017207840323388,activation/repression
Gene  7 ,Gene  8 ,0.00137234720689771,activation/repression
Gene  2 ,Gene  10 ,5.20155453323562e-36,activation/repression
Gene  2 ,Gene  9 ,3.00223104624215e-36,activation/repression
Gene  5 ,Gene  4 ,2.37502009081895e-36,activation/repression
Gene  5 ,Gene  6 ,2.06785787088281e-36,activation/repression
Gene  8 ,Gene  5 ,1.78305214427649e-36,activation/repression
Gene  8 ,Gene  9 ,8.53191089393191e-37,activation/repression
Gene  8 ,Gene  10 ,6.7834942783018e-37,activation/repression
Gene  8 ,Gene  6 ,4.70317291999226e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  10 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  9 ,0,no regulation
Gene  5 ,Gene  10 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  10 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  9 ,0,no regulation
Gene  7 ,Gene  10 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  4 ,0,no regulation
Gene  8 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  3 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  10 ,0,no regulation
Gene  10 ,Gene  1 ,0,no regulation
Gene  10 ,Gene  2 ,0,no regulation
Gene  10 ,Gene  3 ,0,no regulation
Gene  10 ,Gene  4 ,0,no regulation
Gene  10 ,Gene  5 ,0,no regulation
Gene  10 ,Gene  6 ,0,no regulation
Gene  10 ,Gene  8 ,0,no regulation
Gene  10 ,Gene  10 ,0,no regulation
