,g1,g10,g11,g12,g13,g14,g15,g16,g17,g18,g2,g3,g4,g5,g6,g7,g8,g9
g1,0.0,0.007296812802238944,0.005956022111062979,0.006951549495883892,0.007272542022208292,0.007566426848561153,0.008972767846645389,0.011366129886230328,0.01769193447980055,0.1059991819135807,0.07017263707816014,0.029224612462640555,0.01835240593162055,0.013724512412369183,0.011656294199841573,0.009464162275849878,0.009098185847662246,0.007328129496321061
g10,0.05332720893677888,0.0,0.23850386313261282,0.13615681438924665,0.06778451900715304,0.033688981450035835,0.021744682230433403,0.01876030078952757,0.023891780233177368,0.03186850800835939,0.05237640438497997,0.03081830638181139,0.02617221527553093,0.028418298564142186,0.039664351905898856,0.05562217295895829,0.1480609315474642,0.26764660391461453
g11,0.0574183785927,0.29712704812902035,0.0,0.2310543779359156,0.12551432126737103,0.05310450137182419,0.03297996025856783,0.020167400041516393,0.026896484309183122,0.04212086228441989,0.05428726192388932,0.027506913761313336,0.023345714529192083,0.02416807028905676,0.03083980252621113,0.04229676805253269,0.05954512598419485,0.11630072164685486
g12,0.05267543341652853,0.12869978544444308,0.2952821992023578,0.0,0.23550498547478527,0.11747158983421975,0.060339418001304414,0.038021960831713664,0.02888752248034033,0.03090173615097653,0.05212770438313791,0.0353524129312092,0.019563305091578914,0.01644937115982339,0.016806910990581944,0.024468876946392926,0.03361471305157617,0.0674230520787212
g13,0.05161890247160069,0.06132038554388084,0.1167322404411512,0.28164704985526606,0.0,0.24148371616104605,0.11206786832387294,0.07751125450161116,0.04534938140412289,0.04378913604255123,0.054860148195259806,0.028484557586386464,0.017681989798801336,0.015404206172470339,0.013511939917874355,0.015239999812200714,0.02140902900375703,0.02807643254743561
g14,0.05517618499962002,0.030482421966382595,0.044703193092336904,0.10600999787551955,0.27301627446655863,0.0,0.2629332781799761,0.12054074737691577,0.06398690366907107,0.04399593353619988,0.05686334985874788,0.029951788044931125,0.019626124268393236,0.01318691974205898,0.009964132311996016,0.01104969411547713,0.012596193659564816,0.016426817763760457
g15,0.057150832403631995,0.014601467538054923,0.023232213528508173,0.04735999117859044,0.10674010007269938,0.30266094612771627,0.0,0.2482567911605182,0.1242539003507617,0.06154174223054195,0.04519868923683667,0.02888406479654831,0.019717538337600746,0.011880559742262313,0.012843821272564778,0.00986601635844954,0.007461613846705557,0.009801856496145364
g16,0.05980849019271257,0.00857650540975875,0.011158276502753415,0.014464081755543243,0.04833068982952885,0.11037909925127894,0.298489625583247,0.0,0.3268044967155274,0.10008001466685941,0.0451099642778092,0.029980455246550727,0.018492378961838724,0.014688647895985483,0.010834771626866743,0.009204278359670262,0.008853139720718942,0.008083902545453695
g17,0.06641392481948553,0.00801303661892678,0.007625703259633619,0.009575590346552282,0.016491186816868342,0.03510731368399625,0.10076923024977572,0.3345591525355248,0.0,0.2956773169850544,0.056133136417882576,0.02575301785123128,0.01687053528019075,0.012833862629540184,0.00974992244184631,0.009282971305482024,0.006908645162403126,0.008054902723686827
g18,0.08760016689582392,0.006562345021151126,0.0064488175172665585,0.006664952119009181,0.009166487087741492,0.009860019000048494,0.017320343006040975,0.04214929200312303,0.21578485873118955,0.0,0.05480667627242397,0.029381808168076392,0.022963320526907808,0.011881446562619965,0.01101785071886328,0.009108515333230332,0.006765905827424352,0.007861479624850298
g2,0.07536201412150415,0.007266702037332656,0.006829349777152869,0.007556076084465385,0.00857064805069239,0.00732726951954173,0.007773528585285547,0.009823084160420529,0.017334963127585836,0.035780247826398874,0.0,0.07114872025074676,0.025283808354794088,0.016721235344408995,0.013230587853532252,0.009545386703482263,0.006521652008855013,0.006932171140491506
g3,0.0623438228358907,0.008532785637155689,0.006343186446879559,0.008188046963530643,0.007246082001747259,0.00698349150506118,0.008293135954041192,0.013129194405815024,0.013974459445097457,0.028149027232253057,0.11655407574555125,0.0,0.17540905605752513,0.052889840336679345,0.026272101614533288,0.015181588320953822,0.009353699769963654,0.009446769765209737
g4,0.0529423938614369,0.008752852274744432,0.0063138924322107964,0.007816490398174367,0.007829471057186928,0.006964421684715469,0.008213904427622475,0.010038064874941103,0.012720414339494099,0.03407937506307202,0.07671274343419536,0.3067942772269356,0.0,0.1866855293092749,0.07076684888137313,0.032007705975726226,0.015617012413126638,0.013331414524799275
g5,0.0547402095030142,0.01503342323575006,0.009304935771306505,0.009064786388568512,0.008950616778610627,0.00831498177109178,0.01015395481211788,0.010260827347512306,0.015354267040123114,0.03927954871054818,0.05897389224021622,0.12909974202878144,0.2995719104551807,0.0,0.238920083638018,0.11147375068246776,0.04610084672598531,0.02439646809194027
g6,0.050785120090252815,0.020918053172665905,0.014107548187129662,0.010901926308319472,0.011295244552732783,0.008533179259496128,0.010779121978666551,0.010017870754506117,0.01435496063934977,0.026499276689312883,0.053651928325633244,0.07434150993859497,0.14020579666889615,0.2927619029003907,0.0,0.20230624375303666,0.09688418499136958,0.04613406732020228
g7,0.05643993960606655,0.04905295207436455,0.03153822657179096,0.022068385113560598,0.012915658659852622,0.014429990299801269,0.01208990026115631,0.009574525967607371,0.019512787776053808,0.02093991694018185,0.05508468753149947,0.049959410791776626,0.07305492883713416,0.15538769727948232,0.27143652730705337,0.0,0.21091715519136733,0.1031679407667746
g8,0.0522314520499545,0.12350184406755928,0.06647250346350925,0.027030962512071176,0.018178815486721966,0.013874815148720883,0.012975760129138491,0.011212969341461555,0.01363932063130376,0.027052031529985067,0.05291279750061651,0.04156341567058413,0.047243719827610935,0.08275987140304336,0.13841222936174968,0.29013550260866394,0.0,0.257771949028599
g9,0.052293010979661256,0.20376743586898768,0.10785690272322072,0.06637453064039248,0.03507404382794282,0.02111460560509684,0.016300653713731024,0.01589428833598726,0.017368444306036658,0.03506019416831135,0.04615180924431721,0.03472528590275096,0.0364846847175472,0.048787447776932905,0.072835571772508,0.14193452287994404,0.30004287313569333,0.0
