,PseudoTime1,PseudoTime2
E254_663,0.83061,NA
E110_42,NA,0.05144
E712_188,NA,0.23463
E190_101,NA,0.12547
E869_16,0.01882,NA
E133_590,0.73902,NA
E729_63,NA,0.07779
E458_407,NA,0.50941
E777_7,0.00753,NA
E610_647,0.81054,NA
E168_128,NA,0.15935
E420_452,NA,0.56587
E103_33,NA,0.04015
E52_604,NA,0.75659
E682_308,NA,0.38519
E231_51,0.06274,NA
E769_774,0.96989,NA
E651_660,NA,0.82685
E352_64,0.07905,NA
E174_75,NA,0.09285
E364_436,NA,0.5458
E959_414,0.51819,NA
E144_344,NA,0.43036
E595_324,0.40527,NA
E416_271,NA,0.33877
E745_261,NA,0.32622
E567_172,0.21455,NA
E656_501,NA,0.62735
E546_239,0.29862,NA
E310_752,0.94228,NA
E971_467,0.58469,NA
E839_135,NA,0.16813
E56_770,NA,0.96487
E935_180,0.22459,NA
E4_319,NA,0.399
E429_410,0.51317,NA
E500_382,NA,0.47804
E263_618,NA,0.77415
E379_388,NA,0.48557
E132_187,NA,0.23338
E741_773,NA,0.96863
E957_277,NA,0.3463
E817_568,0.71142,NA
E499_86,NA,0.10665
E259_771,0.96612,NA
E330_50,NA,0.06148
E908_478,0.59849,NA
E338_260,NA,0.32497
E319_23,NA,0.0276
E708_372,NA,0.4655
E807_27,0.03262,NA
E340_297,0.37139,NA
E467_185,0.23087,NA
E86_356,NA,0.44542
E407_624,NA,0.78168
E412_414,0.51819,NA
E212_725,NA,0.90841
E408_290,0.36261,NA
E252_379,NA,0.47428
E707_79,NA,0.09787
E747_200,0.24969,NA
E23_31,NA,0.03764
E900_204,NA,0.25471
E536_27,NA,0.03262
E476_743,0.93099,NA
E351_666,0.83438,NA
E648_16,NA,0.01882
E986_200,0.24969,NA
E452_664,NA,0.83187
E620_703,NA,0.8808
E757_345,NA,0.43162
E806_44,NA,0.05395
E302_72,NA,0.08908
E585_778,0.97491,NA
E522_716,0.89711,NA
E369_153,NA,0.19072
E896_607,NA,0.76035
E663_183,0.22836,NA
E797_467,0.58469,NA
E937_612,0.76662,NA
E517_625,NA,0.78294
E260_184,NA,0.22961
E748_34,NA,0.04141
E402_390,0.48808,NA
E760_606,0.7591,NA
E422_26,0.03137,NA
E486_168,0.20954,NA
E135_227,0.28356,NA
E159_745,NA,0.9335
E281_625,0.78294,NA
E902_597,0.7478,NA
E362_161,0.20075,NA
E705_736,0.92221,NA
E292_456,NA,0.57089
E721_774,NA,0.96989
E466_295,0.36888,NA
E401_348,NA,0.43538
E854_731,NA,0.91593
E390_1,0.0,NA
E513_672,NA,0.84191
E752_559,0.70013,NA
E840_67,NA,0.08281
E842_663,NA,0.83061
E981_80,NA,0.09912
E134_718,0.89962,NA
E563_463,NA,0.57967
E706_100,0.12422,NA
E421_533,0.6675,NA
E105_337,0.42158,NA
E565_330,0.4128,NA
E325_290,0.36261,NA
E293_263,0.32873,NA
E456_573,NA,0.71769
E920_15,0.01757,NA
E736_651,0.81556,NA
E646_706,0.88457,NA
E926_2,0.00125,NA
E318_345,NA,0.43162
E304_167,NA,0.20828
E876_541,0.67754,NA
E280_40,0.04893,NA
E343_325,0.40652,NA
E619_34,NA,0.04141
E864_217,0.27102,NA
E386_487,0.60979,NA
E865_514,NA,0.64366
E800_332,0.41531,NA
E924_727,0.91092,NA
E1_642,NA,0.80427
E449_206,NA,0.25721
E378_571,NA,0.71518
E257_777,0.97365,NA
E915_146,NA,0.18193
E503_349,NA,0.43664
E70_460,0.57591,NA
E611_274,NA,0.34253
E316_132,0.16437,NA
E48_614,NA,0.76913
E570_161,NA,0.20075
E921_378,0.47302,NA
E717_367,0.45922,NA
E582_570,NA,0.71393
E936_412,0.51568,NA
E192_397,NA,0.49686
E922_722,0.90464,NA
E418_590,NA,0.73902
E531_54,0.0665,NA
E237_119,NA,0.14806
E951_667,0.83563,NA
E206_693,NA,0.86826
E285_573,NA,0.71769
E552_178,NA,0.22208
E627_466,0.58344,NA
E918_444,NA,0.55583
E669_610,NA,0.76412
E106_4,0.00376,NA
E928_448,0.56085,NA
E109_82,NA,0.10163
E359_80,NA,0.09912
E689_160,0.1995,NA
E532_593,NA,0.74279
