SourceGENES,TargetGENES,Interaction,Edges
Gene  12 ,Gene  10 ,1,activation/repression
Gene  12 ,Gene  9 ,0.937592286857308,activation/repression
Gene  12 ,Gene  7 ,0.83909784021908,activation/repression
Gene  12 ,Gene  6 ,0.759736169859584,activation/repression
Gene  12 ,Gene  8 ,0.649439102118453,activation/repression
Gene  12 ,Gene  1 ,0.586066347710054,activation/repression
Gene  12 ,Gene  11 ,0.572731990452693,activation/repression
Gene  12 ,Gene  5 ,0.488786791208913,activation/repression
Gene  11 ,Gene  10 ,0.484196673844117,activation/repression
Gene  11 ,Gene  9 ,0.459066497876071,activation/repression
Gene  11 ,Gene  7 ,0.388981408078076,activation/repression
Gene  12 ,Gene  3 ,0.370885889656642,activation/repression
Gene  12 ,Gene  18 ,0.354108003164182,activation/repression
Gene  11 ,Gene  6 ,0.317380454374131,activation/repression
Gene  11 ,Gene  8 ,0.308667402808147,activation/repression
Gene  11 ,Gene  1 ,0.279340386144853,activation/repression
Gene  11 ,Gene  12 ,0.248013594516673,activation/repression
Gene  12 ,Gene  14 ,0.210399617012483,activation/repression
Gene  11 ,Gene  18 ,0.188124969784972,activation/repression
Gene  11 ,Gene  5 ,0.183934225573315,activation/repression
Gene  12 ,Gene  15 ,0.180273982389933,activation/repression
Gene  12 ,Gene  4 ,0.172223265635983,activation/repression
Gene  12 ,Gene  17 ,0.167138969450414,activation/repression
Gene  11 ,Gene  3 ,0.149013717301992,activation/repression
Gene  5 ,Gene  2 ,0.141962396033564,activation/repression
Gene  13 ,Gene  12 ,0.135371220233651,activation/repression
Gene  12 ,Gene  13 ,0.123324761178277,activation/repression
Gene  11 ,Gene  17 ,0.111787625892386,activation/repression
Gene  12 ,Gene  16 ,0.103064146130786,activation/repression
Gene  11 ,Gene  14 ,0.0969318858070867,activation/repression
Gene  1 ,Gene  6 ,0.0952210948600012,activation/repression
Gene  1 ,Gene  10 ,0.0944925329841153,activation/repression
Gene  5 ,Gene  3 ,0.0931569217763399,activation/repression
Gene  12 ,Gene  2 ,0.0874623194531732,activation/repression
Gene  11 ,Gene  13 ,0.0856326577716475,activation/repression
Gene  1 ,Gene  17 ,0.0806009838654957,activation/repression
Gene  10 ,Gene  5 ,0.080051995518122,activation/repression
Gene  9 ,Gene  5 ,0.0777286630561223,activation/repression
Gene  5 ,Gene  4 ,0.0775185375883509,activation/repression
Gene  10 ,Gene  13 ,0.0753739069646656,activation/repression
Gene  9 ,Gene  4 ,0.0745696791709467,activation/repression
Gene  13 ,Gene  11 ,0.0664458473962453,activation/repression
Gene  10 ,Gene  6 ,0.0659077845892018,activation/repression
Gene  1 ,Gene  9 ,0.0622990941267119,activation/repression
Gene  10 ,Gene  4 ,0.0604100826426481,activation/repression
Gene  1 ,Gene  8 ,0.0599405731892481,activation/repression
Gene  1 ,Gene  5 ,0.0581717479966099,activation/repression
Gene  1 ,Gene  7 ,0.054925504179193,activation/repression
Gene  11 ,Gene  15 ,0.0547720332264773,activation/repression
Gene  13 ,Gene  9 ,0.0465992744970615,activation/repression
Gene  1 ,Gene  18 ,0.0461497443969038,activation/repression
Gene  9 ,Gene  6 ,0.0454329316214122,activation/repression
Gene  1 ,Gene  14 ,0.0450842127600043,activation/repression
Gene  13 ,Gene  10 ,0.0432950258469513,activation/repression
Gene  1 ,Gene  15 ,0.0423165215133141,activation/repression
Gene  10 ,Gene  12 ,0.040704892010954,activation/repression
Gene  1 ,Gene  4 ,0.0394692551123828,activation/repression
Gene  11 ,Gene  4 ,0.0389419520640982,activation/repression
Gene  11 ,Gene  16 ,0.0338563857777808,activation/repression
Gene  14 ,Gene  13 ,0.0335770705690436,activation/repression
Gene  1 ,Gene  11 ,0.0331175133577164,activation/repression
Gene  10 ,Gene  9 ,0.0321837647005471,activation/repression
Gene  10 ,Gene  11 ,0.030301609086627,activation/repression
Gene  1 ,Gene  13 ,0.0260026309000592,activation/repression
Gene  5 ,Gene  6 ,0.0245858428741519,activation/repression
Gene  9 ,Gene  3 ,0.0237179389136622,activation/repression
Gene  10 ,Gene  3 ,0.0219873798511431,activation/repression
Gene  11 ,Gene  2 ,0.0219178973185312,activation/repression
Gene  10 ,Gene  14 ,0.0207986123440744,activation/repression
Gene  13 ,Gene  1 ,0.0198628489060341,activation/repression
Gene  10 ,Gene  8 ,0.0123503727732326,activation/repression
Gene  1 ,Gene  12 ,0.0122685475352452,activation/repression
Gene  14 ,Gene  12 ,0.0121171408304822,activation/repression
Gene  10 ,Gene  1 ,0.0095142993022628,activation/repression
Gene  13 ,Gene  8 ,0.00926088880099495,activation/repression
Gene  13 ,Gene  7 ,0.00606911492534695,activation/repression
Gene  14 ,Gene  11 ,0.00601675869861253,activation/repression
Gene  14 ,Gene  9 ,0.00600614867804705,activation/repression
Gene  9 ,Gene  12 ,0.00590326383270736,activation/repression
Gene  14 ,Gene  10 ,0.00444639510379638,activation/repression
Gene  5 ,Gene  18 ,0.00305741693648063,activation/repression
Gene  10 ,Gene  7 ,0.00257226418694514,activation/repression
Gene  14 ,Gene  8 ,0.00142519124642286,activation/repression
Gene  13 ,Gene  5 ,0.00107035308974601,activation/repression
Gene  4 ,Gene  2 ,1.04064082386961e-35,activation/repression
Gene  16 ,Gene  15 ,1.00664524720677e-35,activation/repression
Gene  15 ,Gene  14 ,9.89223790014397e-36,activation/repression
Gene  17 ,Gene  16 ,9.47081123467302e-36,activation/repression
Gene  7 ,Gene  4 ,8.35114357712933e-36,activation/repression
Gene  2 ,Gene  17 ,8.04300855024436e-36,activation/repression
Gene  6 ,Gene  4 ,7.92885742055722e-36,activation/repression
Gene  7 ,Gene  5 ,7.78851987835118e-36,activation/repression
Gene  6 ,Gene  5 ,6.83012241387034e-36,activation/repression
Gene  18 ,Gene  16 ,6.58328573614861e-36,activation/repression
Gene  3 ,Gene  2 ,6.09663713691302e-36,activation/repression
Gene  18 ,Gene  17 ,5.33782442356425e-36,activation/repression
Gene  8 ,Gene  4 ,5.19849005012097e-36,activation/repression
Gene  8 ,Gene  5 ,4.60768493071971e-36,activation/repression
Gene  2 ,Gene  18 ,4.55714489707137e-36,activation/repression
Gene  7 ,Gene  6 ,4.53128961263997e-36,activation/repression
Gene  3 ,Gene  18 ,3.84725494247388e-36,activation/repression
Gene  6 ,Gene  3 ,3.74222991916734e-36,activation/repression
Gene  4 ,Gene  3 ,3.5564098999963e-36,activation/repression
Gene  17 ,Gene  15 ,3.46446855593582e-36,activation/repression
Gene  15 ,Gene  13 ,3.36536264030858e-36,activation/repression
Gene  3 ,Gene  17 ,2.77754514081348e-36,activation/repression
Gene  7 ,Gene  3 ,2.70227117796009e-36,activation/repression
Gene  8 ,Gene  6 ,2.3385452554015e-36,activation/repression
Gene  16 ,Gene  14 ,1.93713433011892e-36,activation/repression
Gene  6 ,Gene  2 ,1.76299391440764e-36,activation/repression
