3068,6179,3281,2448,5430,238,6940,2442,2188,6386,7259,6859,9343,6312,6509,4839,867,1365,5894,8944,1066,1502,7743,9658,5954,7980,1255,5773,7039,1616,6448,3575,6984,8973,8841,9028,8485,7648,6937,203,3667,3513,5442,3871,58,1426,8323,5510,8082,142,5384,4741,7101,6447,5208,893,9380,3971,2749,6588,1460,6847,2201,4124,1468,2537,5904,4829,8520,2653,8297,6788,6558,3271,4098,8234,3775,4908,3239,9654,717,828,7670,4897,7189,4971,7536,2304,7705,4118,8620,7514,8043,4137,5334,3143,6026,228,7585,2402
25,72,7287,8315,6331,4048,9065,6690,4115,5895,9646,5132,5166,4440,4846,2910,6759,5662,8377,7449,7120,4191,4132,9011,4508,6282,3724,5999,7090,1926,5386,5396,8418,9402,8554,36,8264,3847,7468,6330,5627,6218,7953,2984,8577,4138,6685,102,8018,7553,7672,8,1279,5642,1900,2307,6391,2452,426,2617,5249,4107,5992,21,8303,5141,9068,3568,1165,3862,3315,5653,6525,4329,6649,1390,4891,4551,2429,4860,5764,4668,6301,5849,6113,2503,2390,2094,5466,6199,9612,8475,9829,7656,5949,1564,3956,4172,7075,1058
8801,9017,1377,486,5610,7336,6169,4804,3106,9023,5357,3123,7511,3115,2303,9074,2623,2472,9279,1222,190,6393,6345,4015,4400,1552,458,8013,6701,5322,4995,7386,7311,7461,5105,3769,2029,8381,6410,6025,5700,9909,1658,7709,5321,6341,4109,8057,2959,7081,9358,3680,7818,7341,3494,1398,1431,5133,3061,3535,6563,8293,1890,7370,9219,8441,2484,704,4412,5223,9075,2108,7865,4991,7942,3561,438,3730,1505,9465,215,1331,1680,7849,8050,5162,5160,3044,1800,1239,4501,5350,6260,6723,636,9854,5397,4554,5048,1207
8784,9622,1574,1602,4861,9109,4368,2393,2471,8566,5203,5657,8808,2069,6264,9210,4983,3334,9720,9220,2453,5581,5023,1803,4476,7289,3218,1604,3510,2146,2205,17,5425,8540,2603,2415,3398,8407,7550,1905,8613,9865,6099,7918,6058,3323,274,9505,6533,7406,9485,2219,9338,5759,6976,1599,2743,7168,2978,853,4902,5499,392,3504,4719,3897,6231,7237,5846,366,8392,3888,5574,6546,5994,3596,742,6547,3168,9914,2366,1794,411,4184,9422,1350,6352,2191,5981,1286,8247,4823,2669,4070,4833,9652,7269,3231,5926,1280
9372,9625,341,3566,2300,5836,2152,5012,9391,8942,7693,7057,8610,7338,345,7128,3976,9795,9308,6930,3361,4461,721,8378,594,5812,2424,115,3198,8105,5760,637,1454,4970,3432,4797,7403,4193,5487,874,7154,9868,6688,140,2299,942,6875,9635,7890,8757,6319,4913,9216,5590,703,4377,2726,3175,8545,1736,2548,8879,3056,9592,9742,9605,5139,9482,519,2116,9749,508,1679,4111,2255,3636,1837,8136,914,5615,6004,2545,7486,8260,9111,7470,3631,3527,1781,9124,6748,75,7,5026,1634,9882,5352,505,6506,443
2948,5472,7976,174,5484,5065,6010,6361,1194,1782,9247,6127,8770,6375,2099,6091,2581,5287,7794,8405,4548,1815,7812,7893,239,1376,812,3851,2526,3370,5457,7413,8874,9158,6338,2727,8024,6814,6821,5022,5606,9876,3242,6802,5747,5910,7662,5971,9643,7810,7909,5707,3577,5413,6318,1603,5432,2017,3908,2447,3074,8366,4519,1322,405,2736,7447,3313,6357,3472,8961,3773,8356,687,8112,3622,2714,503,5942,9812,31,92,7339,8820,8199,7763,2578,3687,3640,4299,7353,4711,7366,4736,1354,6572,532,5106,5854,3821
9732,9599,900,4894,502,7324,2,7673,8611,8901,7099,6374,9519,1109,2160,9820,5623,8963,3224,3302,2501,1770,1304,6953,1942,3457,2136,1068,6731,8478,3290,3404,1215,6840,1565,5468,4349,4179,6436,6401,2154,9656,8629,3124,1944,408,8635,7973,6500,4183,9114,3093,8067,7322,3614,3479,1072,2628,7726,1636,4706,9272,3140,9838,9642,8897,5548,8909,337,7241,9956,1586,2225,4326,9664,226,1939,7934,598,5893,6619,2232,7209,8430,8521,9530,4079,1160,288,7769,652,1734,1275,2967,3206,9927,6125,732,7033,136
9523,9686,54,7445,1646,6560,2854,1337,8453,6337,6485,5596,9525,5742,1925,6893,6168,8363,8320,3185,279,5159,3070,9848,91,413,1205,220,6449,8051,1421,4146,1647,5585,5665,7529,6456,3038,7139,6905,2624,9685,8505,2183,2489,2325,6400,8792,7986,4832,7618,1295,9886,6842,3936,4886,3564,1731,1628,2119,1644,8755,1005,9752,8091,9458,2642,8710,873,9701,9963,6863,5353,3661,8923,1101,291,7935,864,5842,1983,3745,4342,8261,9511,8235,4661,1485,2123,9910,1854,2750,319,7422,1375,9954,4255,1643,77,1384
1305,8904,1447,11,7232,6188,5196,6469,3356,590,2649,7109,7246,1477,6511,5618,3952,675,2838,4286,6399,7765,770,6733,2036,7294,3265,1879,7400,1706,4977,6307,8709,9235,9159,9296,2944,8170,7000,5837,1522,5917,5368,477,8389,2174,7932,1904,8596,8135,4522,511,1186,4600,3082,1745,7675,7805,3276,2980,6213,3602,911,1936,5157,3706,9872,5536,6176,3065,6945,9329,1999,3590,4235,8990,5326,5171,876,9628,155,968,9048,7859,8210,2242,3052,840,4500,9307,9537,8674,9765,7414,9378,2199,2035,4386,6787,3498
9049,8383,4957,6424,5365,5654,8946,1598,6618,1524,4431,4023,7645,5216,4768,7231,4774,1490,1006,5890,5793,5966,4724,7418,541,933,3736,1367,7900,2644,2322,2868,1324,206,3538,7671,9152,3601,8437,7535,4574,9207,7448,2167,7841,5814,5336,8115,8360,6363,985,5409,8583,5709,1424,2223,6713,8843,5328,3530,1915,4531,2904,2025,4715,7058,1004,7912,6604,4143,6756,6289,6614,1229,7762,1243,5750,8277,4088,9618,1519,3473,5877,6221,9702,5920,6031,3372,2375,5101,9367,6074,1418,3933,4672,7317,5880,884,284,4484
7855,8822,1015,8428,3822,8502,1332,3360,6866,8528,53,2870,8271,6586,2829,9475,5440,22,9617,6290,2327,6996,6651,6687,3299,7219,1034,7489,3683,2609,1570,3040,2521,7652,2837,5567,3776,9156,5001,4608,7196,9641,5242,6138,4767,4539,3673,9351,159,6606,7220,4256,8541,5622,6644,2301,965,5676,1208,321,7282,5870,2651,3035,9404,8880,4670,4091,6076,6273,9345,1175,7388,1768,8533,3396,324,4997,3210,9855,629,1588,2226,3507,9130,8522,7729,1069,2522,1176,7746,9025,3799,4707,304,9851,5490,2313,6809,2384
9426,9862,6881,2479,7708,9548,5737,5302,8436,6354,757,2397,7717,8218,6402,6104,3282,5324,9320,5231,4993,1002,4354,6181,3612,5089,1867,1245,4969,6093,4815,3279,514,6360,2549,6579,3259,4824,4401,1884,4121,9480,3485,4718,7483,4234,9680,7492,4906,8948,9153,1605,9424,5311,1302,1256,4998,7347,7828,1430,6567,3718,1045,4922,8875,133,8514,878,1729,6785,9708,769,5513,1131,8664,4663,3672,9117,2675,9137,5962,6491,1995,3508,9674,6662,456,3366,5769,714,7217,936,1512,3383,3220,8803,1489,2865,3861,1429
8098,8371,2932,1353,7078,7681,2729,4541,6292,6717,2674,4614,5316,386,6438,9274,5435,5422,9479,7735,84,4680,2315,2268,2988,3917,4265,5464,6666,4208,2717,1415,8037,8663,6854,5361,3490,7502,6081,789,6795,9677,570,8524,7466,1549,7158,9006,2425,6735,9021,2869,9498,8394,3958,46,1380,8012,8399,3470,7077,9194,1363,7803,3117,5508,6646,5258,2052,164,9953,455,2024,5445,6250,2733,693,8859,347,8790,7914,6321,7834,7485,9350,3214,3176,1028,934,3450,7239,6132,2009,3579,7159,9673,983,1230,6023,340
