   456 	  100 	   70 	 0.300 	 0.50682 	   9.93
   456 	  100 	   70 	 0.300 	 0.50682 	   9.83
   456 	  100 	    1 	 0.300 	 0.47737 	  25.39
   456 	  100 	    5 	 0.300 	 0.50704 	  25.39
   456 	  100 	   10 	 0.300 	 0.51197 	  25.39
   456 	  100 	   25 	 0.300 	 0.51364 	  25.39
   456 	  100 	   50 	 0.300 	 0.51543 	  25.39
   456 	  100 	   75 	 0.300 	 0.50271 	  25.39
   456 	  100 	    1 	 0.300 	 0.47737 	  23.99
   456 	  100 	    5 	 0.300 	 0.50704 	  23.99
   456 	  100 	   10 	 0.300 	 0.51197 	  23.99
   456 	  100 	   25 	 0.300 	 0.51364 	  23.99
   456 	  100 	   50 	 0.300 	 0.51543 	  23.99
   456 	  100 	   75 	 0.300 	 0.50271 	  23.99
   456 	  100 	    1 	 0.300 	 0.46696 	  23.29
   456 	  100 	    5 	 0.300 	 0.50850 	  23.29
   456 	  100 	   10 	 0.300 	 0.51567 	  23.29
   456 	  100 	   25 	 0.300 	 0.51203 	  23.29
   456 	  100 	   50 	 0.300 	 0.50560 	  23.29
   456 	  100 	   75 	 0.300 	 0.49255 	  23.29
   456 	  100 	    1 	 0.300 	 0.48831 	  24.37
   456 	  100 	    5 	 0.300 	 0.51337 	  24.37
   456 	  100 	   10 	 0.300 	 0.52164 	  24.37
   456 	  100 	   25 	 0.300 	 0.51995 	  24.37
   456 	  100 	   50 	 0.300 	 0.51127 	  24.37
   456 	  100 	   75 	 0.300 	 0.48845 	  24.37
   456 	  100 	    1 	 0.300 	 0.48184 	  33.73
   456 	  100 	    5 	 0.300 	 0.51486 	  33.73
   456 	  100 	   10 	 0.300 	 0.51917 	  33.73
   456 	  100 	   25 	 0.300 	 0.51646 	  33.73
   456 	  100 	   50 	 0.300 	 0.50759 	  33.73
   456 	  100 	   75 	 0.300 	 0.48554 	  33.73
   456 	  100 	  100 	 0.300 	 0.48012 	  33.73
