,g1,g10,g11,g12,g13,g14,g15,g16,g17,g18,g2,g3,g4,g5,g6,g7,g8,g9
g1,0.0,0.007519364847005099,0.0063763232530717725,0.007903654343518321,0.006605646047883852,0.007263533701225069,0.007898424379142866,0.011955769722081913,0.026014197187888354,0.09442902226324455,0.0761876815197162,0.02683520694104878,0.015435422124321835,0.011892262601953963,0.010662817194914109,0.009296276584246406,0.00789857104480659,0.007335332306637765
g10,0.05446129876294241,0.0,0.25992554473308377,0.12463110174806746,0.06289194127530823,0.03494252140172241,0.024618746227286097,0.017880710562578183,0.018373534076400053,0.02533233371971876,0.04738071956426244,0.03134267613239244,0.024731827357036582,0.0285569233407386,0.04760321548970697,0.07535492772888308,0.1360475137107363,0.2839487975216539
g11,0.05757126443783595,0.3138813734785957,0.0,0.2170812452184695,0.10228581558457728,0.06346674290214772,0.03421555619549442,0.022051701818298054,0.030601436668784024,0.024297005649498212,0.042428128464821434,0.031049067403256473,0.0202356514487627,0.02150907451769004,0.02978457598904086,0.039612492849513,0.08036093017511595,0.1395304139069756
g12,0.05189525705391913,0.13058658008773158,0.26395208645220597,0.0,0.26336983874438064,0.11924117271320485,0.06931852014333835,0.040511740496089084,0.02673812175116057,0.025013327162396022,0.04283943562367178,0.03152346311710028,0.02063816291598046,0.020869111293325655,0.018492268758507516,0.022748014616445142,0.04045046492986131,0.06578138984355257
g13,0.056958646000369914,0.051661395884621084,0.12217906121213083,0.30028661420826647,0.0,0.24966652353009358,0.12928211851596333,0.06721483095825201,0.03890125635011927,0.041504528155440444,0.04950412849804245,0.02542008606427181,0.017897158036106826,0.015600027822293297,0.015164130904480464,0.016382819391352936,0.02497262319327132,0.03687471140253109
g14,0.05363595513485072,0.027740706496043894,0.04234335625907284,0.11202742183295415,0.29014179635306164,0.0,0.30182531093361176,0.1203661142846942,0.05743018580371769,0.05752155838923496,0.05043106025043676,0.029048666090613,0.01961634735883699,0.013190075190248932,0.012019117440386208,0.010350395558615258,0.01472861448895425,0.017135694653678996
g15,0.05462730727850876,0.017058838648658984,0.019887854214974403,0.04540464135589451,0.11486044442321446,0.29952279188973296,0.0,0.27423696667683506,0.12598222510839913,0.07113512129226472,0.04728358674041005,0.02653995903775145,0.018511823518778635,0.012212322770137146,0.01039190285444389,0.009345467478873794,0.011032387085983815,0.010063425528856073
g16,0.05258094590540136,0.007508606115023935,0.011674199204862528,0.01921564239873773,0.03276863859177223,0.0864335936877421,0.2406137951730302,0.0,0.25933176959363174,0.09472174859029109,0.04502310051017985,0.027974156658478223,0.020894218759973743,0.01301643060780565,0.012672942971442898,0.008557192091594662,0.007679520893655943,0.00808918633415111
g17,0.06593891181958753,0.007445141565176122,0.006908048658516461,0.010515953875202464,0.009582174722177376,0.026647768322563287,0.08260830590485962,0.26563846817956455,0.0,0.30891999845710144,0.04842500512605148,0.03337494099367754,0.021467506534783853,0.013271755866694166,0.010970451565531699,0.008084620137797188,0.008157329254286078,0.008667170598909583
g18,0.08801854276209609,0.006833827939201279,0.006504317458688927,0.009008846234435045,0.009089905517799951,0.009302665021055654,0.018303234691065203,0.05601117779447025,0.2733657850733354,0.0,0.047670563256540975,0.029958954049006944,0.017283925277694227,0.012700135604809048,0.010826320842877067,0.008956893602197787,0.00713261523507301,0.0074819438933550085
g2,0.07714777887261509,0.0075465838701419714,0.0058995221227935695,0.008203193861157997,0.006726440955898518,0.007905718285792226,0.012822325843053579,0.01519947149775483,0.015478235994838052,0.025942744370904425,0.0,0.13446677380989583,0.031735409023506675,0.014768391254559851,0.011304136760348728,0.00886501893719986,0.007385222183860698,0.00739912103104014
g3,0.05106310435485991,0.00783467448005912,0.006203857329134895,0.007305810487431447,0.008734998882225639,0.010940158154654028,0.011755960270768598,0.011495481371091828,0.019361591888774798,0.026732449358268504,0.1631086744150539,0.0,0.15538241975764844,0.044018271516306114,0.02031087907987261,0.011263571369777872,0.00820075174685583,0.008215268874672863
g4,0.05262814847803089,0.008123883959994532,0.007497472428051628,0.007745737865683348,0.007384147415887944,0.007670994345437938,0.007651586643153869,0.014661731735575393,0.02129412878325177,0.027859515817270544,0.08145305477826563,0.26246489266088846,0.0,0.21289469423871418,0.07801962424111931,0.029847677972472873,0.015378368933993842,0.009178510114462926
g5,0.0612673116797586,0.011329296158662724,0.010037057445117199,0.008756754489906659,0.00911935056623703,0.010760598259959274,0.009052128319159773,0.018939481821819728,0.01986826853110503,0.04004800525138633,0.059362676751108484,0.12130604346151855,0.3344376633232639,0.0,0.21250021122297497,0.08249372029169777,0.03812314838156589,0.021351809967671095
g6,0.05305154958909397,0.027375037467245095,0.01597452953560534,0.010105918161432447,0.008489383721415234,0.01088555359180446,0.00964339348380807,0.013740840330018668,0.013999147280989034,0.031254670366630606,0.05259584947490706,0.06863228803197587,0.13061030983826769,0.3063458308546272,0.0,0.21416508395965284,0.09212743387587902,0.044731383334426986
