SourceGENES,TargetGENES,Interaction,Edges
Gene  12 ,Gene  9 ,1,activation/repression
Gene  14 ,Gene  13 ,0.917063899177998,activation/repression
Gene  12 ,Gene  7 ,0.841118842026222,activation/repression
Gene  15 ,Gene  14 ,0.763210072789233,activation/repression
Gene  12 ,Gene  10 ,0.657866537497755,activation/repression
Gene  12 ,Gene  6 ,0.656246789831113,activation/repression
Gene  12 ,Gene  8 ,0.654611840461482,activation/repression
Gene  15 ,Gene  13 ,0.597953353719356,activation/repression
Gene  12 ,Gene  11 ,0.5945446928411,activation/repression
Gene  12 ,Gene  1 ,0.583274017696605,activation/repression
Gene  11 ,Gene  9 ,0.468494656953483,activation/repression
Gene  13 ,Gene  12 ,0.451151087862033,activation/repression
Gene  12 ,Gene  2 ,0.42570588092999,activation/repression
Gene  11 ,Gene  7 ,0.399988658783983,activation/repression
Gene  14 ,Gene  12 ,0.370869113254427,activation/repression
Gene  11 ,Gene  6 ,0.359797302894802,activation/repression
Gene  11 ,Gene  8 ,0.335817154910573,activation/repression
Gene  12 ,Gene  18 ,0.308327857406535,activation/repression
Gene  11 ,Gene  10 ,0.302960351473314,activation/repression
Gene  12 ,Gene  15 ,0.283442048291544,activation/repression
Gene  11 ,Gene  1 ,0.272869181020057,activation/repression
Gene  12 ,Gene  3 ,0.255342383772832,activation/repression
Gene  12 ,Gene  5 ,0.252657336383284,activation/repression
Gene  12 ,Gene  16 ,0.235989828859476,activation/repression
Gene  13 ,Gene  11 ,0.231501929912113,activation/repression
Gene  4 ,Gene  2 ,0.227417269598516,activation/repression
Gene  11 ,Gene  5 ,0.217397089855568,activation/repression
Gene  3 ,Gene  2 ,0.211823449658256,activation/repression
Gene  4 ,Gene  3 ,0.201774771899896,activation/repression
Gene  12 ,Gene  13 ,0.179356857782311,activation/repression
Gene  3 ,Gene  18 ,0.172369945910104,activation/repression
Gene  11 ,Gene  16 ,0.145795950398873,activation/repression
Gene  11 ,Gene  18 ,0.140656190415123,activation/repression
Gene  11 ,Gene  2 ,0.139446785175332,activation/repression
Gene  12 ,Gene  17 ,0.133031935754207,activation/repression
Gene  11 ,Gene  4 ,0.12071552220625,activation/repression
Gene  12 ,Gene  4 ,0.111523938830004,activation/repression
Gene  11 ,Gene  13 ,0.111367810712868,activation/repression
Gene  11 ,Gene  15 ,0.11028174844603,activation/repression
Gene  1 ,Gene  15 ,0.109673856368014,activation/repression
Gene  13 ,Gene  7 ,0.103759637962538,activation/repression
Gene  1 ,Gene  14 ,0.0964694169074086,activation/repression
Gene  12 ,Gene  14 ,0.090032800470151,activation/repression
Gene  11 ,Gene  17 ,0.0891325862711142,activation/repression
Gene  13 ,Gene  9 ,0.0890386525873216,activation/repression
Gene  13 ,Gene  10 ,0.0814799889255387,activation/repression
Gene  11 ,Gene  3 ,0.0761660151473579,activation/repression
Gene  11 ,Gene  12 ,0.0634846416407699,activation/repression
Gene  13 ,Gene  1 ,0.0628500430286895,activation/repression
Gene  13 ,Gene  6 ,0.0585776085459584,activation/repression
Gene  13 ,Gene  8 ,0.0528635597036737,activation/repression
Gene  4 ,Gene  18 ,0.0513345200188617,activation/repression
