,PseudoTime1,PseudoTime2
E744_598,0.75,NA
E630_385,NA,0.48241
E486_172,0.21482,NA
E942_791,NA,0.99246
E964_5,NA,0.00503
E296_504,NA,0.63191
E889_129,NA,0.1608
E673_183,NA,0.22864
E587_492,NA,0.61683
E184_774,0.97111,NA
E693_573,0.71859,NA
E836_7,NA,0.00754
E436_791,NA,0.99246
E883_459,0.57538,NA
E285_704,0.88317,NA
E902_796,0.99874,NA
E644_140,NA,0.17462
E714_487,0.61055,NA
E929_534,NA,0.6696
E466_623,0.78141,NA
E604_470,NA,0.5892
E602_162,NA,0.20226
E669_182,0.22739,NA
E502_737,NA,0.92462
E544_294,NA,0.36809
E219_681,0.85427,NA
E541_645,NA,0.80905
E613_103,NA,0.12814
E864_473,NA,0.59296
E35_596,NA,0.74749
E616_642,NA,0.80528
E967_221,0.27638,NA
E104_305,0.38191,NA
E188_609,0.76382,NA
E990_418,NA,0.52387
E341_739,NA,0.92714
E662_35,0.04271,NA
E603_793,0.99497,NA
E510_492,NA,0.61683
E324_437,0.54774,NA
E517_556,0.69724,NA
E471_381,NA,0.47739
E638_222,NA,0.27764
E431_634,0.79523,NA
E975_794,NA,0.99623
E740_58,0.07161,NA
E435_617,0.77387,NA
E353_1,0.0,NA
E867_108,0.13442,NA
E578_669,NA,0.8392
E981_658,NA,0.82538
E498_510,NA,0.63945
E395_15,0.01759,NA
E18_475,0.59548,NA
E420_761,0.95477,NA
E747_62,NA,0.07663
E49_254,0.31784,NA
E939_202,0.25251,NA
E777_620,NA,0.77764
E54_387,NA,0.48492
E611_71,NA,0.08794
E201_106,0.13191,NA
E783_492,0.61683,NA
E605_108,NA,0.13442
E199_182,0.22739,NA
E986_645,NA,0.80905
E699_572,0.71734,NA
E601_530,0.66457,NA
E409_222,NA,0.27764
E764_308,NA,0.38568
E767_484,NA,0.60678
E306_64,NA,0.07915
E24_643,0.80653,NA
E646_606,0.76005,NA
E579_572,0.71734,NA
E56_21,0.02513,NA
E554_732,0.91834,NA
E937_94,NA,0.11683
E135_534,NA,0.6696
E482_483,NA,0.60553
E729_29,NA,0.03518
E0_84,NA,0.10427
E468_328,0.4108,NA
E753_723,NA,0.90704
E45_139,NA,0.17337
E731_358,0.44849,NA
E278_161,0.20101,NA
E806_6,0.00628,NA
E478_680,NA,0.85302
E331_173,NA,0.21608
E664_747,NA,0.93719
E761_232,NA,0.2902
E919_505,NA,0.63317
E817_651,NA,0.81658
E297_96,0.11935,NA
E41_259,0.32412,NA
E176_614,NA,0.7701
E16_380,0.47613,NA
E543_273,NA,0.34171
E666_532,0.66709,NA
E820_795,NA,0.99749
E940_608,NA,0.76256
E905_247,0.30905,NA
E597_343,0.42965,NA
E58_262,NA,0.32789
E82_417,NA,0.52261
E170_443,0.55528,NA
E846_104,0.1294,NA
E403_594,0.74497,NA
E949_593,NA,0.74372
E575_100,NA,0.12437
E110_82,0.10176,NA
E204_360,0.45101,NA
E180_595,NA,0.74623
E795_698,0.87563,NA
E356_578,0.72487,NA
E689_62,NA,0.07663
E8_470,0.5892,NA
E107_286,NA,0.35804
E139_112,NA,0.13945
E625_703,0.88191,NA
E73_38,0.04648,NA
E577_229,NA,0.28643
E111_39,NA,0.04774
E422_14,NA,0.01633
E351_329,NA,0.41206
E622_416,NA,0.52136
E762_104,0.1294,NA
E69_294,NA,0.36809
E738_766,0.96106,NA
E815_69,NA,0.08543
E874_253,0.31658,NA
E708_628,NA,0.78769
E799_86,0.10678,NA
E483_154,NA,0.19221
E437_120,0.1495,NA
E859_65,0.0804,NA
E653_490,0.61432,NA
E378_71,NA,0.08794
E525_564,0.70729,NA
E386_92,NA,0.11432
E162_493,NA,0.61809
E284_143,0.17839,NA
E159_441,NA,0.55276
E26_420,NA,0.52638
E392_484,NA,0.60678
E947_653,NA,0.8191
E692_689,0.86432,NA
E499_8,NA,0.00879
E1_388,NA,0.48618
E563_772,0.96859,NA
E151_145,0.1809,NA
E581_670,0.84045,NA
E384_750,NA,0.94095
E224_511,0.6407,NA
E40_46,0.05653,NA
E840_766,NA,0.96106
E645_203,0.25377,NA
E485_648,NA,0.81281
E526_444,NA,0.55653
E885_723,0.90704,NA
E828_173,0.21608,NA
E881_520,0.65201,NA
E915_479,NA,0.6005
E545_91,NA,0.11307
E488_619,NA,0.77638
E997_47,0.05779,NA
E379_65,NA,0.0804
E873_746,0.93593,NA
E281_179,0.22362,NA
E892_734,NA,0.92085
E38_259,NA,0.32412
E91_68,0.08417,NA
E350_745,0.93467,NA
E223_1,NA,0.0
E307_218,NA,0.27261
E228_507,NA,0.63568
E434_140,0.17462,NA
E977_307,0.38442,NA
E705_370,NA,0.46357
E748_635,0.79648,NA
E584_189,NA,0.23618
E513_494,0.61935,NA
E617_447,NA,0.5603
E607_780,NA,0.97864
E238_525,0.65829,NA
E922_451,0.56533,NA
E837_88,0.1093,NA
E960_125,NA,0.15578
E880_530,NA,0.66457
E890_692,0.86809,NA
E675_782,NA,0.98116
E313_751,NA,0.94221
E55_121,NA,0.15075
E710_715,NA,0.89698
E251_638,NA,0.80025
E958_669,NA,0.8392
E51_715,NA,0.89698
E882_669,NA,0.8392
E294_446,NA,0.55905
E822_388,0.48618,NA
E741_569,0.71357,NA
E451_127,NA,0.15829
E336_145,NA,0.1809
E524_667,NA,0.83668
E548_460,NA,0.57663
E897_254,0.31784,NA
E3_559,0.70101,NA
E869_647,NA,0.81156
E29_29,0.03518,NA
E472_223,0.27889,NA
E609_28,NA,0.03392
E650_687,NA,0.86181
E149_692,NA,0.86809
E733_49,0.0603,NA
E92_13,0.01508,NA
E496_478,NA,0.59925
E270_342,0.42839,NA
E778_235,NA,0.29397
E327_788,0.98869,NA
E305_579,0.72613,NA
E495_731,0.91709,NA
E802_70,NA,0.08668
E346_503,NA,0.63065
E360_639,0.80151,NA
E369_435,NA,0.54523
E898_646,0.8103,NA
E707_383,0.4799,NA
E160_213,0.26633,NA
E193_234,0.29271,NA
E283_642,NA,0.80528
E291_41,0.05025,NA
E532_365,NA,0.45729
E570_480,NA,0.60176
E505_640,NA,0.80276
E90_38,NA,0.04648
E918_667,NA,0.83668
E684_192,0.23995,NA
E323_492,NA,0.61683
E903_377,0.47236,NA
E516_468,0.58668,NA
E366_204,0.25503,NA
E44_341,NA,0.42714
E800_790,NA,0.99121
E470_429,0.53769,NA
E286_250,NA,0.31281
E491_241,NA,0.30151
E267_224,0.28015,NA
E185_144,NA,0.17965
E680_498,NA,0.62437
E125_397,0.49749,NA
E419_223,0.27889,NA
E796_72,NA,0.0892
E536_46,NA,0.05653
E901_74,NA,0.09171
E473_398,0.49874,NA
E490_379,0.47487,NA
E124_150,NA,0.18719
E115_698,NA,0.87563
E709_751,NA,0.94221
E370_33,NA,0.0402
E295_545,NA,0.68342
E697_685,0.8593,NA
E763_354,NA,0.44347
E314_607,NA,0.76131
E854_1,NA,0.0
E598_16,NA,0.01884
E711_400,0.50126,NA
E206_372,0.46608,NA
E720_144,0.17965,NA
E933_127,NA,0.15829
E784_262,NA,0.32789
E33_571,0.71608,NA
E108_440,0.55151,NA
E909_795,NA,0.99749
E648_294,0.36809,NA
E448_537,0.67337,NA
E519_476,NA,0.59673
E746_125,NA,0.15578
E127_62,NA,0.07663
E52_522,NA,0.65452
E211_441,NA,0.55276
E980_191,0.23869,NA
E233_326,0.40829,NA
E430_620,0.77764,NA
E147_149,NA,0.18593
E969_530,0.66457,NA
E316_450,NA,0.56407
E274_408,NA,0.51131
E410_168,0.2098,NA
E264_117,0.14573,NA
E992_728,0.91332,NA
E152_776,0.97362,NA
E260_750,0.94095,NA
E976_197,NA,0.24623
E168_455,0.57035,NA
E660_459,0.57538,NA
E721_403,0.50503,NA
E477_746,NA,0.93593
E332_215,0.26884,NA
E352_73,0.09045,NA
E635_178,NA,0.22236
E64_119,NA,0.14824
E852_493,0.61809,NA
E427_679,0.85176,NA
E84_151,NA,0.18844
E365_449,NA,0.56281
E719_422,NA,0.52889
E776_387,0.48492,NA
E935_24,NA,0.02889
E9_629,0.78894,NA
E551_332,NA,0.41583
E946_178,NA,0.22236
E128_492,0.61683,NA
E311_538,0.67462,NA
E910_606,NA,0.76005
E856_364,0.45603,NA
E959_506,NA,0.63442
E658_659,0.82663,NA
E406_378,NA,0.47362
E443_288,NA,0.36055
E77_642,0.80528,NA
E539_752,NA,0.94347
E803_356,0.44598,NA
E858_247,NA,0.30905
E591_94,0.11683,NA
E639_265,NA,0.33166
E98_567,NA,0.71106
E824_617,NA,0.77387
E589_584,0.73241,NA
E576_397,0.49749,NA
E326_489,0.61307,NA
E19_434,NA,0.54397
E838_382,NA,0.47864
E628_183,NA,0.22864
E463_415,0.5201,NA
E303_423,NA,0.53015
E39_254,0.31784,NA
E923_470,0.5892,NA
E376_797,NA,1.0
E774_117,0.14573,NA
E962_414,NA,0.51884
E667_472,NA,0.59171
E871_69,0.08543,NA
E819_556,NA,0.69724
E382_326,NA,0.40829
E552_483,0.60553,NA
E355_120,0.1495,NA
E433_457,NA,0.57286
E787_482,0.60427,NA
E456_71,NA,0.08794
E137_410,NA,0.51382
E624_273,NA,0.34171
E671_433,NA,0.54271
E113_759,NA,0.95226
E633_611,0.76633,NA
E330_111,0.13819,NA
E801_628,NA,0.78769
E811_92,NA,0.11432
E877_371,0.46482,NA
E226_286,NA,0.35804
E745_295,0.36935,NA
E966_20,0.02387,NA
E672_194,0.24246,NA
E573_312,0.3907,NA
E674_294,0.36809,NA
E642_658,NA,0.82538
E372_478,NA,0.59925
E342_411,0.51508,NA
E23_281,NA,0.35176
E202_270,0.33794,NA
E209_356,0.44598,NA
E287_491,NA,0.61558
E74_617,0.77387,NA
E7_369,0.46231,NA
E220_125,NA,0.15578
E304_20,NA,0.02387
E879_514,NA,0.64447
E615_209,NA,0.26131
E88_225,0.28141,NA
E106_754,NA,0.94598
E907_639,0.80151,NA
E533_650,0.81533,NA
E812_354,0.44347,NA
E320_639,0.80151,NA
E489_405,NA,0.50754
E63_458,0.57412,NA
E447_481,0.60302,NA
E229_374,NA,0.46859
E621_49,0.0603,NA
E34_554,NA,0.69472
E133_195,0.24372,NA
E860_630,0.7902,NA
E634_356,NA,0.44598
E686_298,0.37312,NA
E36_182,NA,0.22739
E182_304,0.38065,NA
E256_708,0.88819,NA
E663_12,NA,0.01382
E385_720,NA,0.90327
E610_376,0.47111,NA
E751_334,NA,0.41834
E963_562,0.70477,NA
E129_592,0.74246,NA
E713_409,0.51256,NA
E269_599,0.75126,NA
E894_206,NA,0.25754
E11_131,0.16332,NA
E629_463,0.5804,NA
E465_455,0.57035,NA
E253_106,NA,0.13191
E255_531,0.66583,NA
E441_85,0.10553,NA
E996_396,NA,0.49623
E932_732,NA,0.91834
E694_639,NA,0.80151
E732_28,0.03392,NA
E559_564,NA,0.70729
E103_301,NA,0.37688
E565_600,NA,0.75251
E834_331,0.41457,NA
E426_549,0.68844,NA
E164_620,0.77764,NA
E715_505,NA,0.63317
E814_657,0.82412,NA
E2_276,0.34548,NA
E461_97,NA,0.1206
E402_465,0.58291,NA
E462_48,NA,0.05905
E789_221,NA,0.27638
E736_746,0.93593,NA
E235_393,0.49246,NA
E215_435,0.54523,NA
E61_10,0.01131,NA
E440_396,0.49623,NA
E57_367,0.4598,NA
E148_381,0.47739,NA
E734_472,NA,0.59171
E142_559,0.70101,NA
E501_625,NA,0.78392
E752_718,0.90075,NA
E266_512,0.64196,NA
E317_257,0.32161,NA
E95_762,NA,0.95603
E31_315,NA,0.39447
E651_790,NA,0.99121
E414_413,0.51759,NA
E927_603,NA,0.75628
E89_185,NA,0.23116
E416_131,NA,0.16332
E361_146,0.18216,NA
E404_78,NA,0.09673
E329_514,NA,0.64447
E377_403,0.50503,NA
E896_777,0.97487,NA
E847_276,NA,0.34548
E522_207,NA,0.25879
E445_422,0.52889,NA
E308_326,NA,0.40829
E523_539,NA,0.67588
E195_377,0.47236,NA
E509_708,0.88819,NA
E792_199,NA,0.24874
E418_603,NA,0.75628
E258_652,NA,0.81784
E512_315,NA,0.39447
E547_178,NA,0.22236
E310_21,NA,0.02513
E677_345,0.43216,NA
E280_425,NA,0.53266
E687_147,NA,0.18342
E943_658,0.82538,NA
E754_596,0.74749,NA
E484_530,NA,0.66457
E123_203,NA,0.25377
E572_368,NA,0.46106
E442_89,NA,0.11055
E68_412,0.51633,NA
E970_180,0.22487,NA
E241_729,0.91457,NA
E631_607,NA,0.76131
E780_746,NA,0.93593
E75_472,NA,0.59171
E654_361,NA,0.45226
E70_579,NA,0.72613
E387_399,0.5,NA
E549_516,0.64698,NA
E190_697,NA,0.87437
E172_793,NA,0.99497
E851_234,NA,0.29271
E913_98,0.12186,NA
E514_630,NA,0.7902
E991_8,NA,0.00879
E556_179,0.22362,NA
E374_536,NA,0.67211
E354_270,0.33794,NA
E614_48,NA,0.05905
E240_674,NA,0.84548
E830_334,NA,0.41834
E156_755,0.94724,NA
E875_146,0.18216,NA
E396_175,0.21859,NA
E335_661,0.82915,NA
E59_141,0.17588,NA
E368_371,0.46482,NA
E700_206,0.25754,NA
E236_463,NA,0.5804
E952_385,0.48241,NA
E221_575,NA,0.72111
E339_98,0.12186,NA
E126_489,0.61307,NA
E81_601,NA,0.75377
E950_515,NA,0.64573
E914_59,0.07286,NA
E921_6,0.00628,NA
E623_205,NA,0.25628
E321_576,NA,0.72236
E899_791,0.99246,NA
E218_493,0.61809,NA
E132_160,0.19975,NA
E835_110,0.13693,NA
E96_43,0.05276,NA
E850_369,NA,0.46231
E930_599,0.75126,NA
E328_204,0.25503,NA
E322_26,0.03141,NA
E169_627,NA,0.78643
E76_203,0.25377,NA
E288_617,NA,0.77387
E727_57,0.07035,NA
E503_631,0.79146,NA
E924_735,NA,0.92211
E475_308,NA,0.38568
E833_664,NA,0.83291
E250_570,NA,0.71482
E786_8,0.00879,NA
E757_520,NA,0.65201
E755_318,NA,0.39824
E722_216,0.2701,NA
E759_470,0.5892,NA
E325_166,NA,0.20729
E724_269,0.33668,NA
E189_346,NA,0.43342
E827_131,0.16332,NA
E391_567,0.71106,NA
E43_236,NA,0.29523
E798_566,NA,0.7098
E832_156,0.19472,NA
E122_203,0.25377,NA
E141_280,0.3505,NA
E344_477,0.59799,NA
E248_223,NA,0.27889
E203_454,0.5691,NA
E450_769,0.96482,NA
E768_747,0.93719,NA
E347_191,0.23869,NA
E553_716,NA,0.89824
E948_208,NA,0.26005
E319_428,0.53643,NA
E373_241,0.30151,NA
E887_13,NA,0.01508
E444_36,NA,0.04397
E908_512,NA,0.64196
E146_493,NA,0.61809
E154_8,0.00879,NA
E479_302,0.37814,NA
E594_217,0.27136,NA
E886_628,NA,0.78769
E246_50,0.06156,NA
E37_222,0.27764,NA
E844_357,0.44724,NA
E143_583,NA,0.73116
E393_168,0.2098,NA
E412_144,0.17965,NA
E383_482,0.60427,NA
E508_93,0.11558,NA
E925_249,NA,0.31156
E279_280,0.3505,NA
E50_699,0.87688,NA
E895_224,NA,0.28015
E916_18,NA,0.02136
E595_753,NA,0.94472
E222_387,0.48492,NA
E363_377,0.47236,NA
E906_336,0.42085,NA
E239_314,0.39322,NA
E627_281,NA,0.35176
E177_366,NA,0.45854
E588_358,NA,0.44849
E520_264,0.3304,NA
E86_550,0.6897,NA
E936_39,0.04774,NA
E845_458,0.57412,NA
E93_186,0.23241,NA
E97_787,0.98744,NA
E191_436,NA,0.54648
E12_111,NA,0.13819
E770_507,NA,0.63568
E569_300,NA,0.37563
E841_450,NA,0.56407
E309_307,0.38442,NA
E130_329,NA,0.41206
E926_658,0.82538,NA
E574_534,0.6696,NA
E6_584,NA,0.73241
E492_11,0.01256,NA
E230_263,0.32915,NA
E375_2,0.00126,NA
E657_796,NA,0.99874
E994_267,0.33417,NA
E196_20,NA,0.02387
E42_277,0.34673,NA
E47_105,NA,0.13065
E807_247,NA,0.30905
E781_394,0.49372,NA
E656_584,0.73241,NA
E872_539,NA,0.67588
E65_584,0.73241,NA
E145_341,NA,0.42714
E934_774,0.97111,NA
E765_105,NA,0.13065
E140_603,0.75628,NA
E252_375,0.46985,NA
E455_228,0.28518,NA
E773_299,0.37437,NA
E876_178,NA,0.22236
E181_51,0.06281,NA
E21_238,0.29774,NA
E175_702,0.88065,NA
E920_173,NA,0.21608
E214_497,NA,0.62312
E424_201,NA,0.25126
E213_333,0.41709,NA
E102_485,NA,0.60804
E289_335,0.4196,NA
E244_641,0.80402,NA
E334_486,0.6093,NA
E600_590,NA,0.73995
E797_487,0.61055,NA
E457_726,NA,0.9108
E234_524,0.65704,NA
E349_130,NA,0.16206
E17_81,0.1005,NA
E71_793,NA,0.99497
E670_296,0.3706,NA
E818_103,0.12814,NA
E197_186,0.23241,NA
E619_484,NA,0.60678
E893_485,NA,0.60804
E174_639,0.80151,NA
E863_609,NA,0.76382
E144_172,NA,0.21482
E119_273,NA,0.34171
E582_622,NA,0.78015
E999_742,NA,0.9309
E779_569,NA,0.71357
E300_163,0.20352,NA
E337_304,0.38065,NA
E562_5,NA,0.00503
E534_227,NA,0.28392
E79_753,0.94472,NA
E790_782,NA,0.98116
E973_337,NA,0.42211
E785_723,0.90704,NA
E561_359,0.44975,NA
E299_32,NA,0.03894
E857_756,NA,0.94849
E791_294,0.36809,NA
E80_501,0.62814,NA
E813_74,0.09171,NA
E277_566,0.7098,NA
E272_452,0.56658,NA
E843_313,0.39196,NA
E464_606,0.76005,NA
E592_775,0.97236,NA
E586_503,NA,0.63065
E865_684,NA,0.85804
E458_572,NA,0.71734
E425_365,NA,0.45729
E60_796,NA,0.99874
E665_634,NA,0.79523
E273_686,0.86055,NA
E971_479,NA,0.6005
E257_56,NA,0.0691
E186_31,NA,0.03769
E407_794,NA,0.99623
E870_379,0.47487,NA
E679_271,0.3392,NA
E528_59,NA,0.07286
E955_403,0.50503,NA
E676_429,0.53769,NA
E618_754,0.94598,NA
E405_59,0.07286,NA
E362_269,NA,0.33668
E192_631,NA,0.79146
E941_326,NA,0.40829
E163_642,0.80528,NA
E367_93,NA,0.11558
E231_262,NA,0.32789
E112_723,NA,0.90704
E661_19,0.02261,NA
E968_673,0.84422,NA
E756_349,0.43719,NA
E750_602,NA,0.75503
E704_35,NA,0.04271
E138_683,0.85678,NA
E566_490,0.61432,NA
E217_330,NA,0.41332
E438_562,NA,0.70477
E529_547,NA,0.68593
E467_178,0.22236,NA
E730_551,NA,0.69095
E116_501,0.62814,NA
E72_377,0.47236,NA
E399_208,0.26005,NA
E626_649,0.81407,NA
E53_760,NA,0.95352
E432_454,0.5691,NA
E48_334,NA,0.41834
E343_522,NA,0.65452
E749_790,NA,0.99121
E292_245,0.30653,NA
E155_602,0.75503,NA
E262_73,NA,0.09045
E951_409,0.51256,NA
E945_239,0.29899,NA
E389_431,0.5402,NA
E585_674,NA,0.84548
E364_442,0.55402,NA
E984_484,0.60678,NA
E640_86,NA,0.10678
E275_259,NA,0.32412
E706_672,NA,0.84296
E5_254,0.31784,NA
E381_325,0.40704,NA
E134_427,0.53518,NA
E878_523,0.65578,NA
E13_613,0.76884,NA
E371_481,NA,0.60302
E571_489,NA,0.61307
E179_234,0.29271,NA
E417_75,0.09296,NA
E454_416,NA,0.52136
E415_280,0.3505,NA
E506_351,NA,0.4397
E726_786,0.98618,NA
E216_302,0.37814,NA
E276_654,0.82035,NA
E735_241,0.30151,NA
E531_341,0.42714,NA
E823_642,0.80528,NA
E691_512,NA,0.64196
E254_562,0.70477,NA
E460_765,NA,0.9598
E931_154,NA,0.19221
E855_189,0.23618,NA
E459_147,NA,0.18342
E357_766,0.96106,NA
E917_376,0.47111,NA
E668_572,0.71734,NA
E136_180,0.22487,NA
E775_292,NA,0.36558
E312_291,NA,0.36432
E390_10,NA,0.01131
E114_250,NA,0.31281
E842_316,0.39573,NA
E105_4,NA,0.00377
E632_406,0.50879,NA
E165_106,NA,0.13191
E178_541,0.67839,NA
E839_142,NA,0.17714
E678_618,NA,0.77513
E333_797,1.0,NA
E345_342,NA,0.42839
E690_319,NA,0.3995
E388_626,NA,0.78518
E725_1,0.0,NA
E500_267,NA,0.33417
E338_210,NA,0.26256
E271_706,0.88568,NA
E85_244,NA,0.30528
E225_434,NA,0.54397
E816_747,NA,0.93719
E30_64,NA,0.07915
E825_371,NA,0.46482
E555_37,0.04523,NA
E200_373,NA,0.46734
E804_208,0.26005,NA
E911_468,0.58668,NA
E423_452,0.56658,NA
E702_72,0.0892,NA
E158_356,0.44598,NA
E232_193,NA,0.24121
E612_230,NA,0.28769
E408_483,NA,0.60553
E400_148,0.18467,NA
E956_637,NA,0.79899
E961_554,0.69472,NA
E884_557,0.69849,NA
E453_278,0.34799,NA
E66_597,NA,0.74874
E606_12,0.01382,NA
E564_335,NA,0.4196
E99_598,0.75,NA
E446_331,NA,0.41457
E394_27,0.03266,NA
E268_596,0.74749,NA
E212_574,NA,0.71985
E157_683,0.85678,NA
E888_570,NA,0.71482
E167_287,NA,0.3593
E974_433,NA,0.54271
E20_587,0.73618,NA
E557_598,0.75,NA
E972_324,NA,0.40578
E121_59,0.07286,NA
E965_218,0.27261,NA
E829_92,NA,0.11432
E171_405,NA,0.50754
E866_422,NA,0.52889
E87_274,0.34296,NA
E766_332,NA,0.41583
E208_530,0.66457,NA
E173_39,0.04774,NA
E302_377,NA,0.47236
E397_39,NA,0.04774
E481_220,NA,0.27513
E27_124,NA,0.15452
E62_266,NA,0.33291
E620_411,0.51508,NA
E540_307,NA,0.38442
E636_724,0.90829,NA
E988_277,NA,0.34673
E340_568,NA,0.71231
E849_620,0.77764,NA
E469_772,0.96859,NA
E413_22,NA,0.02638
E14_295,NA,0.36935
E953_312,0.3907,NA
E249_574,0.71985,NA
E530_283,NA,0.35427
E259_712,0.89322,NA
E318_690,NA,0.86558
E358_793,NA,0.99497
E242_249,NA,0.31156
E861_210,0.26256,NA
E728_736,NA,0.92337
E655_100,NA,0.12437
E131_497,0.62312,NA
E542_370,0.46357,NA
E32_113,NA,0.1407
E760_195,NA,0.24372
E808_702,0.88065,NA
E527_711,0.89196,NA
E263_272,NA,0.34045
E10_29,0.03518,NA
E380_512,NA,0.64196
E580_119,NA,0.14824
E494_20,0.02387,NA
E100_676,0.84799,NA
E46_568,0.71231,NA
E938_163,0.20352,NA
E537_111,0.13819,NA
E452_630,0.7902,NA
E928_635,NA,0.79648
E723_108,0.13442,NA
E187_54,0.06658,NA
E683_556,NA,0.69724
E681_130,0.16206,NA
E480_374,NA,0.46859
E904_198,0.24749,NA
E493_318,0.39824,NA
E596_512,0.64196,NA
E421_133,NA,0.16583
E94_468,0.58668,NA
E831_432,0.54146,NA
E348_490,0.61432,NA
E401_50,0.06156,NA
E25_399,0.5,NA
E194_95,NA,0.11809
E504_739,0.92714,NA
E198_606,0.76005,NA
E696_590,0.73995,NA
E247_431,0.5402,NA
E979_603,NA,0.75628
E771_75,NA,0.09296
E944_27,NA,0.03266
E998_572,NA,0.71734
E848_474,NA,0.59422
E701_648,NA,0.81281
E891_395,NA,0.49497
E101_200,0.25,NA
E538_524,NA,0.65704
E428_324,0.40578,NA
E737_633,NA,0.79397
E511_146,NA,0.18216
E515_310,0.38819,NA
E590_467,NA,0.58543
E161_480,0.60176,NA
E742_766,0.96106,NA
E718_755,NA,0.94724
E782_386,0.48367,NA
E439_406,0.50879,NA
E739_118,NA,0.14698
E4_442,NA,0.55402
E788_39,0.04774,NA
E487_593,NA,0.74372
E83_77,0.09548,NA
E698_613,0.76884,NA
E245_95,NA,0.11809
E293_583,0.73116,NA
E550_46,NA,0.05653
E518_366,0.45854,NA
E862_312,NA,0.3907
E474_597,NA,0.74874
E150_184,0.2299,NA
E853_193,NA,0.24121
E411_757,NA,0.94975
E769_702,0.88065,NA
E695_750,NA,0.94095
E599_348,NA,0.43593
E647_127,NA,0.15829
E810_465,0.58291,NA
E568_174,NA,0.21734
E398_617,0.77387,NA
E983_248,NA,0.3103
E535_578,0.72487,NA
E567_766,NA,0.96106
E743_640,NA,0.80276
E117_772,0.96859,NA
E688_665,NA,0.83417
E290_184,NA,0.2299
E978_84,NA,0.10427
E183_506,0.63442,NA
E298_181,0.22613,NA
E794_141,NA,0.17588
E109_126,0.15704,NA
E758_249,NA,0.31156
E497_424,0.53141,NA
E703_263,NA,0.32915
E821_375,NA,0.46985
E243_658,0.82538,NA
E261_624,NA,0.78266
E449_327,NA,0.40955
E265_469,0.58794,NA
E593_14,0.01633,NA
E652_722,0.90578,NA
E989_175,NA,0.21859
E685_159,0.19849,NA
E772_622,0.78015,NA
E301_643,0.80653,NA
E282_743,0.93216,NA
E993_753,NA,0.94472
E982_301,NA,0.37688
E227_260,0.32538,NA
E476_295,0.36935,NA
E558_726,NA,0.9108
E649_408,NA,0.51131
E166_79,0.09799,NA
E560_729,NA,0.91457
E957_382,NA,0.47864
E954_703,0.88191,NA
E912_546,0.68467,NA
E237_787,NA,0.98744
E868_144,0.17965,NA
E793_136,0.1696,NA
E207_277,NA,0.34673
E359_735,0.92211,NA
E118_196,0.24497,NA
E78_48,0.05905,NA
E153_48,0.05905,NA
E987_429,0.53769,NA
E583_505,0.63317,NA
E205_760,0.95352,NA
E985_50,0.06156,NA
E682_689,0.86432,NA
E659_671,0.84171,NA
E429_617,0.77387,NA
E826_527,NA,0.6608
E22_99,NA,0.12312
E995_23,NA,0.02764
E120_647,NA,0.81156
E15_745,NA,0.93467
E521_744,NA,0.93342
E641_462,0.57915,NA
E716_437,0.54774,NA
E608_747,0.93719,NA
E809_562,0.70477,NA
E900_707,NA,0.88693
E712_558,NA,0.69975
E805_68,0.08417,NA
E643_174,NA,0.21734
E210_617,0.77387,NA
E507_647,0.81156,NA
E546_435,NA,0.54523
E315_670,NA,0.84045
E67_391,0.48995,NA
E717_350,0.43844,NA
E28_290,NA,0.36307
E637_256,NA,0.32035
