SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  7 ,Gene  5 ,0.752749943423902,activation/repression
Gene  2 ,Gene  7 ,0.519088394437915,activation/repression
Gene  6 ,Gene  5 ,0.259867353132907,activation/repression
Gene  2 ,Gene  6 ,0.179616871984465,activation/repression
Gene  1 ,Gene  7 ,0.165362373142298,activation/repression
Gene  1 ,Gene  6 ,0.121070531199957,activation/repression
Gene  2 ,Gene  1 ,0.108048961760309,activation/repression
Gene  6 ,Gene  7 ,0.0416686331114093,activation/repression
Gene  1 ,Gene  5 ,0.0410702977426784,activation/repression
Gene  5 ,Gene  4 ,0.0337915841508711,activation/repression
Gene  2 ,Gene  3 ,0.0331608451275687,activation/repression
Gene  2 ,Gene  4 ,0.024786513293442,activation/repression
Gene  4 ,Gene  3 ,2.29941092795745e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
