SourceGENES,TargetGENES,Interaction,Edges
Gene  2 ,Gene  1 ,1,activation/repression
Gene  5 ,Gene  3 ,0.601020078831663,activation/repression
Gene  2 ,Gene  8 ,0.39259387603462,activation/repression
Gene  1 ,Gene  5 ,0.152962735600817,activation/repression
Gene  1 ,Gene  6 ,0.129429208058508,activation/repression
Gene  3 ,Gene  2 ,0.115478910482829,activation/repression
Gene  5 ,Gene  4 ,0.101975435555176,activation/repression
Gene  1 ,Gene  4 ,0.094857192877452,activation/repression
Gene  1 ,Gene  7 ,0.0797621667628077,activation/repression
Gene  6 ,Gene  3 ,0.0702581176983467,activation/repression
Gene  1 ,Gene  3 ,0.0603332770837824,activation/repression
Gene  8 ,Gene  7 ,0.0567133136515101,activation/repression
Gene  6 ,Gene  5 ,0.0418918643278896,activation/repression
Gene  8 ,Gene  2 ,0.0357972305049393,activation/repression
Gene  6 ,Gene  4 ,0.0331726846661215,activation/repression
Gene  8 ,Gene  1 ,0.0327176052263008,activation/repression
Gene  8 ,Gene  5 ,0.0268248714138277,activation/repression
Gene  8 ,Gene  6 ,0.024685464779853,activation/repression
Gene  8 ,Gene  3 ,0.0220261832125649,activation/repression
Gene  8 ,Gene  4 ,0.021241767293651,activation/repression
Gene  4 ,Gene  3 ,6.36823832750976e-37,activation/repression
Gene  4 ,Gene  5 ,2.98349137448396e-37,activation/repression
Gene  7 ,Gene  4 ,2.41661492625207e-37,activation/repression
Gene  7 ,Gene  5 ,2.27202353083628e-37,activation/repression
Gene  7 ,Gene  6 ,5.92351577285952e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
