SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  2 ,Gene  1 ,0.796214304860136,activation/repression
Gene  2 ,Gene  4 ,0.34277489841212,activation/repression
Gene  2 ,Gene  8 ,0.187215816616453,activation/repression
Gene  2 ,Gene  5 ,0.168717741157298,activation/repression
Gene  3 ,Gene  1 ,0.0934530336982277,activation/repression
Gene  8 ,Gene  9 ,0.0881426304559929,activation/repression
Gene  8 ,Gene  6 ,0.0853851279632032,activation/repression
Gene  8 ,Gene  4 ,0.0546661591740021,activation/repression
Gene  8 ,Gene  5 ,0.0459093589509912,activation/repression
Gene  8 ,Gene  7 ,0.0116227497882469,activation/repression
Gene  1 ,Gene  4 ,0.0107003224544061,activation/repression
Gene  1 ,Gene  5 ,0.00893740283481114,activation/repression
Gene  1 ,Gene  6 ,0.000496319784708746,activation/repression
Gene  1 ,Gene  9 ,0.00028636604036443,activation/repression
Gene  7 ,Gene  6 ,7.33062169947125e-37,activation/repression
Gene  7 ,Gene  9 ,7.21793451505095e-37,activation/repression
Gene  5 ,Gene  3 ,3.08451734178902e-37,activation/repression
Gene  4 ,Gene  3 ,1.91497425486425e-37,activation/repression
Gene  7 ,Gene  8 ,1.34167664737015e-37,activation/repression
Gene  9 ,Gene  7 ,1.28031417106368e-37,activation/repression
Gene  7 ,Gene  1 ,1.16359950598038e-37,activation/repression
Gene  6 ,Gene  7 ,8.74782899534425e-38,activation/repression
Gene  6 ,Gene  9 ,2.2066338766151e-38,activation/repression
Gene  9 ,Gene  5 ,3.44395734736216e-39,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  9 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  8 ,0,no regulation
Gene  3 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  4 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  5 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  5 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  3 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  6 ,0,no regulation
Gene  9 ,Gene  8 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
