,PseudoTime1,PseudoTime2
E602_345,NA,0.43162
E226_711,NA,0.89084
E52_741,NA,0.92848
E581_358,0.44793,NA
E259_752,0.94228,NA
E890_465,0.58218,NA
E677_264,0.32999,NA
E745_510,0.63864,NA
E713_351,0.43915,NA
E11_146,0.18193,NA
E987_303,0.37892,NA
E411_14,NA,0.01631
E206_192,0.23965,NA
E290_307,NA,0.38394
E398_491,0.61481,NA
E86_602,0.75408,NA
E778_642,NA,0.80427
E673_47,NA,0.05772
E434_279,0.34881,NA
E240_191,NA,0.23839
E163_76,0.0941,NA
E738_727,0.91092,NA
E591_420,0.52572,NA
E711_786,0.98494,NA
E347_354,0.44291,NA
E253_60,NA,0.07403
E67_661,0.82811,NA
E30_517,NA,0.64743
E491_227,NA,0.28356
E725_770,0.96487,NA
E60_741,NA,0.92848
E408_779,NA,0.97616
E75_436,NA,0.5458
E891_372,NA,0.4655
E48_344,NA,0.43036
E99_289,0.36136,NA
E915_467,NA,0.58469
E466_249,0.31117,NA
E653_231,0.28858,NA
E937_710,NA,0.88959
E796_409,NA,0.51192
E922_279,0.34881,NA
E4_602,NA,0.75408
E12_634,NA,0.79423
E700_566,0.70891,NA
E921_352,0.4404,NA
E897_635,0.79548,NA
E687_58,NA,0.07152
E705_245,NA,0.30615
E901_369,NA,0.46173
E954_592,0.74153,NA
E56_651,0.81556,NA
E609_627,NA,0.78545
E820_477,NA,0.59724
E712_699,NA,0.87578
E304_252,NA,0.31493
E952_626,0.78419,NA
E307_275,NA,0.34379
E931_754,NA,0.94479
E633_638,0.79925,NA
E804_282,0.35257,NA
E440_295,0.36888,NA
E38_162,NA,0.20201
E699_181,0.22585,NA
E359_273,0.34128,NA
E896_774,0.96989,NA
E380_613,NA,0.76788
E944_40,NA,0.04893
E632_622,0.77917,NA
E42_580,0.72647,NA
E62_117,NA,0.14555
E934_725,0.90841,NA
E98_91,NA,0.11292
E182_580,0.72647,NA
E782_563,0.70514,NA
E537_99,0.12296,NA
E191_646,NA,0.80928
E260_340,0.42535,NA
E998_512,NA,0.64115
E894_476,NA,0.59598
E151_709,0.88833,NA
E383_82,0.10163,NA
E678_185,NA,0.23087
E488_402,NA,0.50314
E948_699,NA,0.87578
E787_100,0.12422,NA
E231_191,NA,0.23839
E89_11,NA,0.01255
E597_745,0.9335,NA
E553_472,NA,0.59097
E136_678,0.84944,NA
E867_776,0.9724,NA
E156_383,0.4793,NA
E757_362,NA,0.45295
E172_364,NA,0.45546
E160_226,0.28231,NA
E821_709,NA,0.88833
E925_224,NA,0.2798
E134_709,0.88833,NA
E44_719,NA,0.90088
E77_153,0.19072,NA
E683_600,NA,0.75157
E422_414,NA,0.51819
E25_271,0.33877,NA
E377_525,0.65747,NA
E719_363,NA,0.4542
E508_760,0.95232,NA
E192_595,NA,0.74529
E470_663,0.83061,NA
E262_393,NA,0.49184
E631_112,NA,0.13927
E34_700,NA,0.87704
E306_142,NA,0.17691
E188_592,0.74153,NA
E617_760,NA,0.95232
E564_714,NA,0.8946
E232_563,NA,0.70514
E101_516,0.64617,NA
E76_439,0.54956,NA
E668_623,0.78043,NA
E893_60,NA,0.07403
E249_252,0.31493,NA
E273_231,0.28858,NA
E840_695,NA,0.87077
E590_51,NA,0.06274
E94_443,0.55458,NA
E697_138,0.17189,NA
E698_274,0.34253,NA
E186_439,NA,0.54956
E143_476,NA,0.59598
E577_113,NA,0.14053
E704_691,NA,0.86575
E586_558,NA,0.69887
E342_759,0.95107,NA
E941_170,NA,0.21205
E372_237,NA,0.29611
E794_48,NA,0.05897
E128_479,0.59975,NA
E203_574,0.71895,NA
E605_290,NA,0.36261
E571_409,NA,0.51192
E334_204,0.25471,NA
E552_445,0.55709,NA
E980_324,0.40527,NA
E460_337,NA,0.42158
E666_98,0.12171,NA
E868_516,0.64617,NA
E413_572,NA,0.71644
E148_658,0.82434,NA
E819_345,NA,0.43162
E780_342,NA,0.42785
E168_797,0.99875,NA
E703_775,NA,0.97114
E402_128,0.15935,NA
E489_235,NA,0.2936
E113_595,NA,0.74529
E274_298,NA,0.37265
E111_171,NA,0.2133
E568_202,NA,0.2522
