TE	Aff3	Arid1b	Bach1	Bach2	Baz2b	Bcl11a	Cebpa	Cebpe	Clock	Creb5	Crebl2	Crebrf	Dach1	Ebf1	Erg	Ets1	Fosb	Foxn3	Foxo1	Foxo3	Gata1	Gata2	Gata3	Gfi1	Gfi1b	Hivep2	Hivep3	Hlf	Hmga2	Hoxa7	Hoxa9	Hoxb3	Ikzf2	Irf7	Irf8	Irf9	Junb	Klf1	Klf12	Klf2	Klf3	Klf4	Klf6	Mecom	Mef2c	Meis1	Mis18bp1	Mycn	Nfat5	Nfe2	Nfia	Nkx2-3	Parp12	Pbx1	Pgr	Plag1	Plek	Plscr1	Pou2f2	Prdm16	Rel	Rfx3	Rora	Runx1	Runx2	Satb1	Smad7	Sox5	Sox6	Sp4	Spi1	Stat1	Stat4	Tal1	Tcf4	Tcf7l2	Tox	Tsc22d1	Tsc22d3	Zbtb20	Zeb2	Zfhx3	Zfp1	Zfp113	Zfp36l1	Zfp385a	Zfp395	Zfp467	Zfp521	Zfp532	Zfp608	Zfp799	Zfp831	Zfpm1
Aff3	0	0.04902163238668404	0.08861358230470984	0.02445143738880848	0.05388210382232246	0.01288013429811665	0.052677758273787935	0.019250457906852456	0.032381186371047095	0.004803298864081552	0.060211210530746295	0.10338359588120649	0.08119801578138369	0.011421647653018122	0.07866169813081587	0.036781409129695034	0.08760241276477077	0.014704529958975674	0.036676786297171	0.03459666445790861	0.0434677352953098	0.02996803444778846	0.037129639231131426	0.056977729574756525	0.04681093006633477	0.01927063434364964	0.01599423448352714	0.07144748047910854	0.05972490087435548	0.06789962401700876	0.038626086204299324	0.021623779338869956	0.0783065014319242	0.07407851872327789	0.05145911473726441	0.08991465833941606	0.004132231404958678	0.05812660784476662	0.006698867841268273	0.07573184970354523	0.09867748532404223	0.016489068372887807	0.0880425881251307	0.030817512465232382	0.007921456612166245	0.05717414691080597	0.054158155161996055	0.034388495518039734	0.0487982594320066	0.013706580579108384	0.07951037794532306	0.039095344677642925	0.05000002270490406	0.0604885002686176	0.028721608599809687	0.017429648332444727	0.0757896803156646	0.0966975472713657	0.060751626017480895	0.037038128776451316	0.09702507344468062	0.045934647833794	0.022133093690721462	0.007266513430050065	0.020113249750385552	0.07318282364207519	0.09520324034928446	0.008593636925629566	0.03712376530640016	0.06223943109489704	0.02777206193472764	0.08240304315037002	0.08889269727572698	0.04852080900649705	0.014018517563473458	0.053671655954297	0.019100088724299413	0.028723690863913527	0.01460324380284488	0.0674929950400963	0.060096903557941464	0.08851225934305332	0.09529663424080755	0.09940005834297552	0.08733274412037385	0.10315263758494901	0.09026182150556883	0.04888358304325261	0.030385461464177296	0.009715052304617748	0.0644465302335078	0.04568447197760325	0.02604153301996143	0.022333049012644345
Arid1b	0.08107167189506254	0	0.09708510635861894	0.01762574791791225	0.057829366171925696	0.013706580579108384	0.05990295795152124	0.0225050234020676	0.04327990120026968	0.00992552982623415	0.0545332537845979	0.1133868479849657	0.09484050663771955	0.006652549676397664	0.0910716730099416	0.044073461019305	0.1075016101336448	0.01322314049586776	0.03725060240439758	0.041644708269296435	0.04647327852488428	0.03799384074618978	0.040831097006572156	0.056174978583607454	0.04569869075192808	0.016161545810017473	0.02012773717888407	0.07757202483917035	0.06380448531349915	0.07763723307691092	0.03614405628585864	0.026455716617483745	0.08840657129426396	0.07099051669271904	0.046452057581405436	0.12627546545109472	0.004787174587074858	0.054714631484509675	0.009512030844146124	0.06983033581805041	0.11805214206325913	0.01787640390317671	0.1199571645521826	0.03030471727579261	0.013020568183606168	0.05153247300487756	0.05492933147966171	0.033492839875517696	0.057677112275112186	0.01288013429811665	0.08937729993743783	0.045162138188113814	0.05582442305576489	0.08047052926567524	0.024919762896901152	0.013541753431875811	0.08742752984609276	0.10416906830985495	0.07237515542914236	0.04030297314976666	0.10061465189130982	0.054543056408356584	0.019459152308926857	0.008919405992033537	0.017087439677592724	0.0762171620534694	0.11075186105115072	0.00668500104257562	0.03776494925525871	0.064158760219726	0.026955867672148304	0.09350232913647398	0.10473280880576967	0.0740364636727499	0.020630087811407335	0.07625822839861972	0.026242548738034256	0.02552537498375518	0.02070030475415209	0.07502667740081857	0.0681621902073882	0.0926618828427555	0.10439386212621095	0.12686700231894485	0.09273394468910727	0.10697358161678033	0.12075141736494314	0.058162098726523156	0.04015622664376056	0.009506065764716163	0.07348393055764672	0.05562984050947209	0.017102644893881008	0.03273270742572574
Bach1	0.051297415082632414	0.03462257899297314	0	0.014713422365461538	0.03610252643573245	0.009745852273025272	0.03971995731573421	0.021754608694509465	0.018313883719425314	0.006213716727931379	0.04290499198292349	0.052388662009090904	0.05260479207826731	0.00211905985096217	0.06083838709365547	0.0279679076904675	0.06095318380865274	0.005785123966942148	0.017719420774305928	0.02483356934074993	0.028063196135996192	0.02160652326765479	0.029127357956193076	0.01907387803883487	0.02064218477332178	0.016027794292826428	0.01637721157005735	0.051652522396990086	0.04496240434140537	0.047289802350169094	0.022009817068800126	0.016008086920135695	0.04952865545068095	0.03898697749349623	0.032514990689359924	0.07386178720944075	0.0031342820250913873	0.030541686793702914	0.003442728382322189	0.044490040556507016	0.06529000092993899	0.011608683474727616	0.07475987364882214	0.01941898858407073	0.007406947315539578	0.03450228735153366	0.03605003171677384	0.025244738691704426	0.034594775984668806	0.004444168389323748	0.05365264909563408	0.02228365471631199	0.028702407934211464	0.04335171974842764	0.012990692526311666	0.012330954542948205	0.04886588413411385	0.0607213354789159	0.04486323395331728	0.020355419656354724	0.05334390295675265	0.03771150246346457	0.01857364675492483	0.005099111571439928	0.009429238093940112	0.04796968797239221	0.06099532625779307	0.007099980047748356	0.028252501354545878	0.03551119463221731	0.015334718012842889	0.04296305584953436	0.05840565000107756	0.031139737202605374	0.018462685952797195	0.0393608507614213	0.012144457249948571	0.01828161438782076	0.01188218491824936	0.0465732569630142	0.03273091366404221	0.051261518093822615	0.06844332619385293	0.07603676129546803	0.04525462417291496	0.054342746204274754	0.06724695857602693	0.03876823185634982	0.026284699763325974	0.005528796884115469	0.03894341267262054	0.03968035683682646	0.011241219355764056	0.019696117683718897
Bach2	0.00847817022141625	0.008286840543774437	0.02621942028861943	0	0.006906713023828977	0.001652892561983471	0.01294468797985895	0.007383770853032756	0.009958167746940088	0.006865748918147535	0.012173062762557882	0.02457168597203625	0.012619760376449676	0.003367731884907933	0.026545619279854875	0.014963641900408957	0.02486686375188972	0.0014813894631079158	0.016858007404170157	0.0042726652904481926	0.00837629992430982	0.011622314075516144	0.005989273712254371	0.016961898437562652	0.013303281329248106	0.007372574170427595	0.007930153374093732	0.013547401962790645	0.007237892061538161	0.012130795249762365	0.006738148543373578	0.003969957979965246	0.011472225935390361	0.029820544577320727	0.012857343804916915	0.01684808218634376	0.0	0.009802991919866335	0.0013173702103746916	0.0093854899802063	0.019140910188256713	0.004114788089151421	0.022974929565322367	0.00645984224505937	0.0008264462809917355	0.00656591510391492	0.006798822962096062	0.005097184916682336	0.015003980245902788	0.001652892561983471	0.01846127515344991	0.011711662336358357	0.011291275347990563	0.014949215196704545	0.011897250285806764	0.006893884492219466	0.02180520192793111	0.018314890319572168	0.015237967554773859	0.008898865651630432	0.016861588839077814	0.01205283038240125	0.015297285537472819	0.004132231404958678	0.00829182910841785	0.015165017084083358	0.013557176924715558	0.004782115156520036	0.006008999662943592	0.018123111159440968	0.009416458741632907	0.02538729061190569	0.019757678528031463	0.006163653056408733	0.0008264462809917355	0.015094732352544323	0.009033903314698258	0.0026385535459084956	0.0014111725203631584	0.011877723793117429	0.008733551854296156	0.016195823088902155	0.022116783906322737	0.021556638585886283	0.018152273697521804	0.013949118693595735	0.020067264507880978	0.0104354010176658	0.012037282159614604	0.004018799496773056	0.010644934093324175	0.0114533937376566	0.005664098212913982	0.00369122717925351
Baz2b	0.08315417996407952	0.0646066799168243	0.10643487436831449	0.020708763650075304	0	0.01601441632320803	0.0617752405815439	0.023274360642905372	0.039596654908921725	0.007834237203943018	0.050847604650407004	0.09469045504307712	0.09009602331916249	0.00833821331813826	0.09063171626058407	0.039266812426302165	0.09703699855155158	0.014704529958975674	0.030944956484013863	0.04764591030193402	0.047048356764368485	0.040231574614334985	0.039499651376897156	0.051101025139942136	0.05461053237416906	0.014374850586485424	0.0199560099537832	0.0806299210489737	0.05184035527317936	0.08879488221322908	0.039024497850582575	0.02100506887105313	0.09094197528127877	0.06664372214939306	0.0435909384649432	0.11457045875507262	0.0072665134300500655	0.05506072478609908	0.007226948218310983	0.0747737474410822	0.11020031996482652	0.021254766562664142	0.10990340966868983	0.031864884907928805	0.01167961260598777	0.048721002652521064	0.05521328521780347	0.035679634680380025	0.05557545980658619	0.015187970042216298	0.10728061581202625	0.036796207898138346	0.04925080451708824	0.0688528521071944	0.026372414945410313	0.013874435140298031	0.08252916811471943	0.09186994387149013	0.07442981129786305	0.03017435623501377	0.10162990818824699	0.05266118384762399	0.03309805819343772	0.012537128100365546	0.01597368833784816	0.08850695020050192	0.11042098416342896	0.008434573515730084	0.03525285695885926	0.06217529500184698	0.030414133380030406	0.09518884191879909	0.10562695777223186	0.07374794098286731	0.019187846077658128	0.06921373580543205	0.01650309519831187	0.03203328004690392	0.020185795457525434	0.08351912898457617	0.06571029661288896	0.07480549748455492	0.11767837361623983	0.12034334113724873	0.08470422888483764	0.1073019420377724	0.11444727081748503	0.05149804350946069	0.0342692188071122	0.010752532463823914	0.08226240200193954	0.04647789195144166	0.021541990709388684	0.031676073432609794
Bcl11a	0.09340653865541393	0.06969973127889063	0.11541265412707732	0.027310312613733227	0.06250717608689711	0	0.06803444689849439	0.030677457079255427	0.03865895579225919	0.010753054007580608	0.06389159546461212	0.10974342779063079	0.11237922698914764	0.00945179830820158	0.10349796309308604	0.054190875108654	0.12272934093554694	0.017183868801950872	0.0358327218752577	0.053400101335059895	0.05143171396728489	0.040453051227836795	0.04283112581496367	0.05883869371138389	0.054710356143671035	0.022952810247511838	0.02217267138368264	0.09088897979156066	0.07791433007546857	0.10329879452587742	0.05052414421598102	0.027103185409341347	0.09893477991645054	0.07484151331433002	0.06220488331152132	0.13244163774798284	0.005785123966942148	0.06682506174615135	0.0063491176652490326	0.08603393998518363	0.132575146422678	0.018752666140922483	0.12599900366125694	0.03490468994032378	0.013332505167971237	0.07292130005383338	0.06999891804179648	0.0361575381531775	0.06269138636180971	0.0176673088851915	0.10469685771000273	0.04026360921133242	0.066127470380229	0.08303426456480939	0.024032495921320795	0.01538140040809081	0.09061299747338585	0.11738560511259306	0.07770086344059744	0.035824318976504	0.12939863646253977	0.05871167691487324	0.032920855564302985	0.01005778925739034	0.017021864597994155	0.10680786485414892	0.12233450806467612	0.00974915883304916	0.04825430514255008	0.07820130682738062	0.033503523020429735	0.10096171445092057	0.11240587733481595	0.07481099263220084	0.022322128102749524	0.07916839981051957	0.018351270287702386	0.032637715309437314	0.02101224173851716	0.08338207909313931	0.06876265103161847	0.09061508756471659	0.11596201732123171	0.1429856310056345	0.106720860844434	0.12296461521768348	0.12727379529847985	0.06362833383398526	0.033435306767872576	0.011708084917259314	0.0850509741106205	0.059346605222222834	0.018727497545428764	0.03642598371859241
Cebpa	0.0623081422045189	0.07072332683929504	0.08532951363025004	0.022545371925120506	0.04967820924965819	0.015187970042216298	0	0.03401047480196891	0.03534567939502133	0.006356143582995224	0.05371621112012957	0.09115856557795887	0.09553834733611587	0.007420771944133757	0.08087806916088164	0.04068516723063853	0.09922793215242752	0.01139874483500874	0.03332218635263263	0.04111433008384966	0.0450790887428783	0.039727230487188944	0.035996978472833285	0.054847710752295435	0.03680816730212676	0.01630465158440551	0.01789875326483249	0.07640509384280242	0.06115000253556041	0.08394271379602374	0.04343098031949407	0.019802200702986595	0.07129713707484285	0.06498286559496906	0.05455537543766206	0.11142024939719006	0.0080929597110418	0.04749897390500689	0.008406015258612719	0.07640173328709984	0.0997521531788175	0.020730228887371655	0.100926718192596	0.01930504314617111	0.008888336778647494	0.06417041723351956	0.06029443772830923	0.034762909882956196	0.05620459757480943	0.012880134298116653	0.08457179942684265	0.03178659878817483	0.041299736968910664	0.060544704314085124	0.02322688704506436	0.012099418302829033	0.08251823011148825	0.10175026240862069	0.05003155240365789	0.03809735425640814	0.09629670754279537	0.045440428242210174	0.023034425602467955	0.008404896695406868	0.018137961191187706	0.08516229468460543	0.09927650422671438	0.0066937851391798055	0.03290931161302641	0.07118354602850048	0.023300294324599402	0.09169502115412217	0.10041165286181257	0.06067984147798981	0.017191947317923558	0.049743209115369474	0.015401975815023195	0.038776795565128065	0.021838688019508907	0.08660987887693589	0.04678601629733628	0.08225297996859089	0.1085332878162953	0.12221053577097729	0.08384980499827223	0.09576815671749513	0.11947710447551811	0.04398715547269097	0.03634169156865799	0.011931714565312335	0.08201788798926014	0.054408783255860245	0.020313866921416464	0.03462955434205049
Cebpe	0.05382684456954661	0.05347812865900826	0.07226812310428206	0.020211417743918526	0.018678896093450227	0.014361523761224564	0.018629167168210416	0	0.028806674869938407	0.003716236451605585	0.031324465238662405	0.0643208181985926	0.05879188554049462	0.0032833099971599582	0.07613304232542749	0.02797630807819251	0.07226375251069507	0.009745852273025272	0.01886655045028299	0.03531071733730543	0.022564411411983544	0.04378421913766032	0.020452609614289238	0.010530797511627357	0.017910804046174227	0.015403997170628849	0.014047840862044919	0.05470292844550927	0.03555621840054726	0.031367601940837986	0.024525808650548472	0.019626482621001633	0.057774728233093056	0.03948861990215935	0.032449877940074756	0.08565280521043737	0.00644006714905833	0.022896678774381937	0.0027181106374775765	0.0552650943795364	0.07282667178160529	0.01750268236114436	0.06984061207814386	0.013929226845929878	0.009200273763012563	0.04718328620751851	0.025463107615734826	0.007040606371593789	0.03361561773370725	0.005442117769191038	0.03823180445689614	0.008650119174586768	0.03434227255940859	0.033238676523027984	0.014143902444926333	0.012051101726724783	0.04792745484661434	0.06218575682330072	0.027570467255722125	0.02168755519461578	0.034843691767347876	0.039712158167836575	0.01530266040673695	0.005099111571439928	0.013512023159663027	0.055794711392441576	0.08156387626341592	0.0038980173597614794	0.02216474820594759	0.04147554108408815	0.02359046448621714	0.049973549160981116	0.08704893233112664	0.06397998310778447	0.01309078512635092	0.0344825848946328	0.009970627869200473	0.0313660082897358	0.010884235538382074	0.07850466421689992	0.018884817689784856	0.043354288110180945	0.0751924067591435	0.07949326841112041	0.035494765292572394	0.0708855008889123	0.07277418432384787	0.04006045141729205	0.022027867147758173	0.004471766592628093	0.05055339843602562	0.04695343707031439	0.010110323705032656	0.03152941291668363
Clock	0.02504529603306917	0.012829367046965603	0.026467751763499612	0.005470973514093288	0.009456268809548944	0.0029627789262158316	0.016200282205153623	0.009222521050391147	0	0.004510444782922262	0.0200697126691772	0.024665128963498435	0.01525914056652293	0.0004471623524599426	0.02521543719119537	0.00918224853992075	0.03402615487456177	0.005613620868066594	0.01302795357106858	0.0039607283060831226	0.007537192379670538	0.015810322949584274	0.009563968282938243	0.013396454179903285	0.00980173450108162	0.004308073018317765	0.013999904421696182	0.018055028731159023	0.012025327979191553	0.015223813732553252	0.010261034338518302	0.010095715461250827	0.0298915809789959	0.026552672560906054	0.01325903505347884	0.028540064586377305	0.0	0.015209295187632815	0.005327438480340324	0.023042685308192395	0.020844186789584558	0.00799803156511228	0.027060308774759068	0.010141038130079152	0.003446219009456457	0.014635196462396938	0.010620243934591909	0.006577643285853633	0.013130610017241452	0.0006549431821161802	0.020037174305348515	0.006079068632473152	0.019564932029151435	0.017426124494462018	0.006731004922914529	0.0031737020096124407	0.02181405255944632	0.026674176563171757	0.014541864324634444	0.0069856085118186265	0.02532175214123424	0.013745775901162547	0.00494725560621728	0.0	0.0034138263543335295	0.01802488306471226	0.027909234152285245	0.00423063933902495	0.01573699295858502	0.019961980902008788	0.010842005672348786	0.02182675701131913	0.024459614897393674	0.01718958344115733	0.003305785123966942	0.01374922340393396	0.009836021447556258	0.00563230353892493	0.006611570247933884	0.016117026938299608	0.012086300026604605	0.022408631551476526	0.01626031781742953	0.025742230888004463	0.02161515262318826	0.023281672322554382	0.029813753366614425	0.023429557551382485	0.013048806490012223	0.006847431889269608	0.013412870784408646	0.007349987024938156	0.008632295033803463	0.009438056412781955
Creb5	0.009833053381321805	0.0	0.011544378553224894	0.0005733420127650326	0.004736655682095107	0.0	0.0032680965902691338	0.0018569413213223858	0.00048172922837018487	0	0.0017134460172558664	0.006776147046101197	0.006008923753836688	9.417261354858927e-05	0.0043166560144704165	0.006866103995070081	0.0058444084889121865	0.0008264462809917355	0.00937865370487277	0.001652892561983471	0.001777546962372862	0.0	0.007627568668141837	0.005751533788882615	0.0018951733058686748	0.00031564693433642197	0.004981264052147267	0.0037679123000440556	0.003343383041936937	0.004373951446578991	0.0008264462809917355	0.006336252727264927	0.007860522338414652	0.003916518997146443	0.0031141814302499955	0.006850865471594209	0.0	0.00269933803099573	0.00021607040351999022	0.0028130997698344036	0.006156808460528579	0.0005101461390348653	0.009860151033860341	0.0030837098526137682	0.0008264462809917355	0.0018946126036037834	0.0026586835198088954	0.006632740510185384	0.006006378099969873	0.0	0.0037334349838813057	0.005014083277568979	0.004476173099147651	0.009938315576894851	0.004788288140418438	0.0006511366776108073	0.004547118624940783	0.004532980423219292	0.004813953556183398	0.009232625922121257	0.011206655160560571	0.004337054950271954	0.006940791527021036	0.0008264462809917355	0.0024449489300291853	0.002960452660526019	0.006020696418592021	0.00010648651534952438	0.007481234182540376	0.003628199101078736	0.0017933264474729856	0.00608967113331608	0.004376471990611668	0.0005219150437329727	0.0	0.0027695658353814943	0.004945003499844303	0.0011383832653568053	0.0	0.00048344008324062497	0.003919396112077034	0.007990407179761424	0.0042699933393381085	0.0048573372763189215	0.004907727896813228	0.007504889274814469	0.004556155911198311	0.00487430931102148	0.004299525355172217	0.002399977497246349	0.0	0.007677140837293731	0.0006625947960306193	0.0008264462809917355
